Ubar,Mubar,Actual_Phase,Predicted_Phase,Type
6.658291457286431,4.0703517587939695,1.0,0,Predicted
6.658291457286431,31.80904522613065,1.0,1,Predicted
6.783919597989949,1.658291457286432,0.0,1,Predicted
6.783919597989949,4.0703517587939695,0.0,0,Predicted
6.783919597989949,32.11055276381909,1.0,0,Predicted
6.909547738693467,1.658291457286432,0.0,1,Predicted
6.909547738693467,4.371859296482412,1.0,0,Predicted
6.909547738693467,32.713567839195974,0.0,1,Predicted
7.035175879396984,1.658291457286432,0.0,1,Predicted
7.035175879396984,4.371859296482412,0.0,0,Predicted
7.035175879396984,33.31658291457286,0.0,0,Predicted
7.160804020100501,1.658291457286432,0.0,1,Predicted
7.160804020100501,4.673366834170854,1.0,0,Predicted
7.160804020100501,33.6180904522613,1.0,1,Predicted
7.2864321608040195,1.658291457286432,0.0,1,Predicted
7.2864321608040195,4.673366834170854,0.0,0,Predicted
7.2864321608040195,34.22110552763819,1.0,1,Predicted
7.4120603015075375,1.3567839195979898,1.0,1,Predicted
7.4120603015075375,4.974874371859296,1.0,0,Predicted
7.4120603015075375,34.824120603015075,0.0,0,Predicted
7.537688442211055,1.3567839195979898,1.0,1,Predicted
7.537688442211055,4.974874371859296,1.0,0,Predicted
7.537688442211055,35.12562814070351,0.0,1,Predicted
7.663316582914572,1.3567839195979898,1.0,1,Predicted
7.663316582914572,5.276381909547738,1.0,0,Predicted
7.663316582914572,35.7286432160804,1.0,0,Predicted
7.78894472361809,1.3567839195979898,1.0,1,Predicted
7.78894472361809,5.276381909547738,0.0,0,Predicted
7.78894472361809,36.33165829145729,0.0,0,Predicted
7.914572864321608,1.3567839195979898,1.0,1,Predicted
7.914572864321608,5.57788944723618,1.0,0,Predicted
7.914572864321608,36.633165829145725,1.0,1,Predicted
8.040201005025125,1.3567839195979898,1.0,1,Predicted
8.040201005025125,5.57788944723618,1.0,0,Predicted
8.040201005025125,37.23618090452261,0.0,0,Predicted
8.165829145728642,1.3567839195979898,1.0,1,Predicted
8.165829145728642,5.57788944723618,0.0,0,Predicted
8.165829145728642,37.83919597989949,1.0,1,Predicted
8.29145728643216,1.3567839195979898,1.0,1,Predicted
8.29145728643216,5.879396984924623,1.0,0,Predicted
8.29145728643216,38.14070351758794,1.0,0,Predicted
8.417085427135678,1.3567839195979898,1.0,1,Predicted
8.417085427135678,5.879396984924623,0.0,0,Predicted
8.417085427135678,38.743718592964825,0.0,0,Predicted
8.542713567839195,1.3567839195979898,0.0,1,Predicted
8.542713567839195,6.180904522613065,1.0,0,Predicted
8.542713567839195,39.346733668341706,0.0,1,Predicted
8.668341708542712,1.3567839195979898,0.0,1,Predicted
8.668341708542712,6.180904522613065,0.0,0,Predicted
8.668341708542712,39.64824120603015,1.0,0,Predicted
8.793969849246231,1.3567839195979898,0.0,1,Predicted
8.793969849246231,6.482412060301507,1.0,0,Predicted
8.793969849246231,40.25125628140703,0.0,1,Predicted
8.919597989949748,1.3567839195979898,0.0,1,Predicted
8.919597989949748,6.482412060301507,0.0,0,Predicted
8.919597989949748,40.85427135678391,0.0,1,Predicted
9.045226130653266,1.3567839195979898,0.0,1,Predicted
9.045226130653266,6.783919597989949,1.0,0,Predicted
9.045226130653266,41.15577889447236,0.0,0,Predicted
9.170854271356783,1.3567839195979898,0.0,1,Predicted
9.170854271356783,6.783919597989949,0.0,0,Predicted
9.170854271356783,41.75879396984924,1.0,1,Predicted
9.2964824120603,1.3567839195979898,0.0,1,Predicted
9.2964824120603,6.783919597989949,0.0,0,Predicted
9.2964824120603,42.361809045226124,0.0,1,Predicted
9.422110552763819,1.3567839195979898,0.0,1,Predicted
9.422110552763819,7.085427135678391,1.0,0,Predicted
9.422110552763819,42.66331658291457,0.0,1,Predicted
9.547738693467336,1.3567839195979898,0.0,1,Predicted
9.547738693467336,7.085427135678391,0.0,0,Predicted
9.547738693467336,43.26633165829145,0.0,1,Predicted
9.673366834170853,1.3567839195979898,0.0,1,Predicted
9.673366834170853,7.3869346733668335,1.0,0,Predicted
9.673366834170853,43.86934673366834,0.0,1,Predicted
9.798994974874372,1.3567839195979898,0.0,1,Predicted
9.798994974874372,7.3869346733668335,0.0,0,Predicted
9.798994974874372,44.17085427135678,1.0,1,Predicted
9.924623115577889,1.3567839195979898,0.0,1,Predicted
9.924623115577889,7.688442211055276,1.0,0,Predicted
9.924623115577889,14.020100502512562,1.0,0,Predicted
9.924623115577889,14.924623115577887,1.0,0,Predicted
9.924623115577889,44.77386934673366,0.0,1,Predicted
10.050251256281406,1.3567839195979898,0.0,1,Predicted
10.050251256281406,7.688442211055276,0.0,0,Predicted
10.050251256281406,14.020100502512562,0.0,0,Predicted
10.050251256281406,15.226130653266331,0.0,1,Predicted
10.050251256281406,45.37688442211055,1.0,0,Predicted
10.175879396984923,1.3567839195979898,0.0,1,Predicted
10.175879396984923,7.688442211055276,0.0,0,Predicted
10.175879396984923,13.718592964824118,1.0,1,Predicted
10.175879396984923,15.527638190954772,0.0,0,Predicted
10.175879396984923,45.67839195979899,1.0,1,Predicted
10.30150753768844,1.3567839195979898,0.0,1,Predicted
10.30150753768844,7.989949748743718,0.0,0,Predicted
10.30150753768844,13.718592964824118,1.0,1,Predicted
10.30150753768844,16.130653266331656,1.0,0,Predicted
10.30150753768844,46.281407035175874,0.0,1,Predicted
10.42713567839196,1.3567839195979898,0.0,1,Predicted
10.42713567839196,7.989949748743718,0.0,0,Predicted
10.42713567839196,14.020100502512562,0.0,0,Predicted
10.42713567839196,16.4321608040201,1.0,1,Predicted
10.42713567839196,46.88442211055276,0.0,0,Predicted
10.552763819095476,1.3567839195979898,0.0,1,Predicted
10.552763819095476,8.29145728643216,0.0,0,Predicted
10.552763819095476,14.020100502512562,1.0,0,Predicted
10.552763819095476,16.73366834170854,0.0,0,Predicted
10.552763819095476,47.1859296482412,1.0,1,Predicted
10.678391959798994,1.3567839195979898,0.0,1,Predicted
10.678391959798994,8.29145728643216,0.0,0,Predicted
10.678391959798994,14.020100502512562,1.0,0,Predicted
10.678391959798994,17.035175879396984,1.0,0,Predicted
10.678391959798994,47.78894472361809,1.0,0,Predicted
10.804020100502512,1.3567839195979898,0.0,1,Predicted
10.804020100502512,8.592964824120603,1.0,1,Predicted
10.804020100502512,14.020100502512562,1.0,0,Predicted
10.804020100502512,17.336683417085425,1.0,0,Predicted
10.804020100502512,48.391959798994975,0.0,0,Predicted
10.92964824120603,1.3567839195979898,0.0,1,Predicted
10.92964824120603,8.592964824120603,0.0,1,Predicted
10.92964824120603,14.020100502512562,1.0,0,Predicted
10.92964824120603,17.63819095477387,1.0,1,Predicted
10.92964824120603,48.69346733668341,0.0,1,Predicted
11.055276381909547,1.3567839195979898,0.0,1,Predicted
11.055276381909547,8.592964824120603,0.0,1,Predicted
11.055276381909547,14.321608040201003,1.0,1,Predicted
11.055276381909547,17.93969849246231,0.0,0,Predicted
11.055276381909547,49.2964824120603,1.0,0,Predicted
11.180904522613064,1.3567839195979898,0.0,1,Predicted
11.180904522613064,8.894472361809044,0.0,0,Predicted
11.180904522613064,14.321608040201003,1.0,1,Predicted
11.180904522613064,18.241206030150753,1.0,0,Predicted
11.180904522613064,49.89949748743718,0.0,1,Predicted
11.306532663316581,1.3567839195979898,0.0,1,Predicted
11.306532663316581,8.894472361809044,0.0,0,Predicted
11.306532663316581,14.321608040201003,1.0,1,Predicted
11.306532663316581,18.542713567839193,1.0,0,Predicted
11.306532663316581,50.201005025125625,1.0,0,Predicted
11.4321608040201,1.3567839195979898,0.0,1,Predicted
11.4321608040201,9.195979899497488,1.0,1,Predicted
11.4321608040201,14.623115577889447,0.0,0,Predicted
11.4321608040201,18.844221105527637,1.0,1,Predicted
11.4321608040201,50.80402010050251,0.0,0,Predicted
11.557788944723617,1.3567839195979898,0.0,1,Predicted
11.557788944723617,9.195979899497488,0.0,1,Predicted
11.557788944723617,14.623115577889447,1.0,0,Predicted
11.557788944723617,19.145728643216078,0.0,0,Predicted
11.557788944723617,51.40703517587939,1.0,1,Predicted
11.683417085427134,1.3567839195979898,0.0,1,Predicted
11.683417085427134,9.497487437185928,1.0,0,Predicted
11.683417085427134,14.623115577889447,1.0,0,Predicted
11.683417085427134,19.44723618090452,1.0,0,Predicted
11.683417085427134,51.70854271356784,1.0,0,Predicted
11.809045226130653,1.3567839195979898,0.0,1,Predicted
11.809045226130653,9.497487437185928,0.0,0,Predicted
11.809045226130653,14.623115577889447,1.0,0,Predicted
11.809045226130653,19.44723618090452,0.0,0,Predicted
11.809045226130653,52.31155778894472,0.0,1,Predicted
11.93467336683417,1.3567839195979898,0.0,1,Predicted
11.93467336683417,9.497487437185928,0.0,0,Predicted
11.93467336683417,14.924623115577887,1.0,1,Predicted
11.93467336683417,19.748743718592962,0.0,0,Predicted
11.93467336683417,52.9145728643216,0.0,1,Predicted
12.060301507537687,1.3567839195979898,0.0,1,Predicted
12.060301507537687,9.798994974874372,0.0,1,Predicted
12.060301507537687,14.924623115577887,1.0,1,Predicted
12.060301507537687,20.050251256281406,0.0,1,Predicted
12.060301507537687,53.21608040201005,1.0,0,Predicted
12.185929648241205,1.3567839195979898,0.0,1,Predicted
12.185929648241205,9.798994974874372,0.0,1,Predicted
12.185929648241205,14.924623115577887,1.0,1,Predicted
12.185929648241205,20.351758793969847,0.0,0,Predicted
12.185929648241205,53.81909547738693,1.0,1,Predicted
12.311557788944722,1.3567839195979898,0.0,1,Predicted
12.311557788944722,10.100502512562812,1.0,0,Predicted
12.311557788944722,15.226130653266331,1.0,0,Predicted
12.311557788944722,20.65326633165829,1.0,0,Predicted
12.311557788944722,54.42211055276381,0.0,1,Predicted
12.43718592964824,1.0552763819095476,1.0,1,Predicted
12.43718592964824,10.100502512562812,0.0,0,Predicted
12.43718592964824,15.226130653266331,1.0,0,Predicted
12.43718592964824,20.95477386934673,1.0,0,Predicted
12.43718592964824,54.723618090452256,0.0,1,Predicted
12.562814070351758,1.0552763819095476,1.0,1,Predicted
12.562814070351758,10.100502512562812,0.0,0,Predicted
12.562814070351758,15.226130653266331,1.0,0,Predicted
12.562814070351758,21.256281407035175,1.0,1,Predicted
12.562814070351758,55.326633165829136,1.0,1,Predicted
12.688442211055275,1.0552763819095476,1.0,1,Predicted
12.688442211055275,10.402010050251256,0.0,1,Predicted
12.688442211055275,15.527638190954772,1.0,1,Predicted
12.688442211055275,21.557788944723615,1.0,0,Predicted
12.688442211055275,55.929648241206024,0.0,1,Predicted
12.814070351758794,1.0552763819095476,1.0,1,Predicted
12.814070351758794,10.402010050251256,0.0,1,Predicted
12.814070351758794,15.527638190954772,1.0,1,Predicted
12.814070351758794,21.85929648241206,1.0,0,Predicted
12.814070351758794,56.23115577889447,1.0,1,Predicted
12.93969849246231,1.0552763819095476,1.0,1,Predicted
12.93969849246231,10.703517587939697,1.0,0,Predicted
12.93969849246231,15.527638190954772,1.0,1,Predicted
12.93969849246231,22.1608040201005,1.0,0,Predicted
12.93969849246231,56.83417085427135,0.0,1,Predicted
13.065326633165828,1.0552763819095476,1.0,1,Predicted
13.065326633165828,10.703517587939697,0.0,0,Predicted
13.065326633165828,15.829145728643216,1.0,0,Predicted
13.065326633165828,22.462311557788944,1.0,1,Predicted
13.065326633165828,57.43718592964824,1.0,0,Predicted
13.190954773869345,1.0552763819095476,1.0,1,Predicted
13.190954773869345,11.00502512562814,1.0,1,Predicted
13.190954773869345,15.829145728643216,1.0,0,Predicted
13.190954773869345,22.462311557788944,0.0,1,Predicted
13.190954773869345,57.738693467336674,1.0,1,Predicted
13.316582914572862,1.0552763819095476,1.0,1,Predicted
13.316582914572862,11.00502512562814,0.0,1,Predicted
13.316582914572862,16.130653266331656,1.0,1,Predicted
13.316582914572862,22.763819095477384,1.0,0,Predicted
13.316582914572862,58.34170854271356,0.0,1,Predicted
13.442211055276381,1.0552763819095476,1.0,1,Predicted
13.442211055276381,11.00502512562814,0.0,1,Predicted
13.442211055276381,16.130653266331656,1.0,1,Predicted
13.442211055276381,23.065326633165828,1.0,0,Predicted
13.442211055276381,58.94472361809045,0.0,0,Predicted
13.567839195979898,1.0552763819095476,1.0,1,Predicted
13.567839195979898,11.306532663316581,0.0,0,Predicted
13.567839195979898,16.130653266331656,1.0,1,Predicted
13.567839195979898,23.36683417085427,0.0,0,Predicted
13.567839195979898,59.54773869346733,0.0,1,Predicted
13.693467336683415,1.0552763819095476,1.0,1,Predicted
13.693467336683415,11.306532663316581,0.0,0,Predicted
13.693467336683415,16.4321608040201,1.0,0,Predicted
13.693467336683415,23.668341708542712,1.0,1,Predicted
13.693467336683415,59.849246231155774,1.0,1,Predicted
13.819095477386934,1.0552763819095476,1.0,1,Predicted
13.819095477386934,11.608040201005025,0.0,1,Predicted
13.819095477386934,16.4321608040201,1.0,0,Predicted
13.819095477386934,23.969849246231153,1.0,0,Predicted
13.944723618090451,1.0552763819095476,1.0,1,Predicted
13.944723618090451,11.608040201005025,0.0,1,Predicted
13.944723618090451,16.4321608040201,1.0,0,Predicted
13.944723618090451,24.271356783919597,1.0,0,Predicted
14.070351758793969,1.0552763819095476,1.0,1,Predicted
14.070351758793969,11.909547738693465,0.0,0,Predicted
14.070351758793969,16.73366834170854,1.0,1,Predicted
14.070351758793969,24.572864321608037,1.0,0,Predicted
14.070351758793969,33.91959798994975,1.0,0,Predicted
14.070351758793969,35.12562814070351,0.0,0,Predicted
14.195979899497486,1.0552763819095476,1.0,1,Predicted
14.195979899497486,11.909547738693465,0.0,0,Predicted
14.195979899497486,16.73366834170854,1.0,1,Predicted
14.195979899497486,24.572864321608037,0.0,0,Predicted
14.195979899497486,33.91959798994975,1.0,0,Predicted
14.195979899497486,35.7286432160804,0.0,1,Predicted
14.321608040201003,1.0552763819095476,1.0,1,Predicted
14.321608040201003,11.909547738693465,0.0,0,Predicted
14.321608040201003,17.035175879396984,1.0,1,Predicted
14.321608040201003,24.87437185929648,1.0,1,Predicted
14.321608040201003,34.22110552763819,0.0,1,Predicted
14.321608040201003,36.33165829145729,0.0,1,Predicted
14.447236180904522,1.0552763819095476,1.0,1,Predicted
14.447236180904522,12.21105527638191,0.0,1,Predicted
14.447236180904522,17.035175879396984,1.0,1,Predicted
14.447236180904522,25.17587939698492,1.0,0,Predicted
14.447236180904522,34.22110552763819,1.0,1,Predicted
14.447236180904522,36.93467336683417,1.0,0,Predicted
14.572864321608039,1.0552763819095476,1.0,1,Predicted
14.572864321608039,12.21105527638191,0.0,1,Predicted
14.572864321608039,17.035175879396984,1.0,1,Predicted
14.572864321608039,25.477386934673365,0.0,0,Predicted
14.572864321608039,34.52261306532663,0.0,1,Predicted
14.572864321608039,37.23618090452261,0.0,1,Predicted
14.698492462311556,1.0552763819095476,1.0,1,Predicted
14.698492462311556,12.51256281407035,0.0,0,Predicted
14.698492462311556,17.336683417085425,1.0,1,Predicted
14.698492462311556,25.778894472361806,1.0,0,Predicted
14.698492462311556,34.52261306532663,1.0,1,Predicted
14.698492462311556,37.83919597989949,0.0,0,Predicted
14.824120603015075,1.0552763819095476,1.0,1,Predicted
14.824120603015075,12.51256281407035,0.0,0,Predicted
14.824120603015075,17.336683417085425,1.0,1,Predicted
14.824120603015075,26.08040201005025,1.0,1,Predicted
14.824120603015075,34.824120603015075,0.0,0,Predicted
14.824120603015075,38.14070351758794,0.0,1,Predicted
14.949748743718592,1.0552763819095476,1.0,1,Predicted
14.949748743718592,12.814070351758794,1.0,1,Predicted
14.949748743718592,17.63819095477387,0.0,0,Predicted
14.949748743718592,26.38190954773869,1.0,0,Predicted
14.949748743718592,34.824120603015075,1.0,0,Predicted
14.949748743718592,38.743718592964825,1.0,1,Predicted
15.07537688442211,1.0552763819095476,1.0,1,Predicted
15.07537688442211,12.814070351758794,0.0,1,Predicted
15.07537688442211,17.63819095477387,1.0,0,Predicted
15.07537688442211,26.683417085427134,1.0,0,Predicted
15.07537688442211,35.12562814070351,1.0,1,Predicted
15.07537688442211,39.04522613065326,0.0,0,Predicted
15.201005025125626,1.0552763819095476,1.0,1,Predicted
15.201005025125626,12.814070351758794,0.0,1,Predicted
15.201005025125626,17.63819095477387,1.0,0,Predicted
15.201005025125626,26.683417085427134,0.0,0,Predicted
15.201005025125626,35.12562814070351,1.0,1,Predicted
15.201005025125626,39.64824120603015,0.0,1,Predicted
15.326633165829143,1.0552763819095476,1.0,1,Predicted
15.326633165829143,13.115577889447234,0.0,0,Predicted
15.326633165829143,17.93969849246231,1.0,1,Predicted
15.326633165829143,26.984924623115575,1.0,0,Predicted
15.326633165829143,35.427135678391956,1.0,1,Predicted
15.326633165829143,39.94974874371859,0.0,0,Predicted
15.452261306532662,1.0552763819095476,1.0,1,Predicted
15.452261306532662,13.115577889447234,0.0,0,Predicted
15.452261306532662,17.93969849246231,1.0,1,Predicted
15.452261306532662,27.28643216080402,0.0,1,Predicted
15.452261306532662,35.7286432160804,1.0,0,Predicted
15.452261306532662,40.552763819095475,0.0,1,Predicted
15.57788944723618,1.0552763819095476,1.0,1,Predicted
15.57788944723618,13.417085427135678,0.0,1,Predicted
15.57788944723618,17.93969849246231,1.0,1,Predicted
15.57788944723618,27.58793969849246,1.0,0,Predicted
15.57788944723618,35.7286432160804,1.0,0,Predicted
15.57788944723618,40.85427135678391,0.0,0,Predicted
15.703517587939697,1.0552763819095476,1.0,1,Predicted
15.703517587939697,13.417085427135678,0.0,1,Predicted
15.703517587939697,18.241206030150753,1.0,1,Predicted
15.703517587939697,27.889447236180903,1.0,0,Predicted
15.703517587939697,36.03015075376884,1.0,1,Predicted
15.703517587939697,41.15577889447236,0.0,1,Predicted
15.829145728643216,1.0552763819095476,1.0,1,Predicted
15.829145728643216,13.417085427135678,0.0,1,Predicted
15.829145728643216,18.241206030150753,1.0,1,Predicted
15.829145728643216,28.190954773869343,1.0,0,Predicted
15.829145728643216,36.33165829145729,0.0,0,Predicted
15.829145728643216,41.75879396984924,1.0,0,Predicted
15.954773869346733,1.0552763819095476,1.0,1,Predicted
15.954773869346733,13.718592964824118,0.0,0,Predicted
15.954773869346733,18.542713567839193,1.0,1,Predicted
15.954773869346733,28.492462311557787,1.0,1,Predicted
15.954773869346733,36.633165829145725,1.0,1,Predicted
15.954773869346733,42.06030150753769,0.0,1,Predicted
16.08040201005025,1.0552763819095476,1.0,1,Predicted
16.08040201005025,13.718592964824118,0.0,0,Predicted
16.08040201005025,18.542713567839193,1.0,1,Predicted
16.08040201005025,28.492462311557787,0.0,1,Predicted
16.08040201005025,36.633165829145725,1.0,1,Predicted
16.08040201005025,42.66331658291457,1.0,0,Predicted
16.20603015075377,1.0552763819095476,1.0,1,Predicted
16.20603015075377,14.020100502512562,0.0,1,Predicted
16.20603015075377,18.542713567839193,1.0,1,Predicted
16.20603015075377,28.793969849246228,0.0,0,Predicted
16.20603015075377,36.93467336683417,1.0,1,Predicted
16.20603015075377,42.96482412060301,0.0,1,Predicted
16.331658291457284,1.0552763819095476,1.0,1,Predicted
16.331658291457284,14.020100502512562,0.0,1,Predicted
16.331658291457284,18.844221105527637,1.0,0,Predicted
16.331658291457284,29.09547738693467,1.0,0,Predicted
16.331658291457284,37.23618090452261,0.0,0,Predicted
16.331658291457284,43.26633165829145,0.0,0,Predicted
16.457286432160803,1.0552763819095476,1.0,1,Predicted
16.457286432160803,14.321608040201003,0.0,0,Predicted
16.457286432160803,18.844221105527637,1.0,0,Predicted
16.457286432160803,29.396984924623112,0.0,0,Predicted
16.457286432160803,37.23618090452261,1.0,0,Predicted
16.457286432160803,43.86934673366834,0.0,0,Predicted
16.58291457286432,1.0552763819095476,1.0,1,Predicted
16.58291457286432,14.321608040201003,0.0,0,Predicted
16.58291457286432,19.145728643216078,1.0,1,Predicted
16.58291457286432,29.698492462311556,1.0,1,Predicted
16.58291457286432,37.53768844221105,1.0,1,Predicted
16.58291457286432,44.17085427135678,0.0,0,Predicted
16.708542713567837,1.0552763819095476,1.0,1,Predicted
16.708542713567837,14.321608040201003,0.0,0,Predicted
16.708542713567837,19.145728643216078,1.0,1,Predicted
16.708542713567837,29.999999999999996,1.0,0,Predicted
16.708542713567837,37.83919597989949,1.0,1,Predicted
16.708542713567837,44.472361809045225,0.0,1,Predicted
16.834170854271356,1.0552763819095476,1.0,1,Predicted
16.834170854271356,14.623115577889447,0.0,1,Predicted
16.834170854271356,19.145728643216078,1.0,1,Predicted
16.834170854271356,30.30150753768844,1.0,0,Predicted
16.834170854271356,38.14070351758794,0.0,0,Predicted
16.834170854271356,45.075376884422106,1.0,0,Predicted
16.95979899497487,1.0552763819095476,1.0,1,Predicted
16.95979899497487,14.623115577889447,0.0,1,Predicted
16.95979899497487,19.44723618090452,1.0,1,Predicted
16.95979899497487,30.30150753768844,0.0,0,Predicted
16.95979899497487,38.14070351758794,1.0,0,Predicted
16.95979899497487,45.37688442211055,0.0,1,Predicted
17.08542713567839,1.0552763819095476,1.0,1,Predicted
17.08542713567839,14.924623115577887,0.0,0,Predicted
17.08542713567839,19.44723618090452,1.0,1,Predicted
17.08542713567839,30.60301507537688,0.0,0,Predicted
17.08542713567839,38.442211055276374,1.0,1,Predicted
17.08542713567839,45.97989949748744,1.0,1,Predicted
17.21105527638191,1.0552763819095476,1.0,1,Predicted
17.21105527638191,14.924623115577887,0.0,0,Predicted
17.21105527638191,19.748743718592962,1.0,1,Predicted
17.21105527638191,30.904522613065325,1.0,1,Predicted
17.21105527638191,38.743718592964825,1.0,0,Predicted
17.21105527638191,46.281407035175874,1.0,0,Predicted
17.336683417085425,1.0552763819095476,1.0,1,Predicted
17.336683417085425,14.924623115577887,0.0,0,Predicted
17.336683417085425,19.748743718592962,1.0,1,Predicted
17.336683417085425,31.206030150753765,1.0,0,Predicted
17.336683417085425,39.04522613065326,0.0,1,Predicted
17.336683417085425,46.58291457286432,1.0,0,Predicted
17.462311557788944,1.0552763819095476,1.0,1,Predicted
17.462311557788944,15.226130653266331,0.0,1,Predicted
17.462311557788944,19.748743718592962,1.0,1,Predicted
17.462311557788944,31.50753768844221,1.0,0,Predicted
17.462311557788944,39.04522613065326,1.0,1,Predicted
17.462311557788944,47.1859296482412,1.0,0,Predicted
17.587939698492463,1.0552763819095476,1.0,1,Predicted
17.587939698492463,15.226130653266331,0.0,1,Predicted
17.587939698492463,20.050251256281406,0.0,0,Predicted
17.587939698492463,31.80904522613065,1.0,0,Predicted
17.587939698492463,39.346733668341706,1.0,1,Predicted
17.587939698492463,47.48743718592964,0.0,0,Predicted
17.713567839195978,1.0552763819095476,1.0,1,Predicted
17.713567839195978,15.527638190954772,0.0,0,Predicted
17.713567839195978,20.050251256281406,1.0,0,Predicted
17.713567839195978,32.11055276381909,1.0,1,Predicted
17.713567839195978,39.64824120603015,1.0,0,Predicted
17.713567839195978,47.78894472361809,0.0,1,Predicted
17.839195979899497,1.0552763819095476,1.0,1,Predicted
17.839195979899497,15.527638190954772,0.0,0,Predicted
17.839195979899497,20.351758793969847,0.0,1,Predicted
17.839195979899497,32.11055276381909,0.0,1,Predicted
17.839195979899497,39.94974874371859,0.0,1,Predicted
17.839195979899497,48.090452261306524,0.0,0,Predicted
17.964824120603012,1.0552763819095476,1.0,1,Predicted
17.964824120603012,15.527638190954772,0.0,0,Predicted
17.964824120603012,20.351758793969847,1.0,1,Predicted
17.964824120603012,32.41206030150754,0.0,1,Predicted
17.964824120603012,39.94974874371859,1.0,1,Predicted
17.964824120603012,48.69346733668341,0.0,0,Predicted
18.09045226130653,1.0552763819095476,1.0,1,Predicted
18.09045226130653,15.829145728643216,0.0,1,Predicted
18.09045226130653,20.351758793969847,1.0,1,Predicted
18.09045226130653,32.713567839195974,0.0,0,Predicted
18.09045226130653,40.25125628140703,1.0,1,Predicted
18.09045226130653,48.994974874371856,0.0,0,Predicted
18.21608040201005,1.0552763819095476,1.0,1,Predicted
18.21608040201005,15.829145728643216,0.0,1,Predicted
18.21608040201005,20.65326633165829,0.0,1,Predicted
18.21608040201005,33.01507537688442,1.0,0,Predicted
18.21608040201005,40.552763819095475,1.0,0,Predicted
18.21608040201005,49.2964824120603,0.0,1,Predicted
18.341708542713565,1.0552763819095476,1.0,1,Predicted
