Ubar,Mubar,code1_Density,code1_Phi2,code1_Energy,code2_Density,code2_Phi2,code2_Energy,diff_Density,diff_Phi2,diff_Energy
5.83,4.33,1.2017,0.5356,-4.4435466967,1.20167,0.535581,-4.443547,2.999999999997449e-05,1.8999999999991246e-05,3.0329999933798035e-07
5.83,4.34,1.2039,0.5392,-4.455574784,1.203949,0.539226,-4.455575,-4.899999999996574e-05,-2.599999999997049e-05,2.1599999922017332e-07
5.83,4.35,1.2062,0.5429,-4.4676256984,1.206235,0.542859,-4.467626,-3.500000000000725e-05,4.100000000006876e-05,3.0160000008550014e-07
5.83,4.36,1.2085,0.5465,-4.4796995173,1.208529,0.546481,-4.4797,-2.9000000000056758e-05,1.8999999999991246e-05,4.826999999707482e-07
5.83,4.37,1.2108,0.5501,-4.4917963172,1.210831,0.550092,-4.491796,-3.0999999999892225e-05,8.000000000008e-06,-3.172000004880715e-07
5.83,4.38,1.2131,0.5537,-4.5039161731,1.213141,0.553692,-4.503916,-4.099999999995774e-05,8.000000000008e-06,-1.731000001115035e-07
5.83,4.39,1.2155,0.5573,-4.5160591593,1.215457,0.55728,-4.516059,4.300000000001525e-05,2.0000000000020002e-05,-1.592999998578648e-07
5.83,4.4,1.2178,0.5609,-4.5282253485,1.217781,0.560855,-4.528225,1.8999999999991246e-05,4.499999999996174e-05,-3.4850000041330986e-07
5.83,4.41,1.2201,0.5644,-4.5404148126,1.220112,0.564419,-4.540415,-1.2000000000123023e-05,-1.8999999999991246e-05,1.874000004065124e-07
5.83,4.42,1.2225,0.568,-4.5526276224,1.22245,0.56797,-4.552628,4.999999999988347e-05,2.999999999997449e-05,3.776000001565194e-07
5.83,4.43,1.2248,0.5715,-4.5648638472,1.224795,0.571509,-4.564864,5.000000000032756e-06,-9.000000000036756e-06,1.528000002082308e-07
5.83,4.44,1.2271,0.575,-4.5771235555,1.227147,0.575036,-4.577124,-4.6999999999908226e-05,-3.6000000000036e-05,4.445000003627797e-07
5.83,4.45,1.2295,0.5785,-4.5894068146,1.229505,0.578549,-4.589407,-5.000000000032756e-06,-4.899999999996574e-05,1.8539999935285323e-07
5.83,4.46,1.2319,0.5821,-4.6017136907,1.23187,0.58205,-4.601714,2.999999999997449e-05,4.999999999999449e-05,3.09300000722601e-07
5.83,4.47,1.2342,0.5855,-4.6140442487,1.234242,0.585538,-4.614044,-4.2000000000097515e-05,-3.799999999998249e-05,-2.487000001494266e-07
5.83,4.48,1.2366,0.589,-4.6263985527,1.236619,0.589011,-4.626399,-1.8999999999991246e-05,-1.0999999999983245e-05,4.472999997062743e-07
5.83,4.49,1.239,0.5925,-4.6387766655,1.239003,0.592472,-4.638777,-2.9999999999752447e-06,2.8000000000028002e-05,3.345000001431231e-07
5.83,4.5,1.2414,0.5959,-4.6511786487,1.241394,0.595919,-4.651179,5.999999999950489e-06,-1.8999999999991246e-05,3.512999997568045e-07
5.83,4.51,1.2438,0.5994,-4.663604563,1.24379,0.599353,-4.663605,1.0000000000065512e-05,4.700000000001925e-05,4.369999997422269e-07
5.83,4.52,1.2462,0.6028,-4.6760544679,1.246192,0.602772,-4.676054,8.000000000008e-06,2.8000000000028002e-05,-4.6790000052254754e-07
5.83,4.53,1.2486,0.6062,-4.6885284219,1.2486,0.606178,-4.688528,0.0,2.199999999996649e-05,-4.2190000026920416e-07
5.83,4.54,1.251,0.6096,-4.7010264822,1.251013,0.609569,-4.701026,-1.3000000000040757e-05,3.100000000000325e-05,-4.82199999929378e-07
5.83,4.55,1.2534,0.6129,-4.7135487051,1.253432,0.612946,-4.713549,-3.2000000000032e-05,-4.599999999999049e-05,2.949000004193181e-07
5.83,4.56,1.2559,0.6163,-4.7260951457,1.255856,0.616307,-4.726095,4.399999999993298e-05,-7.000000000090267e-06,-1.457000005089526e-07
5.83,4.57,1.2583,0.6197,-4.7386658582,1.258286,0.619655,-4.738666,1.399999999995849e-05,4.500000000007276e-05,1.4180000018626515e-07
5.83,4.58,1.2607,0.623,-4.7512608956,1.260721,0.622988,-4.751261,-2.1000000000048757e-05,1.2000000000012001e-05,1.0440000064448896e-07
5.83,4.59,1.2632,0.6263,-4.7638803098,1.263162,0.626306,-4.76388,3.800000000020454e-05,-6.000000000061512e-06,-3.0979999987579276e-07
5.83,4.6,1.2656,0.6296,-4.7765241516,1.265607,0.629609,-4.776524,-6.999999999868223e-06,-8.999999999925734e-06,-1.5160000010894237e-07
5.83,4.61,1.2681,0.6329,-4.7891924709,1.268057,0.632896,-4.789192,4.300000000001525e-05,4.000000000004e-06,-4.7089999988259024e-07
5.83,4.62,1.2705,0.6362,-4.8018853165,1.270512,0.636169,-4.801885,-1.2000000000123023e-05,3.100000000000325e-05,-3.1649999954197483e-07
5.83,4.63,1.273,0.6394,-4.814602736,1.272972,0.639426,-4.814603,2.799999999991698e-05,-2.6000000000081513e-05,2.6399999963899745e-07
5.83,4.64,1.2754,0.6427,-4.8273447762,1.275436,0.642667,-4.827345,-3.599999999992498e-05,3.300000000006076e-05,2.2379999986554822e-07
5.83,4.65,1.2779,0.6459,-4.8401114825,1.277905,0.645892,-4.840111,-5.000000000032756e-06,8.000000000008e-06,-4.824999999542001e-07
5.83,4.66,1.2804,0.6491,-4.8529028997,1.280378,0.649102,-4.852903,2.199999999996649e-05,-1.999999999946489e-06,1.0030000030525343e-07
5.83,4.67,1.2829,0.6523,-4.8657190711,1.282856,0.652296,-4.865719,4.399999999993298e-05,4.000000000004e-06,-7.109999966559144e-08
5.83,4.68,1.2853,0.6555,-4.8785600395,1.285338,0.655474,-4.87856,-3.799999999998249e-05,2.599999999997049e-05,-3.9499999715530976e-08
5.83,4.69,1.2878,0.6586,-4.8914258461,1.287824,0.658636,-4.891426,-2.4000000000024002e-05,-3.6000000000036e-05,1.5390000029924522e-07
5.83,4.7,1.2903,0.6618,-4.9043165316,1.290314,0.661781,-4.904317,-1.399999999995849e-05,1.900000000010227e-05,4.683999996757393e-07
5.83,4.71,1.2928,0.6649,-4.9172321353,1.292807,0.66491,-4.917232,-7.000000000090267e-06,-9.99999999995449e-06,-1.3529999964845274e-07
5.83,4.72,1.2953,0.668,-4.9301726958,1.295305,0.668023,-4.930173,-5.000000000032756e-06,-2.2999999999995246e-05,3.042000003006251e-07
5.83,4.73,1.2978,0.6711,-4.9431382503,1.297806,0.671119,-4.943138,-5.999999999950489e-06,-1.8999999999991246e-05,-2.502999993936328e-07
5.83,4.74,1.3003,0.6742,-4.9561288355,1.300311,0.674198,-4.956129,-1.0999999999983245e-05,2.0000000000575113e-06,1.6449999939993631e-07
5.83,4.75,1.3028,0.6773,-4.9691444867,1.302819,0.677261,-4.969144,-1.8999999999991246e-05,3.900000000001125e-05,-4.867000003017097e-07
5.83,4.76,1.3053,0.6803,-4.9821852383,1.305331,0.680306,-4.982185,-3.100000000011427e-05,-5.999999999950489e-06,-2.3829999928892676e-07
5.83,4.77,1.3078,0.6833,-4.9952511239,1.307846,0.683335,-4.995251,-4.599999999999049e-05,-3.500000000000725e-05,-1.2390000048156935e-07
5.83,4.78,1.3104,0.6863,-5.0083421758,1.310364,0.686347,-5.008342,3.599999999992498e-05,-4.700000000001925e-05,-1.758000003349025e-07
5.83,4.79,1.3129,0.6893,-5.0214584257,1.312886,0.689342,-5.021458,1.399999999995849e-05,-4.199999999998649e-05,-4.2569999969543915e-07
5.83,4.8,1.3154,0.6923,-5.0345999041,1.31541,0.692319,-5.0346,-1.0000000000065512e-05,-1.8999999999991246e-05,9.58999999411958e-08
5.83,4.81,1.3179,0.6953,-5.0477666405,1.317937,0.695279,-5.047767,-3.6999999999842714e-05,2.1000000000048757e-05,3.595000004352755e-07
5.83,4.82,1.3205,0.6982,-5.0609586636,1.320467,0.698222,-5.060959,3.2999999999949736e-05,-2.199999999996649e-05,3.364000003003298e-07
5.83,4.83,1.323,0.7011,-5.074176001,1.323,0.701147,-5.074176,0.0,-4.700000000001925e-05,-1.000000082740371e-09
5.83,4.84,1.3255,0.7041,-5.0874186793,1.325536,0.704055,-5.087419,-3.6000000000147026e-05,4.499999999996174e-05,3.206999998894844e-07
5.83,4.85,1.3281,0.7069,-5.1006867245,1.328074,0.706945,-5.100687,2.6000000000081513e-05,-4.500000000007276e-05,2.754999997023333e-07
5.83,4.86,1.3306,0.7098,-5.1139801612,1.330614,0.709816,-5.11398,-1.399999999995849e-05,-1.6000000000016e-05,-1.612000000150715e-07
5.83,4.87,1.3332,0.7127,-5.1272990135,1.333156,0.712671,-5.127299,4.399999999993298e-05,2.8999999999945736e-05,-1.3500000228816589e-08
5.83,4.88,1.3357,0.7155,-5.1406433041,1.335701,0.715508,-5.140643,-9.999999999177334e-07,-8.000000000008e-06,-3.0410000029235107e-07
5.83,4.89,1.3382,0.7183,-5.1540130553,1.338249,0.718327,-5.154013,-4.899999999996574e-05,-2.6999999999999247e-05,-5.530000013465042e-08
5.83,4.9,1.3408,0.7211,-5.167408288,1.340798,0.721127,-5.167408,2.0000000000575113e-06,-2.6999999999999247e-05,-2.879999998484095e-07
5.83,4.91,1.3433,0.7239,-5.1808290224,1.343349,0.72391,-5.180829,-4.899999999996574e-05,-1.0000000000065512e-05,-2.240000007702747e-08
5.83,4.92,1.3459,0.7267,-5.194275278,1.345902,0.726675,-5.194275,-1.9999999998354667e-06,2.5000000000052758e-05,-2.779999999091842e-07
5.83,4.93,1.3485,0.7294,-5.2077470729,1.348457,0.729421,-5.207747,4.300000000001525e-05,-2.0999999999937735e-05,-7.289999981452411e-08
5.83,4.94,1.351,0.7321,-5.2212444249,1.351013,0.732149,-5.221244,-1.3000000000040757e-05,-4.900000000007676e-05,-4.2489999962924685e-07
5.83,4.95,1.3536,0.7349,-5.2347673503,1.353572,0.734859,-5.234767,2.799999999991698e-05,4.099999999995774e-05,-3.5030000056224253e-07
5.83,4.96,1.3561,0.7376,-5.2483158649,1.356131,0.737551,-5.248316,-3.0999999999892225e-05,4.900000000007676e-05,1.3509999963190467e-07
5.83,4.97,1.3587,0.7402,-5.2618899836,1.358692,0.740224,-5.26189,8.000000000008e-06,-2.4000000000024002e-05,1.6400000468763665e-08
5.83,4.98,1.3613,0.7429,-5.2754897203,1.361255,0.742879,-5.27549,4.4999999999850715e-05,2.1000000000048757e-05,2.7969999916166444e-07
5.83,4.99,1.3638,0.7455,-5.2891150881,1.363819,0.745515,-5.289115,-1.8999999999991246e-05,-1.4999999999987246e-05,-8.810000018399933e-08
5.83,5.0,1.3664,0.7481,-5.3027660991,1.366383,0.748133,-5.302766,1.700000000015578e-05,-3.300000000006076e-05,-9.910000020596499e-08
5.83,5.01,1.3689,0.7507,-5.3164427647,1.368949,0.750732,-5.316443,-4.899999999996574e-05,-3.199999999992098e-05,2.3529999992888406e-07
5.83,5.02,1.3715,0.7533,-5.3301450953,1.371516,0.753313,-5.330145,-1.6000000000016e-05,-1.3000000000040757e-05,-9.529999989155158e-08
5.83,5.03,1.3741,0.7559,-5.3438731007,1.374084,0.755874,-5.343873,1.6000000000016e-05,2.599999999997049e-05,-1.0069999945017116e-07
5.83,5.04,1.3767,0.7584,-5.3576267896,1.376653,0.758418,-5.357627,4.700000000013027e-05,-1.8000000000073513e-05,2.1039999964500566e-07
5.83,5.05,1.3792,0.7609,-5.3714061699,1.379223,0.760942,-5.371406,-2.300000000010627e-05,-4.199999999998649e-05,-1.6989999984673432e-07
5.83,5.06,1.3818,0.7634,-5.3852112487,1.381793,0.763448,-5.385211,6.999999999868223e-06,-4.8000000000048004e-05,-2.487000001494266e-07
5.83,5.07,1.3844,0.7659,-5.3990420324,1.384364,0.765935,-5.399042,3.6000000000147026e-05,-3.500000000000725e-05,-3.240000001625276e-08
5.83,5.08,1.3869,0.7684,-5.4128985263,1.386935,0.768403,-5.412899,-3.500000000000725e-05,-2.9999999999752447e-06,4.737000001142633e-07
5.83,5.09,1.3895,0.7709,-5.4267807351,1.389507,0.770852,-5.426781,-7.000000000090267e-06,4.8000000000048004e-05,2.648999997134638e-07
5.83,5.1,1.3921,0.7733,-5.4406886626,1.392079,0.773283,-5.440689,2.0999999999826713e-05,1.6999999999933735e-05,3.3739999949489174e-07
5.83,5.11,1.3947,0.7757,-5.4546223119,1.394651,0.775694,-5.454622,4.899999999996574e-05,5.999999999950489e-06,-3.1190000004954754e-07
5.83,5.12,1.3972,0.7781,-5.468581685,1.397223,0.778086,-5.468582,-2.300000000010627e-05,1.399999999995849e-05,3.149999994178643e-07
5.83,5.13,1.3998,0.7805,-5.4825667835,1.399796,0.78046,-5.482567,3.999999999892978e-06,3.999999999992898e-05,2.1650000014972193e-07
5.83,5.14,1.4024,0.7828,-5.4965776078,1.402369,0.782814,-5.496578,3.100000000011427e-05,-1.399999999995849e-05,3.922000004763504e-07
5.83,5.15,1.4049,0.7852,-5.5106141579,1.404941,0.78515,-5.510614,-4.099999999995774e-05,4.999999999999449e-05,-1.5789999974202829e-07
5.83,5.16,1.4075,0.7875,-5.5246764328,1.407513,0.787466,-5.524676,-1.3000000000040757e-05,3.399999999997849e-05,-4.3279999939471736e-07
5.83,5.17,1.4101,0.7898,-5.5387644306,1.410086,0.789764,-5.538764,1.399999999995849e-05,3.599999999992498e-05,-4.3060000010086696e-07
5.83,5.18,1.4127,0.792,-5.552878149,1.412658,0.792042,-5.552878,4.2000000000097515e-05,-4.199999999998649e-05,-1.489999998938174e-07
5.83,5.19,1.4152,0.7943,-5.5670175846,1.415229,0.794301,-5.567018,-2.9000000000056758e-05,-1.0000000000287557e-06,4.1539999973139174e-07
5.83,5.2,1.4178,0.7965,-5.5811827333,1.4178,0.796542,-5.581183,0.0,-4.199999999998649e-05,2.6669999986239645e-07
5.83,5.21,1.4204,0.7988,-5.5953735904,1.420371,0.798763,-5.595374,2.9000000000056758e-05,3.6999999999953737e-05,4.095999992514976e-07
5.83,5.22,1.4229,0.801,-5.6095901502,1.422941,0.800965,-5.60959,-4.099999999995774e-05,3.500000000000725e-05,-1.5019999999310585e-07
5.83,5.23,1.4255,0.8031,-5.6238324066,1.42551,0.803148,-5.623832,-1.0000000000065512e-05,-4.799999999993698e-05,-4.065999998914549e-07
5.83,5.24,1.4281,0.8053,-5.6381003523,1.428079,0.805312,-5.6381,2.0999999999826713e-05,-1.2000000000012001e-05,-3.5230000072772327e-07
5.83,5.25,1.4306,0.8075,-5.6523939797,1.430646,0.807457,-5.652394,-4.599999999999049e-05,4.300000000001525e-05,2.0299999903272692e-08
5.83,5.26,1.4332,0.8096,-5.6667132802,1.433213,0.809583,-5.666713,-1.3000000000040757e-05,1.6999999999933735e-05,-2.8020000009121304e-07
5.83,5.27,1.4358,0.8117,-5.6810582445,1.435779,0.811689,-5.681058,2.1000000000048757e-05,1.0999999999983245e-05,-2.4449999980191706e-07
5.83,5.28,1.4383,0.8138,-5.6954288627,1.438344,0.813777,-5.695429,-4.4000000000155026e-05,2.2999999999995246e-05,1.3729999981393348e-07
5.83,5.29,1.4409,0.8158,-5.7098251241,1.440908,0.815845,-5.709825,-8.000000000008e-06,-4.500000000007276e-05,-1.24099999609939e-07
5.83,5.3,1.4435,0.8179,-5.7242470174,1.44347,0.817895,-5.724247,2.999999999997449e-05,4.999999999921734e-06,-1.7399999663325616e-08
5.83,5.31,1.446,0.8199,-5.7386945303,1.446032,0.819925,-5.738695,-3.2000000000032e-05,-2.5000000000052758e-05,4.696999997833018e-07
5.83,5.32,1.4486,0.8219,-5.75316765,1.448592,0.821936,-5.753168,8.000000000008e-06,-3.6000000000036e-05,3.49999999649242e-07
5.83,5.33,1.4512,0.8239,-5.7676663632,1.45115,0.823928,-5.767666,5.0000000000105516e-05,-2.8000000000028002e-05,-3.631999998532365e-07
5.83,5.34,1.4537,0.8259,-5.7821906556,1.453708,0.825901,-5.782191,-8.000000000008e-06,-1.0000000000287557e-06,3.4440000007407434e-07
5.83,5.35,1.4563,0.8279,-5.7967405122,1.456263,0.827855,-5.796741,3.6999999999842714e-05,4.499999999996174e-05,4.877999995045457e-07
5.83,5.36,1.4588,0.8298,-5.8113159176,1.458817,0.82979,-5.811316,-1.6999999999933735e-05,9.99999999995449e-06,8.239999971237921e-08
5.83,5.37,1.4614,0.8317,-5.8259168555,1.46137,0.831706,-5.825917,2.999999999997449e-05,-5.999999999950489e-06,1.4449999952148573e-07
5.83,5.38,1.4639,0.8336,-5.840543309,1.46392,0.833603,-5.840543,-2.0000000000131024e-05,-2.9999999999752447e-06,-3.0899999980960047e-07
5.83,5.39,1.4665,0.8355,-5.8551952604,1.466469,0.835481,-5.855195,3.0999999999892225e-05,1.8999999999991246e-05,-2.6040000022931054e-07
5.83,5.4,1.469,0.8373,-5.8698726917,1.469016,0.83734,-5.869873,-1.6000000000016e-05,-3.999999999992898e-05,3.082999997516822e-07
5.83,5.41,1.4716,0.8392,-5.8845755839,1.471561,0.839181,-5.884576,3.900000000012227e-05,1.8999999999991246e-05,4.1609999978931e-07
5.83,5.42,1.4741,0.841,-5.8993039174,1.474105,0.841002,-5.899304,-5.000000000032756e-06,-2.0000000000575113e-06,8.259999972892729e-08
5.83,5.43,1.4766,0.8428,-5.914057672,1.476646,0.842804,-5.914058,-4.599999999999049e-05,-4.000000000004e-06,3.279999996053107e-07
5.83,5.44,1.4792,0.8446,-5.928836827,1.479185,0.844588,-5.928837,1.5000000000098268e-05,1.2000000000012001e-05,1.7300000010322947e-07
5.83,5.45,1.4817,0.8464,-5.9436413608,1.481721,0.846353,-5.943641,-2.1000000000048757e-05,4.700000000001925e-05,-3.607999996546596e-07
5.83,5.46,1.4843,0.8481,-5.9584712514,1.484256,0.848099,-5.958471,4.399999999993298e-05,9.999999999177334e-07,-2.513999994846472e-07
5.83,5.47,1.4868,0.8498,-5.9733264761,1.486788,0.849826,-5.973326,1.1999999999900979e-05,-2.599999999997049e-05,-4.7609999942466175e-07
5.83,5.48,1.4893,0.8515,-5.9882070114,1.489318,0.851535,-5.988207,-1.7999999999851468e-05,-3.500000000000725e-05,-1.140000005506181e-08
5.83,5.49,1.4918,0.8532,-6.0031128335,1.491846,0.853225,-6.003113,-4.599999999999049e-05,-2.5000000000052758e-05,1.6649999956541706e-07
5.83,5.5,1.4944,0.8549,-6.0180439178,1.494371,0.854896,-6.018044,2.9000000000056758e-05,4.000000000004e-06,8.219999969583114e-08
5.83,5.51,1.4969,0.8565,-6.0330002391,1.496893,0.856549,-6.033,6.999999999868223e-06,-4.899999999996574e-05,-2.3909999935511905e-07
5.83,5.52,1.4994,0.8582,-6.0479817716,1.499413,0.858183,-6.047982,-1.3000000000040757e-05,1.6999999999933735e-05,2.2840000024615392e-07
5.83,5.53,1.5019,0.8598,-6.0629884889,1.50193,0.859798,-6.062988,-2.999999999997449e-05,2.0000000000575113e-06,-4.889000004837385e-07
5.83,5.54,1.5044,0.8614,-6.0780203642,1.504444,0.861395,-6.07802,-4.399999999993298e-05,5.000000000032756e-06,-3.6419999993597685e-07
5.83,5.55,1.507,0.863,-6.0930773698,1.506956,0.862974,-6.093077,4.399999999993298e-05,2.599999999997049e-05,-3.697999995111445e-07
5.83,5.56,1.5095,0.8645,-6.1081594777,1.509465,0.864534,-6.108159,3.500000000000725e-05,-3.399999999997849e-05,-4.777000004452248e-07
5.83,5.57,1.512,0.8661,-6.123266659,1.511971,0.866076,-6.123267,2.9000000000056758e-05,2.4000000000024002e-05,3.410000006809355e-07
5.83,5.58,1.5145,0.8676,-6.1383988846,1.514474,0.867599,-6.138399,2.599999999985947e-05,1.0000000000287557e-06,1.153999997782762e-07
5.83,5.59,1.517,0.8691,-6.1535561246,1.516974,0.869105,-6.153556,2.599999999985947e-05,-5.000000000032756e-06,-1.245999996513092e-07
5.83,5.6,1.5195,0.8706,-6.1687383486,1.519471,0.870592,-6.168738,2.9000000000056758e-05,8.000000000008e-06,-3.485999995334055e-07
5.83,5.61,1.522,0.8721,-6.1839455257,1.521964,0.872061,-6.183946,3.599999999992498e-05,3.900000000001125e-05,4.743000001639075e-07
5.83,5.62,1.5245,0.8735,-6.1991776243,1.524455,0.873511,-6.199178,4.500000000007276e-05,-1.0999999999983245e-05,3.756999999993127e-07
5.83,5.63,1.5269,0.8749,-6.2144346124,1.526942,0.874944,-6.214435,-4.2000000000097515e-05,-4.4000000000044004e-05,3.876000000957447e-07
5.83,5.64,1.5294,0.8764,-6.2297164573,1.529426,0.876359,-6.229716,-2.599999999985947e-05,4.099999999995774e-05,-4.5730000053367803e-07
5.83,5.65,1.5319,0.8778,-6.245023126,1.531907,0.877755,-6.245023,-6.999999999868223e-06,4.500000000007276e-05,-1.2600000065532413e-07
5.83,5.66,1.5344,0.8791,-6.2603545848,1.534384,0.879134,-6.260355,1.6000000000016e-05,-3.399999999997849e-05,4.1519999971484367e-07
5.83,5.67,1.5369,0.8805,-6.2757107995,1.536858,0.880495,-6.275711,4.199999999987547e-05,4.999999999921734e-06,2.0050000060223283e-07
5.83,5.68,1.5393,0.8818,-6.2910917354,1.539328,0.881838,-6.291092,-2.8000000000139025e-05,-3.799999999998249e-05,2.645999996886417e-07
5.83,5.69,1.5418,0.8832,-6.3064973572,1.541795,0.883164,-6.306497,5.000000000032756e-06,3.6000000000036e-05,-3.5719999935679425e-07
5.83,5.7,1.5443,0.8845,-6.3219276292,1.544258,0.884472,-6.321928,4.2000000000097515e-05,2.799999999991698e-05,3.707999995938849e-07
5.83,5.71,1.5467,0.8858,-6.3373825152,1.546718,0.885762,-6.337383,-1.8000000000073513e-05,3.799999999998249e-05,4.84800000144503e-07
5.83,5.72,1.5492,0.887,-6.3528619784,1.549174,0.887035,-6.352862,2.599999999985947e-05,-3.500000000000725e-05,2.1600000010835174e-08
5.83,5.73,1.5516,0.8883,-6.3683659815,1.551626,0.88829,-6.368366,-2.599999999985947e-05,9.99999999995449e-06,1.8499999754340024e-08
5.83,5.74,1.5541,0.8895,-6.3838944869,1.554074,0.889528,-6.383894,2.6000000000081513e-05,-2.8000000000028002e-05,-4.869000003182578e-07
5.83,5.75,1.5565,0.8907,-6.3994474562,1.556519,0.890749,-6.399447,-1.8999999999991246e-05,-4.899999999996574e-05,-4.561999995544852e-07
5.83,5.76,1.559,0.892,-6.4150248508,1.558959,0.891952,-6.415025,4.099999999995774e-05,4.8000000000048004e-05,1.4919999991036548e-07
5.83,5.77,1.5614,0.8931,-6.4306266315,1.561396,0.893138,-6.430627,3.999999999892978e-06,-3.799999999998249e-05,3.6850000029176044e-07
5.83,5.78,1.5638,0.8943,-6.4462527586,1.563829,0.894307,-6.446253,-2.8999999999834714e-05,-6.999999999979245e-06,2.413999995454219e-07
5.83,5.79,1.5663,0.8955,-6.461903192,1.566257,0.895459,-6.461903,4.300000000001525e-05,4.099999999995774e-05,-1.9199999989893968e-07
5.83,5.8,1.5687,0.8966,-6.477577891,1.568682,0.896595,-6.477578,1.8000000000073513e-05,4.999999999921734e-06,1.0900000013691624e-07
5.83,5.81,1.5711,0.8977,-6.4932768147,1.571102,0.897713,-6.493277,-2.0000000000575113e-06,-1.2999999999929734e-05,1.853000002327576e-07
5.83,5.82,1.5735,0.8988,-6.5089999216,1.573518,0.898814,-6.509,-1.8000000000073513e-05,-1.399999999995849e-05,7.840000026959615e-08
5.83,5.83,1.5759,0.8999,-6.5247471696,1.57593,0.899899,-6.524747,-2.999999999997449e-05,1.0000000000287557e-06,-1.6960000071009063e-07
5.83,5.84,1.5783,0.901,-6.5405185163,1.578338,0.900967,-6.540519,-3.799999999998249e-05,3.300000000006076e-05,4.837000000534886e-07
5.83,5.85,1.5807,0.902,-6.556313919,1.580742,0.902018,-6.556314,-4.2000000000097515e-05,-1.799999999996249e-05,8.100000048472111e-08
5.83,5.86,1.5831,0.9031,-6.5721333344,1.583141,0.903053,-6.572133,-4.099999999995774e-05,4.700000000001925e-05,-3.3440000013484905e-07
5.83,5.87,1.5855,0.9041,-6.5879767187,1.585535,0.904072,-6.587977,-3.500000000000725e-05,2.8000000000028002e-05,2.8130000018222745e-07
5.83,5.88,1.5879,0.9051,-6.6038440278,1.587926,0.905074,-6.603844,-2.599999999985947e-05,2.599999999997049e-05,-2.7800000523825474e-08
5.83,5.89,1.5903,0.9061,-6.6197352172,1.590311,0.90606,-6.619735,-1.0999999999983245e-05,4.0000000000040004e-05,-2.1719999931946177e-07
5.83,5.9,1.5927,0.907,-6.635650242,1.592693,0.90703,-6.63565,7.000000000090267e-06,-2.999999999997449e-05,-2.4199999959506613e-07
5.83,5.91,1.5951,0.908,-6.6515890566,1.595069,0.907984,-6.651589,3.0999999999892225e-05,1.6000000000016e-05,-5.659999935403448e-08
5.83,5.92,1.5974,0.9089,-6.6675516155,1.597442,0.908921,-6.667552,-4.2000000000097515e-05,-2.0999999999937735e-05,3.8449999983924954e-07
5.83,5.93,1.5998,0.9098,-6.6835378723,1.599809,0.909843,-6.683538,-8.999999999925734e-06,-4.2999999999904226e-05,1.2770000079598276e-07
5.83,5.94,1.6022,0.9107,-6.6995477805,1.602172,0.91075,-6.699548,2.8000000000139025e-05,-4.999999999999449e-05,2.1950000039794304e-07
5.83,5.95,1.6045,0.9116,-6.7155812933,1.60453,0.91164,-6.715581,-2.999999999997449e-05,-4.0000000000040004e-05,-2.9329999939875506e-07
5.83,5.96,1.6069,0.9125,-6.7316383631,1.606883,0.912515,-6.731638,1.6999999999933735e-05,-1.4999999999987246e-05,-3.6309999984496244e-07
5.83,5.97,1.6092,0.9134,-6.7477189423,1.609232,0.913374,-6.747719,-3.2000000000032e-05,2.599999999997049e-05,5.770000033322731e-08
5.83,5.98,1.6116,0.9142,-6.7638229827,1.611575,0.914218,-6.763823,2.4999999999941735e-05,-1.799999999996249e-05,1.730000054323e-08
5.83,5.99,1.6139,0.915,-6.779950436,1.613914,0.915046,-6.77995,-1.4000000000180535e-05,-4.599999999999049e-05,-4.3599999965948655e-07
5.83,6.0,1.6162,0.9159,-6.7961012533,1.616248,0.91586,-6.796101,-4.799999999982596e-05,4.0000000000040004e-05,-2.532999996418539e-07
5.83,6.01,1.6186,0.9167,-6.8122753852,1.618577,0.916658,-6.812275,2.300000000010627e-05,4.199999999998649e-05,-3.852000007853462e-07
5.83,6.02,1.6209,0.9174,-6.8284727824,1.620901,0.917441,-6.828473,-9.999999999177334e-07,-4.099999999995774e-05,2.1759999935255792e-07
5.83,6.03,1.6232,0.9182,-6.8446933949,1.62322,0.918209,-6.844693,-2.0000000000131024e-05,-9.000000000036756e-06,-3.94899999811571e-07
5.83,6.04,1.6255,0.919,-6.8609371724,1.625534,0.918963,-6.860937,-3.4000000000089514e-05,3.700000000006476e-05,-1.7240000005358525e-07
5.83,6.05,1.6278,0.9197,-6.8772040643,1.627843,0.919701,-6.877204,-4.300000000001525e-05,-1.0000000000287557e-06,-6.429999999113534e-08
5.83,6.06,1.6301,0.9204,-6.8934940197,1.630147,0.920425,-6.893494,-4.6999999999908226e-05,-2.5000000000052758e-05,-1.970000074180689e-08
5.83,6.07,1.6324,0.9211,-6.9098069874,1.632446,0.921135,-6.909807,-4.599999999999049e-05,-3.500000000000725e-05,1.2600000154350255e-08
5.83,6.08,1.6347,0.9218,-6.9261429157,1.634739,0.92183,-6.926143,-3.8999999999900226e-05,-3.0000000000085514e-05,8.429999986958592e-08
5.83,6.09,1.637,0.9225,-6.9425017527,1.637027,0.922511,-6.942502,-2.6999999999999247e-05,-1.0999999999983245e-05,2.473000000335901e-07
5.83,6.1,1.6393,0.9232,-6.9588834462,1.63931,0.923177,-6.958883,-1.0000000000065512e-05,2.2999999999995246e-05,-4.461999996152599e-07
5.83,6.11,1.6416,0.9238,-6.9752879436,1.641588,0.92383,-6.975288,1.1999999999900979e-05,-3.0000000000085514e-05,5.6400000225664826e-08
5.83,6.12,1.6439,0.9245,-6.9917151922,1.643861,0.924468,-6.991715,3.8999999999900226e-05,3.2000000000032e-05,-1.9219999991548775e-07
