Ubar,Mubar,code1_Density,code1_Phi2,code1_Energy,code2_Density,code2_Phi2,code2_Energy,diff_Density,diff_Phi2,diff_Energy
5.83,14.6,3.0911,1.8579,-27.0471739896,3.091071,1.857902,-27.047174,2.9000000000056758e-05,-1.9999999998354667e-06,1.039999730778618e-08
5.83,14.61,3.0927,1.8592,-27.0780926058,3.092652,1.85918,-27.078093,4.7999999999603915e-05,1.999999999990898e-05,3.9420000064183114e-07
5.83,14.62,3.0942,1.8605,-27.1090270328,3.094233,1.860462,-27.109027,-3.300000000017178e-05,3.799999999998249e-05,-3.279999916117049e-08
5.83,14.63,3.0958,1.8617,-27.1399772753,3.095815,1.861747,-27.139977,-1.4999999999876223e-05,-4.700000000013027e-05,-2.753000032384989e-07
5.83,14.64,3.0974,1.863,-27.1709433382,3.097397,1.863036,-27.170943,2.9999999999752447e-06,-3.599999999992498e-05,-3.3819999956108404e-07
5.83,14.65,3.099,1.8643,-27.2019252263,3.09898,1.864329,-27.201925,2.0000000000131024e-05,-2.8999999999834714e-05,-2.2629999918422072e-07
5.83,14.66,3.1006,1.8656,-27.2329229447,3.100563,1.865625,-27.232923,3.6999999999842714e-05,-2.500000000016378e-05,5.5299999246472e-08
5.83,14.67,3.1021,1.8669,-27.2639364985,3.102147,1.866925,-27.263936,-4.6999999999908226e-05,-2.4999999999941735e-05,-4.985000003898676e-07
5.83,14.68,3.1037,1.8682,-27.2949658931,3.103732,1.868228,-27.294966,-3.2000000000032e-05,-2.799999999991698e-05,1.0689999996316146e-07
5.83,14.69,3.1053,1.8695,-27.3260111337,3.105316,1.869534,-27.326011,-1.6000000000016e-05,-3.4000000000089514e-05,-1.3369999862788973e-07
5.83,14.7,3.1069,1.8708,-27.3570722259,3.106902,1.870844,-27.357072,-1.9999999998354667e-06,-4.399999999993298e-05,-2.2590000270383825e-07
5.83,14.71,3.1085,1.8722,-27.3881491752,3.108488,1.872158,-27.388149,1.1999999999900979e-05,4.2000000000097515e-05,-1.7520000028525828e-07
5.83,14.72,3.1101,1.8735,-27.4192419872,3.110074,1.873475,-27.419242,2.6000000000081513e-05,2.4999999999941735e-05,1.2800001059076749e-08
5.83,14.73,3.1117,1.8748,-27.4503506677,3.111662,1.874795,-27.450351,3.799999999998249e-05,5.000000000032756e-06,3.323000008492727e-07
5.83,14.74,3.1132,1.8761,-27.4814752226,3.113249,1.876118,-27.481475,-4.900000000018778e-05,-1.7999999999851468e-05,-2.226000006544382e-07
5.83,14.75,3.1148,1.8774,-27.5126156577,3.114838,1.877444,-27.512616,-3.800000000042658e-05,-4.399999999993298e-05,3.423000016766764e-07
5.83,14.76,3.1164,1.8788,-27.5437719792,3.116427,1.878774,-27.543772,-2.6999999999777202e-05,2.6000000000081513e-05,2.0800001720999717e-08
5.83,14.77,3.118,1.8801,-27.5749441932,3.118016,1.880107,-27.574944,-1.6000000000016e-05,-6.999999999868223e-06,-1.9320000177458496e-07
5.83,14.78,3.1196,1.8814,-27.6061323059,3.119606,1.881443,-27.606132,-5.999999999950489e-06,-4.300000000001525e-05,-3.059000022176406e-07
5.83,14.79,3.1212,1.8828,-27.6373363236,3.121197,1.882782,-27.637336,2.9999999999752447e-06,1.8000000000073513e-05,-3.235999983530746e-07
5.83,14.8,3.1228,1.8841,-27.6685562527,3.122789,1.884124,-27.668556,1.09999999997612e-05,-2.3999999999801958e-05,-2.527000013685665e-07
5.83,14.81,3.1244,1.8855,-27.6997920996,3.124381,1.885469,-27.699792,1.8999999999991246e-05,3.0999999999892225e-05,-9.96000011355136e-08
5.83,14.82,3.126,1.8868,-27.731043871,3.125974,1.886817,-27.731044,2.6000000000081513e-05,-1.6999999999933735e-05,1.2900000001536682e-07
5.83,14.83,3.1276,1.8882,-27.7623115736,3.127567,1.888168,-27.762312,3.300000000017178e-05,3.2000000000032e-05,4.263999997533574e-07
5.83,14.84,3.1292,1.8895,-27.7935952139,3.129161,1.889522,-27.793595,3.900000000012227e-05,-2.199999999996649e-05,-2.139000017109538e-07
5.83,14.85,3.1308,1.8909,-27.8248947988,3.130756,1.890879,-27.824895,4.399999999993298e-05,2.1000000000048757e-05,2.0120000243650793e-07
5.83,14.86,3.1324,1.8922,-27.8562103353,3.132351,1.892239,-27.85621,4.900000000018778e-05,-3.8999999999900226e-05,-3.352999975447801e-07
5.83,14.87,3.1339,1.8936,-27.8875418303,3.133948,1.893601,-27.887542,-4.8000000000048004e-05,-1.000000000139778e-06,1.6970000160654308e-07
5.83,14.88,3.1355,1.895,-27.9188892907,3.135544,1.894966,-27.918889,-4.399999999993298e-05,3.4000000000089514e-05,-2.9070000095998694e-07
5.83,14.89,3.1371,1.8963,-27.9502527238,3.137142,1.896334,-27.950253,-4.1999999999653426e-05,-3.399999999986747e-05,2.762000015366084e-07
5.83,14.9,3.1387,1.8977,-27.9816321367,3.13874,1.897704,-27.981632,-3.999999999981796e-05,-4.000000000115023e-06,-1.3669999887611084e-07
5.83,14.91,3.1403,1.8991,-28.0130275366,3.14034,1.899077,-28.013028,-4.000000000026205e-05,2.300000000010627e-05,4.6339999926203745e-07
5.83,14.92,3.1419,1.9005,-28.0444389309,3.141939,1.900453,-28.044439,-3.899999999967818e-05,4.700000000013027e-05,6.910000038828912e-08
5.83,14.93,3.1435,1.9018,-28.0758663269,3.14354,1.901831,-28.075866,-3.999999999981796e-05,-3.100000000011427e-05,-3.269000004024747e-07
5.83,14.94,3.1451,1.9032,-28.1073097322,3.145141,1.903211,-28.10731,-4.1000000000401826e-05,-1.0999999999983245e-05,2.677999972888756e-07
5.83,14.95,3.1467,1.9046,-28.1387691541,3.146743,1.904594,-28.138769,-4.2999999999793204e-05,6.000000000172534e-06,-1.541000003157933e-07
5.83,14.96,3.1483,1.906,-28.1702446004,3.148346,1.90598,-28.170245,-4.600000000021254e-05,1.999999999990898e-05,3.9960000108862914e-07
5.83,14.97,3.1499,1.9074,-28.2017360785,3.14995,1.907367,-28.201736,-4.999999999988347e-05,3.2999999999949736e-05,-7.85000011660486e-08
5.83,14.98,3.1516,1.9088,-28.2332435963,3.151554,1.908757,-28.233244,4.600000000021254e-05,4.300000000001525e-05,4.036999996515078e-07
5.83,14.99,3.1532,1.9101,-28.2647671614,3.153159,1.91015,-28.264767,4.099999999995774e-05,-5.0000000000105516e-05,-1.6139999914344116e-07
5.83,15.0,3.1548,1.9115,-28.2963067817,3.154765,1.911544,-28.296307,3.500000000000725e-05,-4.399999999993298e-05,2.1829999852229776e-07
5.83,15.01,3.1564,1.9129,-28.3278624651,3.156372,1.912941,-28.327862,2.799999999991698e-05,-4.099999999995774e-05,-4.651000011790529e-07
5.83,15.02,3.158,1.9143,-28.3594342194,3.157979,1.91434,-28.359434,2.0999999999826713e-05,-4.0000000000040004e-05,-2.19400000389669e-07
5.83,15.03,3.1596,1.9157,-28.3910220525,3.159587,1.91574,-28.391022,1.3000000000040757e-05,-4.0000000000040004e-05,-5.249999901479896e-08
5.83,15.04,3.1612,1.9171,-28.4226259726,3.161197,1.917143,-28.422626,2.9999999999752447e-06,-4.300000000001525e-05,2.7400002267086165e-08
5.83,15.05,3.1628,1.9185,-28.4542459877,3.162806,1.918548,-28.454246,-5.999999999950489e-06,-4.799999999982596e-05,1.2300002794063403e-08
5.83,15.06,3.1644,1.92,-28.4858821058,3.164417,1.919955,-28.485882,-1.699999999971169e-05,4.4999999999850715e-05,-1.0579999809579022e-07
5.83,15.07,3.166,1.9214,-28.5175343352,3.166029,1.921363,-28.517534,-2.9000000000056758e-05,3.700000000006476e-05,-3.3519999931286293e-07
5.83,15.08,3.1676,1.9228,-28.5492026839,3.167641,1.922774,-28.549203,-4.099999999995774e-05,2.6000000000081513e-05,3.160999995088787e-07
5.83,15.09,3.1693,1.9242,-28.5808871604,3.169254,1.924186,-28.580887,4.599999999976845e-05,1.399999999995849e-05,-1.603999990607008e-07
5.83,15.1,3.1709,1.9256,-28.6125877727,3.170868,1.9256,-28.612588,3.2000000000032e-05,0.0,2.272999992669611e-07
5.83,15.11,3.1725,1.927,-28.6443045293,3.172483,1.927016,-28.644305,1.699999999971169e-05,-1.6000000000016e-05,4.706999980896853e-07
5.83,15.12,3.1741,1.9284,-28.6760374384,3.174099,1.928433,-28.676037,1.000000000139778e-06,-3.300000000017178e-05,-4.3840000074624186e-07
5.83,15.13,3.1757,1.9299,-28.7077865085,3.175715,1.929852,-28.707787,-1.4999999999876223e-05,4.8000000000048004e-05,4.91499999810685e-07
5.83,15.14,3.1773,1.9313,-28.739551748,3.177333,1.931272,-28.739552,-3.300000000017178e-05,2.799999999991698e-05,2.519999995342914e-07
5.83,15.15,3.179,1.9327,-28.7713331652,3.178951,1.932694,-28.771333,4.899999999974369e-05,6.000000000172534e-06,-1.6520000301056825e-07
5.83,15.16,3.1806,1.9341,-28.8031307688,3.18057,1.934117,-28.803131,3.0000000000196536e-05,-1.700000000015578e-05,2.3120000136600538e-07
5.83,15.17,3.1822,1.9355,-28.8349445671,3.18219,1.935542,-28.834945,1.0000000000065512e-05,-4.2000000000097515e-05,4.3290000206752666e-07
5.83,15.18,3.1838,1.937,-28.8667745688,3.183811,1.936968,-28.866775,-1.09999999997612e-05,3.2000000000032e-05,4.312000001505112e-07
5.83,15.19,3.1854,1.9384,-28.8986207824,3.185432,1.938396,-28.898621,-3.2000000000032e-05,3.999999999892978e-06,2.1760000024073634e-07
5.83,15.2,3.1871,1.9398,-28.9304832164,3.187055,1.939824,-28.930483,4.500000000007276e-05,-2.4000000000024002e-05,-2.164000001414479e-07
5.83,15.21,3.1887,1.9413,-28.9623618794,3.188678,1.941254,-28.962362,2.199999999996649e-05,4.599999999999049e-05,1.205999993203477e-07
5.83,15.22,3.1903,1.9427,-28.9942567802,3.190302,1.942685,-28.994257,-1.9999999998354667e-06,1.5000000000098268e-05,2.1980000042276515e-07
5.83,15.23,3.1919,1.9441,-29.0261679272,3.191927,1.944117,-29.026168,-2.700000000022129e-05,-1.700000000015578e-05,7.279999891807165e-08
5.83,15.24,3.1936,1.9456,-29.0580953292,3.193553,1.94555,-29.058095,4.6999999999908226e-05,5.0000000000105516e-05,-3.291999988164207e-07
5.83,15.25,3.1952,1.947,-29.0900389949,3.19518,1.946984,-29.090039,1.9999999999686935e-05,1.6000000000016e-05,5.1000021983327315e-09
5.83,15.26,3.1968,1.9484,-29.121998933,3.196808,1.948419,-29.121999,-7.999999999785956e-06,-1.8999999999991246e-05,6.69999984381775e-08
5.83,15.27,3.1984,1.9499,-29.153975152,3.198436,1.949855,-29.153975,-3.6000000000147026e-05,4.500000000007276e-05,-1.5200000191839536e-07
5.83,15.28,3.2001,1.9513,-29.1859676608,3.200066,1.951292,-29.185968,3.399999999986747e-05,8.000000000008e-06,3.391999996438244e-07
5.83,15.29,3.2017,1.9527,-29.2179764681,3.201696,1.95273,-29.217976,4.000000000115023e-06,-2.999999999997449e-05,-4.6810000142727404e-07
5.83,15.3,3.2033,1.9542,-29.2500015826,3.203327,1.954168,-29.250002,-2.6999999999777202e-05,3.2000000000032e-05,4.1739999900869407e-07
5.83,15.31,3.205,1.9556,-29.282043013,3.204959,1.955607,-29.282043,4.099999999995774e-05,-7.000000000090267e-06,-1.2999997522911144e-08
5.83,15.32,3.2066,1.957,-29.3141007682,3.206592,1.957047,-29.314101,7.999999999785956e-06,-4.6999999999908226e-05,2.318000014156496e-07
5.83,15.33,3.2082,1.9585,-29.3461748567,3.208226,1.958487,-29.346175,-2.5999999999637424e-05,1.2999999999818712e-05,1.432999994221973e-07
5.83,15.34,3.2099,1.9599,-29.3782652874,3.20986,1.959927,-29.378265,4.000000000026205e-05,-2.6999999999999247e-05,-2.8740000246330055e-07
5.83,15.35,3.2115,1.9614,-29.4103720691,3.211496,1.961369,-29.410372,4.000000000115023e-06,3.100000000011427e-05,-6.910000038828912e-08
5.83,15.36,3.2131,1.9628,-29.4424952104,3.213132,1.96281,-29.442495,-3.2000000000032e-05,-9.999999999843467e-06,-2.1039999964500566e-07
5.83,15.37,3.2148,1.9643,-29.4746347202,3.21477,1.964252,-29.474635,2.9999999999752447e-05,4.799999999982596e-05,2.7979999828176005e-07
5.83,15.38,3.2164,1.9657,-29.5067906071,3.216408,1.965695,-29.506791,-7.999999999785956e-06,5.000000000032756e-06,3.928999987579118e-07
5.83,15.39,3.218,1.9671,-29.5389628799,3.218047,1.967137,-29.538963,-4.6999999999908226e-05,-3.6999999999842714e-05,1.2009999750262068e-07
5.83,15.4,3.2197,1.9686,-29.5711515474,3.219687,1.96858,-29.571152,1.3000000000040757e-05,1.999999999990898e-05,4.526000019211551e-07
5.83,15.41,3.2213,1.97,-29.6033566182,3.221328,1.970023,-29.603357,-2.800000000036107e-05,-2.300000000010627e-05,3.8179999961585054e-07
5.83,15.42,3.223,1.9715,-29.6355781012,3.222969,1.971465,-29.635578,3.0999999999892225e-05,3.500000000000725e-05,-1.0120000126789819e-07
5.83,15.43,3.2246,1.9729,-29.6678160048,3.224612,1.972908,-29.667816,-1.1999999999900979e-05,-8.000000000008e-06,-4.800000397153781e-09
5.83,15.44,3.2263,1.9744,-29.700070338,3.226255,1.974352,-29.70007,4.500000000007276e-05,4.799999999982596e-05,-3.3799999954453597e-07
5.83,15.45,3.2279,1.9758,-29.7323411093,3.227899,1.975795,-29.732341,1.000000000139778e-06,5.000000000032756e-06,-1.0929999660902467e-07
5.83,15.46,3.2295,1.9772,-29.7646283274,3.229544,1.977238,-29.764628,-4.400000000037707e-05,-3.799999999998249e-05,-3.274000022202017e-07
5.83,15.47,3.2312,1.9787,-29.7969320009,3.23119,1.978681,-29.796932,1.0000000000065512e-05,1.8999999999991246e-05,-8.999982981094945e-10
5.83,15.48,3.2328,1.9801,-29.8292521386,3.232837,1.980123,-29.829252,-3.6999999999842714e-05,-2.300000000010627e-05,-1.3860000080967438e-07
5.83,15.49,3.2345,1.9816,-29.8615887489,3.234485,1.981565,-29.861589,1.5000000000320313e-05,3.500000000000725e-05,2.5109999768346825e-07
5.83,15.5,3.2361,1.983,-29.8939418405,3.236133,1.983008,-29.893942,-3.300000000017178e-05,-8.000000000008e-06,1.595000007625913e-07
5.83,15.51,3.2378,1.9844,-29.926311422,3.237783,1.984449,-29.926311,1.700000000015578e-05,-4.899999999996574e-05,-4.2200000294201345e-07
5.83,15.52,3.2394,1.9859,-29.9586975018,3.239433,1.985891,-29.958698,-3.300000000017178e-05,8.999999999925734e-06,4.981999985886887e-07
5.83,15.53,3.2411,1.9873,-29.9911000886,3.241084,1.987331,-29.9911,1.6000000000016e-05,-3.0999999999892225e-05,-8.860000022536951e-08
5.83,15.54,3.2427,1.9888,-30.0235191907,3.242736,1.988772,-30.023519,-3.5999999999702936e-05,2.799999999991698e-05,-1.906999997913772e-07
5.83,15.55,3.2444,1.9902,-30.0559548168,3.244389,1.990211,-30.055955,1.100000000020529e-05,-1.0999999999983245e-05,1.8320000094718125e-07
5.83,15.56,3.246,1.9917,-30.0884069751,3.246043,1.99165,-30.088407,-4.2999999999793204e-05,5.0000000000105516e-05,2.49000002838784e-08
5.83,15.57,3.2477,1.9931,-30.1208756741,3.247697,1.993089,-30.120876,2.9999999999752447e-06,1.0999999999983245e-05,3.259000003197343e-07
5.83,15.58,3.2494,1.9945,-30.1533609223,3.249352,1.994526,-30.153361,4.8000000000048004e-05,-2.6000000000081513e-05,7.770000109985631e-08
5.83,15.59,3.251,1.996,-30.1858627278,3.251009,1.995963,-30.185863,-8.999999999925734e-06,3.700000000006476e-05,2.722000012056469e-07
5.83,15.6,3.2527,1.9974,-30.2183810991,3.252666,1.997399,-30.218381,3.399999999986747e-05,1.000000000139778e-06,-9.909999931778657e-08
5.83,15.61,3.2543,1.9988,-30.2509160444,3.254323,1.998835,-30.250916,-2.299999999966218e-05,-3.500000000000725e-05,-4.4400000120958794e-08
5.83,15.62,3.256,2.0003,-30.283467572,3.255982,2.000269,-30.283468,1.7999999999851468e-05,3.1000000000336314e-05,4.27999999885742e-07
5.83,15.63,3.2576,2.0017,-30.31603569,3.257642,2.001702,-30.316036,-4.2000000000097515e-05,-1.9999999998354667e-06,3.1000000078051926e-07
5.83,15.64,3.2593,2.0031,-30.3486204066,3.259302,2.003134,-30.34862,-1.9999999998354667e-06,-3.400000000031156e-05,-4.0659999811509806e-07
5.83,15.65,3.261,2.0046,-30.38122173,3.260963,2.004565,-30.381222,3.7000000000286803e-05,3.500000000000725e-05,2.700000010236181e-07
5.83,15.66,3.2626,2.006,-30.4138396682,3.262625,2.005995,-30.41384,-2.4999999999941735e-05,4.999999999810711e-06,3.3179999903154567e-07
5.83,15.67,3.2643,2.0074,-30.4464742292,3.264287,2.007424,-30.446474,1.3000000000040757e-05,-2.3999999999801958e-05,-2.2920000120052464e-07
5.83,15.68,3.266,2.0089,-30.4791254212,3.265951,2.008852,-30.479125,4.900000000018778e-05,4.8000000000048004e-05,-4.211999993231075e-07
5.83,15.69,3.2676,2.0103,-30.5117932519,3.267615,2.010278,-30.511793,-1.5000000000320313e-05,2.199999999996649e-05,-2.5189999774966054e-07
5.83,15.7,3.2693,2.0117,-30.5444777293,3.26928,2.011703,-30.544478,1.9999999999686935e-05,-2.9999999999752447e-06,2.707000028578932e-07
5.83,15.71,3.2709,2.0131,-30.5771788613,3.270946,2.013126,-30.577179,-4.599999999976845e-05,-2.6000000000081513e-05,1.3870000259430526e-07
5.83,15.72,3.2726,2.0145,-30.6098966557,3.272613,2.014548,-30.609897,-1.3000000000040757e-05,-4.8000000000048004e-05,3.4430000184215714e-07
5.83,15.73,3.2743,2.016,-30.6426311203,3.27428,2.015969,-30.642631,2.0000000000131024e-05,3.0999999999892225e-05,-1.2029999751916876e-07
5.83,15.74,3.2759,2.0174,-30.6753822626,3.275948,2.017388,-30.675382,-4.8000000000048004e-05,1.1999999999900979e-05,-2.6260000041133935e-07
5.83,15.75,3.2776,2.0188,-30.7081500905,3.277617,2.018805,-30.70815,-1.699999999971169e-05,-4.999999999810711e-06,-9.049999860621938e-08
5.83,15.76,3.2793,2.0202,-30.7409346116,3.279287,2.020221,-30.740935,1.3000000000040757e-05,-2.0999999999826713e-05,3.88400000161937e-07
5.83,15.77,3.281,2.0216,-30.7737358333,3.280957,2.021635,-30.773736,4.300000000023729e-05,-3.500000000000725e-05,1.666999978056083e-07
5.83,15.78,3.2826,2.023,-30.8065537631,3.282629,2.023047,-30.806554,-2.9000000000056758e-05,-4.6999999999908226e-05,2.3690000006126866e-07
5.83,15.79,3.2843,2.0245,-30.8393884086,3.284301,2.024457,-30.839388,-1.000000000139778e-06,4.300000000023729e-05,-4.086000018332925e-07
5.83,15.8,3.286,2.0259,-30.8722397771,3.285973,2.025866,-30.87224,2.700000000022129e-05,3.399999999986747e-05,2.2290000245561714e-07
5.83,15.81,3.2876,2.0273,-30.9051078759,3.287647,2.027273,-30.905108,-4.7000000000352316e-05,2.6999999999777202e-05,1.2409999783358217e-07
5.83,15.82,3.2893,2.0287,-30.9379927123,3.289321,2.028677,-30.937993,-2.1000000000270802e-05,2.300000000010627e-05,2.8769999715905215e-07
5.83,15.83,3.291,2.0301,-30.9708942935,3.290996,2.03008,-30.970894,4.000000000115023e-06,2.0000000000131024e-05,-2.934999976389463e-07
5.83,15.84,3.2927,2.0315,-31.0038126267,3.292671,2.031481,-31.003813,2.9000000000056758e-05,1.8999999999991246e-05,3.733000006889142e-07
5.83,15.85,3.2943,2.0329,-31.0367477189,3.294347,2.032879,-31.036748,-4.7000000000352316e-05,2.1000000000270802e-05,2.811000001656794e-07
5.83,15.86,3.296,2.0343,-31.0696995771,3.296024,2.034275,-31.0697,-2.4000000000246047e-05,2.4999999999941735e-05,4.2290000124012295e-07
5.83,15.87,3.2977,2.0357,-31.1026682084,3.297702,2.03567,-31.102668,-2.000000000279556e-06,2.9999999999752447e-05,-2.0839999947952492e-07
5.83,15.88,3.2994,2.0371,-31.1356536196,3.29938,2.037062,-31.135654,1.9999999999686935e-05,3.799999999998249e-05,3.80399999500014e-07
5.83,15.89,3.3011,2.0385,-31.1686558175,3.301059,2.038451,-31.168656,4.099999999995774e-05,4.900000000018778e-05,1.8249999911290615e-07
5.83,15.9,3.3027,2.0398,-31.2016748089,3.302739,2.039839,-31.201675,-3.899999999967818e-05,-3.900000000012227e-05,1.9110000337718702e-07
5.83,15.91,3.3044,2.0412,-31.2347106005,3.304419,2.041223,-31.234711,-1.9000000000435335e-05,-2.300000000010627e-05,3.9949999930399827e-07
5.83,15.92,3.3061,2.0426,-31.267763199,3.3061,2.042606,-31.267763,0.0,-5.999999999950489e-06,-1.9900000225447911e-07
5.83,15.93,3.3078,2.044,-31.3008326108,3.307782,2.043986,-31.300833,1.7999999999851468e-05,1.4000000000180535e-05,3.892000002281293e-07
5.83,15.94,3.3095,2.0454,-31.3339188424,3.309464,2.045363,-31.333919,3.5999999999702936e-05,3.6999999999842714e-05,1.5760000238174143e-07
5.83,15.95,3.3111,2.0467,-31.3670219004,3.311147,2.046738,-31.367022,-4.6999999999908226e-05,-3.799999999998249e-05,9.959999758279992e-08
5.83,15.96,3.3128,2.0481,-31.4001417909,3.312831,2.04811,-31.400142,-3.0999999999892225e-05,-1.0000000000065512e-05,2.0909999776108634e-07
5.83,15.97,3.3145,2.0495,-31.4332785203,3.314515,2.04948,-31.433279,-1.5000000000320313e-05,2.0000000000131024e-05,4.796999988343487e-07
5.83,15.98,3.3162,2.0508,-31.4664320948,3.3162,2.050847,-31.466432,0.0,-4.6999999999908226e-05,-9.479999718564613e-08
5.83,15.99,3.3179,2.0522,-31.4996025205,3.317885,2.052211,-31.499603,1.4999999999876223e-05,-1.09999999997612e-05,4.794999988178006e-07
5.83,16.0,3.3196,2.0536,-31.5327898035,3.319571,2.053572,-31.53279,2.9000000000056758e-05,2.799999999991698e-05,1.9650000027127135e-07
5.83,16.01,3.3213,2.0549,-31.5659939496,3.321258,2.05493,-31.565994,4.2000000000097515e-05,-3.0000000000196536e-05,5.040000061740102e-08
5.83,16.02,3.3229,2.0563,-31.5992149648,3.322945,2.056286,-31.599215,-4.499999999962867e-05,1.3999999999736445e-05,3.519999935974738e-08
5.83,16.03,3.3246,2.0576,-31.632452855,3.324633,2.057638,-31.632453,-3.299999999972769e-05,-3.799999999998249e-05,1.4500000133921276e-07
5.83,16.04,3.3263,2.059,-31.6657076258,3.326321,2.058988,-31.665708,-2.1000000000270802e-05,1.2000000000345068e-05,3.741999989870237e-07
5.83,16.05,3.328,2.0603,-31.6989792828,3.32801,2.060334,-31.698979,-1.0000000000065512e-05,-3.400000000031156e-05,-2.8279999852998117e-07
5.83,16.06,3.3297,2.0617,-31.7322678318,3.3297,2.061677,-31.732268,0.0,2.300000000010627e-05,1.681999997060757e-07
5.83,16.07,3.3314,2.063,-31.7655732781,3.33139,2.063017,-31.765573,1.0000000000065512e-05,-1.699999999971169e-05,-2.7809999991745826e-07
5.83,16.08,3.3331,2.0644,-31.7988956271,3.33308,2.064354,-31.798896,2.0000000000131024e-05,4.600000000021254e-05,3.729000006558181e-07
5.83,16.09,3.3348,2.0657,-31.8322348843,3.334771,2.065688,-31.832235,2.9000000000056758e-05,1.1999999999900979e-05,1.1570000069127673e-07
5.83,16.1,3.3365,2.067,-31.8655910548,3.336463,2.067019,-31.865591,3.6999999999842714e-05,-1.8999999999991246e-05,-5.480000098145865e-08
5.83,16.11,3.3382,2.0683,-31.8989641439,3.338155,2.068346,-31.898964,4.500000000007276e-05,-4.600000000021254e-05,-1.438999994718415e-07
5.83,16.12,3.3398,2.0697,-31.9323541565,3.339848,2.06967,-31.932354,-4.8000000000048004e-05,3.0000000000196536e-05,-1.5650000051437019e-07
5.83,16.13,3.3415,2.071,-31.9657610976,3.341541,2.070991,-31.965761,-4.099999999995774e-05,9.000000000369823e-06,-9.760000097003285e-08
5.83,16.14,3.3432,2.0723,-31.9991849723,3.343234,2.072308,-31.999185,-3.399999999986747e-05,-8.000000000230045e-06,2.7700000515551437e-08
5.83,16.15,3.3449,2.0736,-32.0326257852,3.344928,2.073622,-32.032626,-2.799999999991698e-05,-2.199999999996649e-05,2.1480000356177698e-07
5.83,16.16,3.3466,2.0749,-32.0660835412,3.346623,2.074932,-32.066084,-2.300000000010627e-05,-3.2000000000032e-05,4.5879999532871807e-07
5.83,16.17,3.3483,2.0762,-32.0995582449,3.348318,2.076238,-32.099558,-1.7999999999851468e-05,-3.799999999998249e-05,-2.449000007231916e-07
5.83,16.18,3.35,2.0775,-32.1330499008,3.350013,2.077541,-32.13305,-1.3000000000040757e-05,-4.099999999995774e-05,9.919999399699009e-08
5.83,16.19,3.3517,2.0788,-32.1665585134,3.351709,2.078841,-32.166559,-8.999999999925734e-06,-4.099999999995774e-05,4.866000011816141e-07
5.83,16.2,3.3534,2.0801,-32.2000840871,3.353406,2.080136,-32.200084,-5.999999999950489e-06,-3.6000000000147026e-05,-8.710000543032947e-08
5.83,16.21,3.3551,2.0814,-32.2336266261,3.355102,2.081428,-32.233627,-1.9999999998354667e-06,-2.799999999991698e-05,3.7390000073855845e-07
5.83,16.22,3.3568,2.0827,-32.2671861347,3.356799,2.082716,-32.267186,9.999999996956888e-07,-1.6000000000016e-05,-1.3469999515791642e-07
5.83,16.24,3.3602,2.0853,-32.3343560768,3.360195,2.085281,-32.334356,4.999999999810711e-06,1.8999999999991246e-05,-7.679999924903314e-08
5.83,16.25,3.3619,2.0866,-32.3679665184,3.361893,2.086558,-32.367967,7.000000000090267e-06,4.1999999999653426e-05,4.815999972151985e-07
5.83,16.26,3.3636,2.0878,-32.4015939453,3.363592,2.087831,-32.401594,7.999999999785956e-06,-3.0999999999892225e-05,5.4700002749541454e-08
5.83,16.27,3.3653,2.0891,-32.4352383614,3.365291,2.0891,-32.435238,8.999999999925734e-06,0.0,-3.6140000503337433e-07
5.83,16.28,3.367,2.0904,-32.4688997703,3.366991,2.090364,-32.4689,8.999999999925734e-06,3.5999999999702936e-05,2.2969999946553799e-07
5.83,16.29,3.3687,2.0916,-32.5025781756,3.36869,2.091625,-32.502578,1.0000000000065512e-05,-2.4999999999941735e-05,-1.7560000031835443e-07
5.83,16.3,3.3704,2.0929,-32.5362735806,3.370391,2.092882,-32.536274,8.999999999925734e-06,1.8000000000295557e-05,4.1939999562146113e-07
5.83,16.31,3.3721,2.0941,-32.5699859888,3.372091,2.094134,-32.569986,8.999999999925734e-06,-3.399999999986747e-05,1.1200000926692155e-08
5.83,16.32,3.3738,2.0954,-32.6037154034,3.373792,2.095383,-32.603715,8.000000000230045e-06,1.700000000015578e-05,-4.0340000140304255e-07
5.83,16.33,3.3755,2.0966,-32.6374618276,3.375493,2.096627,-32.637462,7.000000000090267e-06,-2.6999999999777202e-05,1.7240000005358525e-07
5.83,16.34,3.3772,2.0979,-32.6712252644,3.377194,2.097867,-32.671225,6.000000000394579e-06,3.300000000017178e-05,-2.64400000560272e-07
5.83,16.35,3.3789,2.0991,-32.7050057168,3.378896,2.099103,-32.705006,3.9999999996709334e-06,-2.9999999999752447e-06,2.8319999501036364e-07
5.83,16.36,3.3806,2.1003,-32.7388031878,3.380598,2.100334,-32.738803,1.9999999998354667e-06,-3.400000000031156e-05,-1.8780000488050064e-07
5.83,16.37,3.3823,2.1016,-32.7726176799,3.3823,2.101562,-32.772618,0.0,3.799999999998249e-05,3.2009999983984017e-07
5.83,16.38,3.384,2.1028,-32.806449196,3.384003,2.102784,-32.806449,-2.9999999999752447e-06,1.5999999999571912e-05,-1.96000002006258e-07
5.83,16.39,3.3857,2.104,-32.8402977387,3.385706,2.104003,-32.840298,-5.999999999950489e-06,-2.9999999999752447e-06,2.6129999497470635e-07
5.83,16.4,3.3874,2.1052,-32.8741633103,3.387409,2.105217,-32.874163,-8.999999999925734e-06,-1.700000000015578e-05,-3.1029999547627085e-07
