g,Ubar,mu_lo_fit,mu_hi_fit
1,9.572864321608039,1.3480867572296367,7.224944434705365
1,9.64824120603015,1.3441748617921325,7.304151598684147
1,9.72361809045226,1.3405032772569945,7.383116329741058
1,9.798994974874372,1.337062851765564,7.461847947997807
1,9.874371859296481,1.333844433459181,7.5403557735760955
1,9.949748743718592,1.330838870479186,7.618649126597635
1,10.025125628140703,1.3280370109669195,7.696737327184126
1,10.100502512562812,1.3254297030637217,7.774629695457274
1,10.175879396984923,1.3230077949109338,7.852335551538786
1,10.251256281407034,1.3207621346498954,7.9298642155503725
1,10.326633165829145,1.3186835704219473,8.007225007613732
1,10.402010050251256,1.31676295036843,8.084427247850572
1,10.477386934673365,1.3149911226306836,8.161480256382596
1,10.552763819095476,1.313358935350049,8.238393353331515
1,10.628140703517587,1.3118572366678665,8.31517585881903
1,10.703517587939697,1.3104768747254767,8.391837092966849
1,10.778894472361808,1.3092086976642197,8.468386375896678
1,10.854271356783919,1.3080435536254362,8.54483302773022
1,10.92964824120603,1.3069722907504666,8.621186368589182
1,11.00502512562814,1.3059857571806517,8.69745571859527
1,11.08040201005025,1.305074801057331,8.773650397870188
1,11.15577889447236,1.304230270521846,8.849779726535644
1,11.231155778894472,1.3034430137155368,8.925853024713343
1,11.306532663316581,1.302703878779743,9.00187961252498
1,11.381909547738692,1.3020037138558065,9.077868810092282
1,11.457286432160803,1.3013333670850669,9.153829937536939
1,11.532663316582914,1.300683686608865,9.22977231498066
1,11.608040201005025,1.3000455205685406,9.305705262545152
1,11.683417085427134,1.2994097171054348,9.381638100352117
1,11.758793969849245,1.298767124360888,9.457580148523265
1,11.834170854271356,1.2981085904762404,9.533540727180299
1,11.909547738693465,1.2974249635928325,9.609529156444921
1,11.984924623115576,1.2967070918520052,9.685554756438847
1,12.060301507537687,1.2959458233950985,9.761626847283777
1,12.135678391959798,1.2951320063634526,9.83775474910141
1,12.21105527638191,1.2942564888984083,9.913947782013462
1,12.286432160804019,1.2933101191413066,9.990215266141632
1,12.36180904522613,1.2922837452334865,10.066566521607626
1,12.43718592964824,1.29116821531629,10.143010868533155
1,12.51256281407035,1.289954377531057,10.219557627039917
1,12.58793969849246,1.2886330800191275,10.296216117249624
1,12.663316582914572,1.2871951709218423,10.372995659283978
1,12.738693467336683,1.285631498380542,10.449905573264685
1,12.814070351758794,1.2839329105365667,10.52695517931345
1,12.889447236180903,1.282090255531257,10.60415379755198
1,12.964824120603014,1.2800943815059536,10.68151074810198
1,13.040201005025125,1.2779361366019968,10.759035351085156
1,13.115577889447234,1.275606368960727,10.836736926623214
1,13.190954773869345,1.2730959267234843,10.914624794837856
1,13.266331658291456,1.2703956580316098,10.992708275850791
1,13.341708542713567,1.267496411026444,11.070996689783728
1,13.417085427135678,1.2643890338493264,11.149499356758366
1,13.492462311557787,1.2610643746415984,11.22822559689641
1,13.567839195979898,1.2575132815446,11.30718473031957
1,13.64321608040201,1.2537266026996718,11.386386077149552
1,13.718592964824118,1.2496951862481542,11.465838957508055
1,13.79396984924623,1.2454098803313878,11.545552691516793
1,13.86934673366834,1.240861533090713,11.625536599297469
1,13.944723618090451,1.2360409926674698,11.705800000971786
1,14.020100502512562,1.2309391072029994,11.78635221666145
1,14.095477386934672,1.2255467248386418,11.867202566488167
1,14.170854271356783,1.2198546937157375,11.948360370573646
1,14.246231155778894,1.2138538619756267,12.029834949039586
1,14.321608040201003,1.2075350777596507,12.111635622007697
1,14.396984924623114,1.2008891892091493,12.193771709599684
1,14.472361809045225,1.193907044465463,12.276252531937255
1,14.547738693467336,1.186579491669932,12.359087409142111
1,14.623115577889447,1.1788973789638968,12.442285661335957
1,14.698492462311556,1.1708515544886988,12.5258566086405
1,14.773869346733667,1.1624328663856776,12.609809571177452
1,14.849246231155778,1.1536321627961736,12.694153869068511
1,14.924623115577887,1.1444402918615275,12.778898822435382
1,15.0,1.1348481017230794,12.864053751399776
2,0.0,51.74519392662904,-52.804594522856064
2,0.07537688442211055,51.01764303140496,-51.8487901069976
2,0.1507537688442211,50.2989974541471,-50.90192985802619
2,0.22613065326633164,49.58920714074131,-49.96396340842716
2,0.3015075376884422,48.88822203707315,-49.0348403906855
2,0.37688442211055273,48.19599208902805,-48.11451043728616
2,0.4522613065326633,47.512467242491596,-47.20292318071492
2,0.5276381909547738,46.837597443349765,-46.300028253456134
2,0.6030150753768844,46.17133263748774,-45.40577528799568
2,0.6783919597989949,45.51362277079144,-44.52011391681825
2,0.7537688442211055,44.86441778914636,-43.64299377240937
2,0.829145728643216,44.22366763843806,-42.77436448725413
2,0.9045226130653266,43.591322264552375,-41.91417569383722
2,0.9798994974874371,42.96733161337471,-41.06237702464452
2,1.0552763819095476,42.35164563079084,-40.21891811216082
2,1.1306532663316582,41.74421426268616,-39.38374858887124
2,1.2060301507537687,41.14498745494667,-38.55681808726089
2,1.2814070351758793,40.55391515345758,-37.73807623981534
2,1.3567839195979898,39.97094730410454,-36.92747267901967
2,1.4321608040201004,39.39603385277334,-36.12495703735871
2,1.507537688442211,38.829124745349816,-35.330478947317545
2,1.5829145728643215,38.27016992771911,-34.54398804138182
2,1.658291457286432,37.719119345767055,-33.76543395203676
2,1.7336683417085426,37.175922945379284,-32.994766311766924
2,1.809045226130653,36.6405306724415,-32.23193475305784
2,1.8844221105527637,36.112892472839036,-31.476888908394756
2,1.9597989949748742,35.59295829245784,-30.72957841026252
2,2.0351758793969847,35.080678077183364,-29.989952891146757
2,2.1105527638190953,34.57600177290111,-29.25796198353224
2,2.185929648241206,34.0788793254969,-28.533555319904465
2,2.2613065326633164,33.589260680856285,-27.816682532748345
2,2.336683417085427,33.10709578486491,-27.107293254549205
2,2.4120603015075375,32.63233458340826,-26.405337117791873
2,2.487437185929648,32.16492702237212,-25.710763754962002
2,2.5628140703517586,31.704823047642044,-25.023522798544462
2,2.638190954773869,31.251972605103553,-24.343563881024522
2,2.7135678391959797,30.806325640642378,-23.670836634887408
2,2.78894472361809,30.367832100144206,-23.005290692618004
2,2.8643216080402008,29.936441929494492,-22.346875686701665
2,2.9396984924623113,29.51210507457887,-21.6955412496238
2,3.015075376884422,29.09477148128299,-21.051237013869226
2,3.0904522613065324,28.684391095492543,-20.413912611923152
2,3.165829145728643,28.280913863093097,-19.783517676270876
2,3.2412060301507535,27.884289729970284,-19.160001839397538
2,3.316582914572864,27.494468642009643,-18.543314733788286
2,3.3919597989949746,27.111400545096835,-17.933405991928268
2,3.467336683417085,26.735035385117513,-17.330225246302653
2,3.5427135678391957,26.365323107957195,-16.73372212939666
2,3.618090452261306,26.002213659501642,-16.143846273695367
2,3.6934673366834168,25.64565698563642,-15.560547311684033
2,3.7688442211055273,25.295603032247065,-14.983774875847729
2,3.844221105527638,24.95200174521929,-14.41347859867178
2,3.9195979899497484,24.614803070438743,-13.849608112641072
2,3.994974874371859,24.28395695379083,-13.292113050241142
2,4.0703517587939695,23.959413341161394,-12.740943043956882
2,4.14572864321608,23.64112217843606,-12.19604772627347
2,4.221105527638191,23.32903341150017,-11.65737672967635
2,4.296482412060302,23.02309698623967,-11.124879686650331
2,4.371859296482412,22.723262848539942,-10.598506229680787
2,4.447236180904522,22.42948094428673,-10.078205991252823
2,4.522613065326633,22.141701219365633,-9.563928603851643
2,4.597989949748744,21.859873619662256,-9.05562369996236
2,4.673366834170854,21.583948091062194,-8.553240912070187
2,4.748743718592964,21.313874579451095,-8.056729872660288
2,4.824120603015075,21.049603030714543,-7.566040214217825
2,4.899497487437186,20.791083390738184,-7.081121569227939
2,4.974874371859296,20.5382656054076,-6.601923570175909
2,5.050251256281406,20.29109962060848,-6.128395849546738
2,5.125628140703517,20.04953538222635,-5.660488039825697
2,5.201005025125628,19.813522836146923,-5.198149773497882
2,5.276381909547738,19.583011928255758,-4.741330683048552
2,5.351758793969848,19.357952604438445,-4.289980400962822
2,5.427135678391959,19.138294810580682,-3.8440485597258167
2,5.50251256281407,18.923988492567986,-3.4034847918227875
2,5.57788944723618,18.714983596286068,-2.968238729738868
2,5.6532663316582905,18.511230067620502,-2.538260005959213
2,5.7286432160804015,18.312677852456886,-2.1134982529689985
2,5.8040201005025125,18.11927689668088,-1.6939031032534313
2,5.879396984924623,17.930977146178073,-1.279424189297627
2,5.954773869346733,17.74772854683409,-0.8700111435867619
2,6.030150753768844,17.569481044534548,-0.4656135986060246
2,6.105527638190955,17.39618458516505,-0.06618118684055752
2,6.180904522613065,17.227789114611255,0.32833645922444
2,6.256281407035175,17.064244578758725,0.7179897071038486
2,6.331658291457286,16.90550092349312,1.1028289243124494
2,6.407035175879397,16.751508094700043,1.4829044783651106
2,6.482412060301507,16.602216038265126,1.858266736776672
2,6.557788944723617,16.457574700073938,2.2289660670619025
2,6.633165829145728,16.317534026012144,2.595052836735695
2,6.708542713567839,16.182043961965334,2.95657741331288
2,6.783919597989949,16.051054453819127,3.313590164308235
2,6.859296482412059,15.924515447459182,3.666141457236657
2,6.93467336683417,15.802376888771047,4.014281659612943
2,7.010050251256281,15.684588723640399,4.3580611389519675
2,7.085427135678391,15.571100897952833,4.697530262768496
2,7.160804020100501,15.461863357593957,5.032739398577406
2,7.236180904522612,15.356826048449408,5.36373891389353
2,7.311557788944723,15.25593891640477,5.690579176231675
2,7.3869346733668335,15.159151907345693,6.013310553106697
2,7.462311557788944,15.066414967157794,6.331983412033417
2,7.537688442211055,14.977678041726643,6.646648120526645
2,7.613065326633166,14.892891076937918,6.957355046101268
2,7.688442211055276,14.812004018677218,7.2641545562721
2,7.763819095477386,14.734966812830134,7.567097018553932
2,7.839195979899497,14.661729405282312,7.8662328004616375
2,7.914572864321608,14.592241741919352,8.16161226951004
2,7.989949748743718,14.526453768626874,8.453285793213954
2,8.065326633165828,14.464315431290508,8.741303739088242
2,8.140703517587939,14.405776675795865,9.025716474647727
2,8.21608040201005,14.35078744802855,9.306574367407226
2,8.29145728643216,14.299297693874207,9.583927784881581
2,8.36683417085427,14.25125735921842,9.857827094585637
2,8.442211055276381,14.206616389946815,10.128322664034203
2,8.517587939698492,14.165324731945022,10.395464860742125
2,8.592964824120603,14.127332331098659,10.65930405222424
2,8.668341708542712,14.092589133293336,10.919890605995365
2,8.743718592964823,14.06104508441466,11.177274889570338
2,8.819095477386934,14.032650130348264,11.431507270464001
2,8.894472361809044,14.007354216979763,11.682638116191175
2,8.969849246231155,13.98510729019476,11.930717794266696
2,9.045226130653266,13.965859295878895,12.175796672205406
2,9.120603015075377,13.949560179917764,12.41792511752212
2,9.195979899497488,13.936159888196997,12.657153497731684
2,9.271356783919597,13.925608366602203,12.89353218034892
2,9.346733668341708,13.917855561019008,13.127111532888671
2,9.422110552763819,13.91285141733302,13.357941922865766
2,9.497487437185928,13.910545881429863,13.58607371779503
2,9.572864321608039,13.910888899195148,13.8115572851913
2,9.64824120603015,13.913830416514498,14.034442992569414
2,9.72361809045226,13.919320379273525,14.254781207444195
2,9.798994974874372,13.927308733357851,14.472622297330485
2,9.874371859296481,13.937745424653087,14.688016629743105
2,9.949748743718592,13.950580399044862,14.901014572196901
2,10.025125628140703,13.965763602418779,15.111666492206693
2,10.100502512562812,13.983244980660464,15.320022757287317
2,10.175879396984923,14.002974479655528,15.526133734953612
2,10.251256281407034,14.024902045289592,15.730049792720402
2,10.326633165829145,14.048977623448277,15.931821298102529
2,10.402010050251256,14.075151160017192,16.131498618614817
2,10.477386934673365,14.10337260088196,16.329132121772094
2,10.552763819095476,14.133591891928193,16.5247721750892
2,10.628140703517587,14.165758979041508,16.71846914608097
2,10.703517587939697,14.19982380810753,16.910273402262227
2,10.778894472361808,14.235736325011873,17.100235311147813
2,10.854271356783919,14.27344647564015,17.28840524025256
2,10.92964824120603,14.312904205877976,17.47483355709129
2,11.00502512562814,14.354059461610976,17.659570629178845
2,11.08040201005025,14.396862188724763,17.842666824030047
2,11.15577889447236,14.441262333104957,18.024172509159747
2,11.231155778894472,14.487209840637174,18.204138052082765
2,11.306532663316581,14.534654657207025,18.382613820313924
2,11.381909547738692,14.583546728700137,18.55965018136808
2,11.457286432160803,14.633836001002116,18.73529750276004
2,11.532663316582914,14.68547241999859,18.90960615200466
2,11.608040201005025,14.738405931575171,19.082626496616754
2,11.683417085427134,14.792586481617477,19.254408904111163
2,11.758793969849245,14.847964016011122,19.425003742002716
2,11.834170854271356,14.904488480641733,19.59446137780625
2,11.909547738693465,14.962109821394911,19.76283217903659
2,11.984924623115576,15.020777984156284,19.93016651320858
2,12.060301507537687,15.080442914811469,20.096514747837038
2,12.135678391959798,15.141054559246083,20.261927250436806
2,12.21105527638191,15.20256286334574,20.426454388522718
2,12.286432160804019,15.264917772996053,20.590146529609594
2,12.36180904522613,15.328069234082657,20.753054041212284
2,12.43718592964824,15.391967192491146,20.915227290845607
2,12.51256281407035,15.45656159410715,21.076716646024394
2,12.58793969849246,15.521802384816283,21.23757247426349
2,12.663316582914572,15.58763951050417,21.397845143077717
2,12.738693467336683,15.654022917056414,21.557585019981914
2,12.814070351758794,15.720902550358645,21.71684247249091
2,12.889447236180903,15.78822835629647,21.875667868119535
2,12.964824120603014,15.855950280755508,22.03411157438262
2,13.040201005025125,15.924018269621385,22.192223958795005
2,13.115577889447234,15.992382268779705,22.350055388871514
2,13.190954773869345,16.0609922241161,22.507656232126994
2,13.266331658291456,16.12979808151617,22.66507685607626
2,13.341708542713567,16.19874978686555,22.822367628234154
2,13.417085427135678,16.267797286049845,22.979578916115507
2,13.492462311557787,16.336890524954676,23.136761087235143
2,13.567839195979898,16.405979449465654,23.29396450910791
2,13.64321608040201,16.47501400546841,23.451239549248626
2,13.718592964824118,16.543944138848545,23.608636575172135
2,13.79396984924623,16.61271979549169,23.766205954393257
2,13.86934673366834,16.68129092128345,23.923998054426836
2,13.944723618090451,16.74960746210945,24.082063242787697
2,14.020100502512562,16.817619363855304,24.240451886990677
2,14.095477386934672,16.885276572406635,24.399214354550608
2,14.170854271356783,16.952529033649054,24.558401012982316
2,14.246231155778894,17.01932669346818,24.718062229800648
2,14.321608040201003,17.085619497749626,24.878248372520414
2,14.396984924623114,17.151357392379012,25.039009808656466
2,14.472361809045225,17.21649032324196,25.200396905723625
2,14.547738693467336,17.28096823622408,25.36246003123673
2,14.623115577889447,17.344741077210994,25.52524955271061
2,14.698492462311556,17.407758792088316,25.688815837660098
2,14.773869346733667,17.469971326741668,25.853209253600028
2,14.849246231155778,17.531328627056656,26.018480168045226
2,14.924623115577887,17.591780638918912,26.184678948510538
2,15.0,17.65127730821404,26.351855962510783
3,0.0,1495.1967365968594,-1496.196736596772
3,0.07537688442211055,1473.2632371310174,-1473.886352708898
3,0.1507537688442211,1451.5492845345143,-1451.79551569029
3,0.22613065326633164,1430.053780687129,-1429.9231274206832
3,0.3015075376884422,1408.7756274683197,-1408.2680897798564
3,0.37688442211055273,1387.7137267578219,-1386.8293046472536
3,0.4522613065326633,1366.866980435254,-1365.6056739025516
3,0.5276381909547738,1346.2342903803074,-1344.596099425573
3,0.6030150753768844,1325.8145584726299,-1323.799483095776
3,0.6783919597989949,1305.6066865919129,-1303.2147267928522
3,0.7537688442211055,1285.6095766176586,-1282.8407323964639
3,0.829145728643216,1265.822130429573,-1262.6764017863024
3,0.9045226130653266,1246.2432499073475,-1242.720636841972
3,0.9798994974874371,1226.871836930557,-1222.9723394431494
3,1.0552763819095476,1207.7067933789222,-1203.4304114694241
3,1.1306532663316582,1188.7470211321488,-1184.093754800444
3,1.2060301507537687,1169.991422069681,-1164.9612713159877
3,1.2814070351758793,1151.4388980713702,-1146.03186289547
3,1.3567839195979898,1133.088351016704,-1127.304431418801
3,1.4321608040201004,1114.938682785476,-1108.7778787654534
3,1.507537688442211,1096.98879525729,-1090.4511068150314
3,1.5829145728643215,1079.2375903117354,-1072.3230174473574
3,1.658291457286432,1061.6839698284166,-1054.392512541992
3,1.7336683417085426,1044.326835687105,-1036.658493978568
3,1.809045226130653,1027.1650897674117,-1019.1198636367917
3,1.8844221105527637,1010.1976339489847,-1001.7755233961652
3,1.9597989949748742,993.4233701114135,-984.6243751364964
3,2.0351758793969847,976.841200134375,-967.6653207374184
3,2.1105527638190953,960.4500258975604,-950.8972620784771
3,2.185929648241206,944.2487492805813,-934.3191010393348
3,2.2613065326633164,928.2362721631216,-917.9297394997047
3,2.336683417085427,912.4114964247128,-901.7280793392638
3,2.4120603015075375,896.7733239451336,-885.7130224375869
3,2.487437185929648,881.3206566040026,-869.8834706742564
3,2.5628140703517586,866.0523962808729,-854.2383259291382
3,2.638190954773869,850.9674448555379,-838.7764900816182
3,2.7135678391959797,836.0647042074997,-823.4968650115625
3,2.78894472361809,821.3430762165735,-808.398352598495
3,2.8643216080402008,806.8014627622761,-793.4798547220416
3,2.9396984924623113,792.4387657242551,-778.7402732619739
3,3.015075376884422,778.2538869821947,-764.1785100978377
3,3.0904522613065324,764.2457284158008,-749.7934671092735
3,3.165829145728643,750.4131919046122,-735.5840461759944
3,3.2412060301507535,736.7551793283783,-721.5491491775756
3,3.316582914572864,723.2705925666378,-707.6876779937156
3,3.3919597989949746,709.958333499053,-693.9985345041059
3,3.467336683417085,696.8173040053734,-680.4806205883142
3,3.5427135678391957,683.8464059652033,-667.1328381259736
3,3.618090452261306,671.0445412581103,-653.9540889967975
3,3.6934673366834168,658.4106117638294,-640.9432750804554
3,3.7688442211055273,645.9435193619793,-628.0992982564931
3,3.844221105527638,633.6421659322223,-615.4210604045802
3,3.9195979899497484,621.5054533541843,-602.9074634044227
3,3.994974874371859,609.5322835075058,-590.5574091356611
3,4.0703517587939695,597.7215582718563,-578.3697994778995
3,4.14572864321608,586.0721795268691,-566.3435363107928
3,4.221105527638191,574.5830491521701,-554.4775215140326
3,4.296482412060302,563.2530690274725,-542.7706569671936
3,4.371859296482412,552.0811410323695,-531.2218445500039
3,4.447236180904522,541.0661670465452,-519.8299861420237
3,4.522613065326633,530.2070489496182,-508.5939836229736
3,4.597989949748744,519.5026886211854,-497.51273887250863
3,4.673366834170854,508.9519879410327,-486.5851537701783
3,4.748743718592964,498.55384878869154,-475.81013019572856
3,4.824120603015075,488.3071730438314,-465.1865700287526
3,4.899497487437186,478.2108625861256,-454.71337514893094
3,4.974874371859296,468.26381929519266,-444.38944743590764
3,5.050251256281406,458.46494505070586,-434.2136887692941
3,5.125628140703517,448.8131417322984,-424.1850010287635
3,5.201005025125628,439.3073112196107,-414.30228609398546
3,5.276381909547738,429.9463553923015,-404.5644458445677
3,5.351758793969848,420.7291761300148,-394.97038216018336
3,5.427135678391959,411.65467531241666,-385.51899692044026
3,5.50251256281407,402.721754819122,-376.20919200503704
3,5.57788944723618,393.92931652977495,-367.0398692936287
3,5.6532663316582905,385.2762623240669,-358.00993066578303
3,5.7286432160804015,376.76149408162746,-349.1182780012241
3,5.8040201005025125,368.38391368206067,-340.36381317954147
3,5.879396984924623,360.1424230050725,-331.7454380804447
3,5.954773869346733,352.035923930267,-323.262054583538
3,6.030150753768844,344.06331833733566,-314.91256456847987
3,6.105527638190955,336.2235081058607,-306.69586991491815
3,6.180904522613065,328.51539511556985,-298.61087250250057
3,6.256281407035175,320.93788124604,-290.65647421088215
3,6.331658291457286,313.4898683769643,-282.8315769196779
3,6.407035175879397,306.17025838797053,-275.1350825085683
3,6.482412060301507,298.97795315870826,-267.5658928571902
3,6.557788944723617,291.9118545688143,-260.12290984520223
3,6.633165829145728,284.97086449795097,-252.8050353522358
3,6.708542713567839,278.1538848257733,-245.61117125792953
3,6.783919597989949,271.4598174319108,-238.54021944195847
3,6.859296482412059,264.88756419600577,-231.59108178394672
3,6.93467336683417,258.4360269977351,-224.76266016354748
3,7.010050251256281,252.10410771670286,-218.05385646043214
3,7.085427135678391,245.89070823260226,-211.46357255420844
3,7.160804020100501,239.79473042504833,-204.99071032453503
3,7.236180904522612,233.81507617370153,-198.6341716510833
3,7.311557788944723,227.9506473582005,-192.3928584134719
3,7.3869346733668335,222.20034585819667,-186.2656724913686
3,7.462311557788944,216.56307355334684,-180.25151576439748
3,7.537688442211055,211.03773232329695,-174.34929011223176
3,7.613065326633166,205.6232240476711,-168.5578974145028
3,7.688442211055276,200.3184506061316,-162.8762395508711
3,7.763819095477386,195.12231387833526,-157.30321840095894
3,7.839195979899497,190.03371574392622,-151.8377358444268
3,7.914572864321608,185.0515580825404,-146.47869376093513
3,7.989949748743718,180.17474277383735,-141.22499403011898
3,8.065326633165828,175.40217169745029,-136.07553853162335
3,8.140703517587939,170.73274673303968,-131.02922914510145
3,8.21608040201005,166.1653697602378,-126.08496775019285
3,8.29145728643216,161.69894265871244,-121.24165622655255
3,8.36683417085427,157.33236730809676,-116.49819645382559
3,8.442211055276381,153.06454558804126,-111.85349031165788
