tx,U,mu,rho0,rho1,rho2,rho3,phi0_sq,phi1_sq,phi2_sq,phi3_sq,E0,iters
1.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
1.0,0.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
1.0,0.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
1.0,0.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1.0,0.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109
1.0,0.0,-4.0,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,1e-06,10001
1.0,0.0,-3.8,1.0032,1.0032,1.0032,1.0032,0.9887,0.9887,0.9887,0.9887,-0.603506,35
1.0,0.0,-3.6,1.2744,1.2744,1.2744,1.2744,1.2367,1.2367,1.2367,1.2367,-1.522379,21
1.0,0.0,-3.4,1.4671,1.4671,1.4671,1.4671,1.402,1.402,1.402,1.402,-2.622406,15
1.0,0.0,-3.2,1.6205,1.6205,1.6205,1.6205,1.5249,1.5249,1.5249,1.5249,-3.859467,12
1.0,0.0,-3.0,1.749,1.749,1.749,1.749,1.621,1.621,1.621,1.621,-5.208631,10
1.0,0.0,-2.8,1.8602,1.8602,1.8602,1.8602,1.6982,1.6982,1.6982,1.6982,-6.653324,9
1.0,0.0,-2.6,1.9584,1.9584,1.9584,1.9584,1.7612,1.7612,1.7612,1.7612,-8.181522,8
1.0,0.0,-2.4,2.0463,2.0463,2.0463,2.0463,1.8132,1.8132,1.8132,1.8132,-9.784008,7
1.0,0.0,-2.2,2.126,2.126,2.126,2.126,1.8562,1.8562,1.8562,1.8562,-11.453438,7
1.0,0.0,-2.0,2.1988,2.1988,2.1988,2.1988,1.8917,1.8917,1.8917,1.8917,-13.183795,6
1.0,0.0,-1.8,2.2659,2.2659,2.2659,2.2659,1.9211,1.9211,1.9211,1.9211,-14.970042,6
1.0,0.0,-1.6,2.328,2.328,2.328,2.328,1.9452,1.9452,1.9452,1.9452,-16.807892,6
1.0,0.0,-1.4,2.3857,2.3857,2.3857,2.3857,1.9647,1.9647,1.9647,1.9647,-18.693645,5
1.0,0.0,-1.2,2.4397,2.4397,2.4397,2.4397,1.9802,1.9802,1.9802,1.9802,-20.624069,5
1.0,0.0,-1.0,2.4904,2.4904,2.4904,2.4904,1.9923,1.9923,1.9923,1.9923,-22.596321,5
1.0,0.0,-0.8,2.538,2.538,2.538,2.538,2.0013,2.0013,2.0013,2.0013,-24.607876,5
1.0,0.0,-0.6,2.583,2.583,2.583,2.583,2.0076,2.0076,2.0076,2.0076,-26.656476,5
1.0,0.0,-0.4,2.6256,2.6256,2.6256,2.6256,2.0114,2.0114,2.0114,2.0114,-28.740092,5
1.0,0.0,-0.2,2.666,2.666,2.666,2.666,2.0131,2.0131,2.0131,2.0131,-30.856891,5
1.0,0.0,0.0,2.7045,2.7045,2.7045,2.7045,2.0128,2.0128,2.0128,2.0128,-33.00521,5
1.0,0.0,0.2,2.7411,2.7411,2.7411,2.7411,2.0107,2.0107,2.0107,2.0107,-35.183532,5
1.0,0.0,0.4,2.776,2.776,2.776,2.776,2.007,2.007,2.007,2.007,-37.390474,5
1.0,0.0,0.6,2.8095,2.8095,2.8095,2.8095,2.0018,2.0018,2.0018,2.0018,-39.624762,5
1.0,0.0,0.8,2.8415,2.8415,2.8415,2.8415,1.9953,1.9953,1.9953,1.9953,-41.885229,5
1.0,0.0,1.0,2.8722,2.8722,2.8722,2.8722,1.9875,1.9875,1.9875,1.9875,-44.170795,5
1.0,0.0,1.2,2.9018,2.9018,2.9018,2.9018,1.9787,1.9787,1.9787,1.9787,-46.480463,5
1.0,0.0,1.4,2.9302,2.9302,2.9302,2.9302,1.9688,1.9688,1.9688,1.9688,-48.813309,5
1.0,0.0,1.6,2.9576,2.9576,2.9576,2.9576,1.9579,1.9579,1.9579,1.9579,-51.168475,5
1.0,0.0,1.8,2.984,2.984,2.984,2.984,1.9462,1.9462,1.9462,1.9462,-53.545162,6
1.0,0.0,2.0,3.0095,3.0095,3.0095,3.0095,1.9336,1.9336,1.9336,1.9336,-55.942625,6
1.0,0.0,2.2,3.0342,3.0342,3.0342,3.0342,1.9202,1.9202,1.9202,1.9202,-58.36017,6
1.0,0.0,2.4,3.0581,3.0581,3.0581,3.0581,1.9062,1.9062,1.9062,1.9062,-60.797147,6
1.0,0.0,2.6,3.0813,3.0813,3.0813,3.0813,1.8914,1.8914,1.8914,1.8914,-63.252946,6
1.0,0.0,2.8,3.1037,3.1037,3.1037,3.1037,1.8761,1.8761,1.8761,1.8761,-65.726997,6
1.0,0.0,3.0,3.1256,3.1256,3.1256,3.1256,1.8601,1.8601,1.8601,1.8601,-68.218763,6
1.0,0.0,3.2,3.1468,3.1468,3.1468,3.1468,1.8436,1.8436,1.8436,1.8436,-70.727741,6
1.0,0.0,3.4,3.1674,3.1674,3.1674,3.1674,1.8266,1.8266,1.8266,1.8266,-73.253456,6
1.0,0.0,3.6,3.1875,3.1875,3.1875,3.1875,1.8091,1.8091,1.8091,1.8091,-75.795461,7
1.0,0.0,3.8,3.2071,3.2071,3.2071,3.2071,1.7911,1.7911,1.7911,1.7911,-78.353333,7
1.0,0.0,4.0,3.2262,3.2262,3.2262,3.2262,1.7726,1.7726,1.7726,1.7726,-80.926676,7
1.0,0.0,4.2,3.2448,3.2448,3.2448,3.2448,1.7537,1.7537,1.7537,1.7537,-83.515112,7
1.0,0.0,4.4,3.263,3.263,3.263,3.263,1.7344,1.7344,1.7344,1.7344,-86.118285,7
1.0,0.0,4.6,3.2808,3.2808,3.2808,3.2808,1.7147,1.7147,1.7147,1.7147,-88.73586,7
1.0,0.0,4.8,3.2982,3.2982,3.2982,3.2982,1.6946,1.6946,1.6946,1.6946,-91.367517,7
1.0,0.0,5.0,3.3153,3.3153,3.3153,3.3153,1.6742,1.6742,1.6742,1.6742,-94.012954,7
1.0,0.0,5.2,3.332,3.332,3.332,3.332,1.6534,1.6534,1.6534,1.6534,-96.671884,7
1.0,0.0,5.4,3.3483,3.3483,3.3483,3.3483,1.6322,1.6322,1.6322,1.6322,-99.344037,8
1.0,0.0,5.6,3.3644,3.3644,3.3644,3.3644,1.6107,1.6107,1.6107,1.6107,-102.029153,8
1.0,0.0,5.8,3.3801,3.3801,3.3801,3.3801,1.5889,1.5889,1.5889,1.5889,-104.726989,8
1.0,0.0,6.0,3.3956,3.3956,3.3956,3.3956,1.5668,1.5668,1.5668,1.5668,-107.437311,8
1.0,0.0,6.2,3.4108,3.4108,3.4108,3.4108,1.5443,1.5443,1.5443,1.5443,-110.1599,8
1.0,0.0,6.4,3.4258,3.4258,3.4258,3.4258,1.5216,1.5216,1.5216,1.5216,-112.894544,8
1.0,0.0,6.6,3.4405,3.4405,3.4405,3.4405,1.4985,1.4985,1.4985,1.4985,-115.641044,8
1.0,0.0,6.8,3.4549,3.4549,3.4549,3.4549,1.4751,1.4751,1.4751,1.4751,-118.399212,8
1.0,0.0,7.0,3.4692,3.4692,3.4692,3.4692,1.4514,1.4514,1.4514,1.4514,-121.168866,9
1.0,0.0,7.2,3.4832,3.4832,3.4832,3.4832,1.4275,1.4275,1.4275,1.4275,-123.949834,9
1.0,0.0,7.4,3.4971,3.4971,3.4971,3.4971,1.4032,1.4032,1.4032,1.4032,-126.741955,9
1.0,0.0,7.6,3.5107,3.5107,3.5107,3.5107,1.3786,1.3786,1.3786,1.3786,-129.545074,9
1.0,0.0,7.8,3.5242,3.5242,3.5242,3.5242,1.3537,1.3537,1.3537,1.3537,-132.359042,9
1.0,0.0,8.0,3.5375,3.5375,3.5375,3.5375,1.3286,1.3286,1.3286,1.3286,-135.18372,9
1.0,0.0,8.2,3.5506,3.5506,3.5506,3.5506,1.3031,1.3031,1.3031,1.3031,-138.018976,10
1.0,0.0,8.4,3.5636,3.5636,3.5636,3.5636,1.2773,1.2773,1.2773,1.2773,-140.864682,10
1.0,0.0,8.6,3.5765,3.5765,3.5765,3.5765,1.2512,1.2512,1.2512,1.2512,-143.72072,10
1.0,0.0,8.8,3.5892,3.5892,3.5892,3.5892,1.2248,1.2248,1.2248,1.2248,-146.586975,10
1.0,0.0,9.0,3.6017,3.6017,3.6017,3.6017,1.1981,1.1981,1.1981,1.1981,-149.46334,10
1.0,0.0,9.2,3.6142,3.6142,3.6142,3.6142,1.1711,1.1711,1.1711,1.1711,-152.349712,11
1.0,0.0,9.4,3.6265,3.6265,3.6265,3.6265,1.1438,1.1438,1.1438,1.1438,-155.245995,11
1.0,0.0,9.6,3.6387,3.6387,3.6387,3.6387,1.1161,1.1161,1.1161,1.1161,-158.152096,11
1.0,0.0,9.8,3.6508,3.6508,3.6508,3.6508,1.0881,1.0881,1.0881,1.0881,-161.067931,11
1.0,0.0,10.0,3.6629,3.6629,3.6629,3.6629,1.0597,1.0597,1.0597,1.0597,-163.993416,12
1.0,0.0,10.2,3.6748,3.6748,3.6748,3.6748,1.031,1.031,1.031,1.031,-166.928474,12
1.0,0.0,10.4,3.6866,3.6866,3.6866,3.6866,1.002,1.002,1.002,1.002,-169.873034,12
1.0,0.0,10.6,3.6984,3.6984,3.6984,3.6984,0.9726,0.9726,0.9726,0.9726,-172.827027,13
1.0,0.0,10.8,3.71,3.71,3.71,3.71,0.9428,0.9428,0.9428,0.9428,-175.790389,13
1.0,0.0,11.0,3.7216,3.7216,3.7216,3.7216,0.9126,0.9126,0.9126,0.9126,-178.76306,14
1.0,0.0,11.2,3.7332,3.7332,3.7332,3.7332,0.8821,0.8821,0.8821,0.8821,-181.744983,14
1.0,0.0,11.4,3.7446,3.7446,3.7446,3.7446,0.8511,0.8511,0.8511,0.8511,-184.736108,14
1.0,0.0,11.6,3.756,3.756,3.756,3.756,0.8197,0.8197,0.8197,0.8197,-187.736385,15
1.0,0.0,11.8,3.7674,3.7674,3.7674,3.7674,0.788,0.788,0.788,0.788,-190.745769,15
1.0,0.0,12.0,3.7787,3.7787,3.7787,3.7787,0.7558,0.7558,0.7558,0.7558,-193.764219,16
1.0,0.0,12.2,3.79,3.79,3.79,3.79,0.7231,0.7231,0.7231,0.7231,-196.791697,17
1.0,0.0,12.4,3.8012,3.8012,3.8012,3.8012,0.69,0.69,0.69,0.69,-199.828168,17
1.0,0.0,12.6,3.8124,3.8124,3.8124,3.8124,0.6564,0.6564,0.6564,0.6564,-202.873601,18
1.0,0.0,12.8,3.8235,3.8235,3.8235,3.8235,0.6223,0.6223,0.6223,0.6223,-205.927966,19
1.0,0.0,13.0,3.8346,3.8346,3.8346,3.8346,0.5878,0.5878,0.5878,0.5878,-208.991239,20
1.0,0.0,13.2,3.8457,3.8457,3.8457,3.8457,0.5527,0.5527,0.5527,0.5527,-212.063397,21
1.0,0.0,13.4,3.8568,3.8568,3.8568,3.8568,0.5171,0.5171,0.5171,0.5171,-215.14442,22
1.0,0.0,13.6,3.8679,3.8679,3.8679,3.8679,0.481,0.481,0.481,0.481,-218.234291,24
1.0,0.0,13.8,3.8789,3.8789,3.8789,3.8789,0.4444,0.4444,0.4444,0.4444,-221.332996,26
1.0,0.0,14.0,3.8899,3.8899,3.8899,3.8899,0.4071,0.4071,0.4071,0.4071,-224.440522,28
1.0,0.0,14.2,3.9009,3.9009,3.9009,3.9009,0.3693,0.3693,0.3693,0.3693,-227.55686,30
1.0,0.0,14.4,3.9119,3.9119,3.9119,3.9119,0.3309,0.3309,0.3309,0.3309,-230.682004,33
1.0,0.0,14.6,3.9229,3.9229,3.9229,3.9229,0.2918,0.2918,0.2918,0.2918,-233.815948,36
1.0,0.0,14.8,3.9339,3.9339,3.9339,3.9339,0.2522,0.2522,0.2522,0.2522,-236.958689,40
1.0,0.0,15.0,3.9449,3.9449,3.9449,3.9449,0.2118,0.2118,0.2118,0.2118,-240.110228,46
1.0,0.0,15.2,3.9559,3.9559,3.9559,3.9559,0.1709,0.1709,0.1709,0.1709,-243.270566,54
1.0,0.0,15.4,3.9669,3.9669,3.9669,3.9669,0.1292,0.1292,0.1292,0.1292,-246.439706,64
1.0,0.0,15.6,3.9779,3.9779,3.9779,3.9779,0.0869,0.0869,0.0869,0.0869,-249.617653,64
1.0,0.0,15.8,3.989,3.989,3.989,3.989,0.0438,0.0438,0.0438,0.0438,-252.804415,159
1.0,0.0,16.0,4.0,4.0,4.0,4.0,0.0001,0.0001,0.0001,0.0001,-256.0,6037
1.0,0.0,16.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-259.2,340
1.0,0.0,16.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-262.4,191
1.0,0.0,16.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-265.6,136
1.0,0.0,16.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-268.8,107
1.0,0.0,17.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-272.0,89
1.0,0.0,17.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-275.2,76
1.0,0.0,17.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-278.4,67
1.0,0.0,17.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-281.6,60
1.0,0.0,17.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-284.8,55
1.0,0.0,18.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-288.0,50
1.0,0.0,18.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-291.2,47
1.0,0.0,18.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-294.4,44
1.0,0.0,18.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-297.6,41
1.0,0.0,18.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-300.8,39
1.0,0.0,19.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-304.0,37
1.0,0.0,19.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-307.2,35
1.0,0.0,19.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-310.4,34
1.0,0.0,19.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-313.6,32
1.0,0.0,19.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-316.8,31
1.0,0.0,20.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-320.0,30
1.0,0.0,20.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-323.2,29
1.0,0.0,20.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-326.4,28
1.0,0.0,20.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-329.6,27
1.0,0.0,20.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-332.8,26
1.0,0.0,21.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-336.0,25
1.0,0.0,21.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-339.2,25
1.0,0.0,21.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-342.4,24
1.0,0.0,21.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-345.6,24
1.0,0.0,21.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-348.8,23
1.0,0.0,22.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-352.0,22
1.0,0.0,22.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-355.2,22
1.0,0.0,22.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-358.4,22
1.0,0.0,22.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-361.6,21
1.0,0.0,22.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-364.8,21
1.0,0.0,23.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-368.0,20
1.0,0.0,23.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-371.2,20
1.0,0.0,23.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-374.4,20
1.0,0.0,23.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-377.6,19
1.0,0.0,23.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-380.8,19
1.0,0.0,24.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-384.0,19
1.0,0.0,24.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-387.2,18
1.0,0.0,24.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-390.4,18
1.0,0.0,24.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-393.6,18
1.0,0.0,24.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-396.8,18
1.0,0.0,25.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-400.0,17
1.0,0.0,25.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-403.2,17
1.0,0.0,25.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-406.4,17
1.0,0.0,25.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-409.6,17
1.0,0.0,25.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-412.8,17
1.0,0.0,26.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-416.0,16
1.0,0.0,26.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-419.2,16
1.0,0.0,26.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-422.4,16
1.0,0.0,26.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-425.6,16
1.0,0.0,26.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-428.8,16
1.0,0.0,27.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-432.0,15
1.0,0.0,27.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-435.2,15
1.0,0.0,27.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-438.4,15
1.0,0.0,27.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-441.6,15
1.0,0.0,27.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-444.8,15
1.0,0.0,28.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-448.0,15
1.0,0.0,28.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-451.2,15
1.0,0.0,28.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-454.4,14
1.0,0.0,28.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-457.6,14
1.0,0.0,28.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-460.8,14
1.0,0.0,29.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-464.0,14
1.0,0.0,29.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-467.2,14
1.0,0.0,29.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-470.4,14
1.0,0.0,29.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-473.6,14
1.0,0.0,29.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-476.8,14
1.0,0.0,30.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-480.0,14
1.0,0.0,30.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-483.2,13
1.0,0.0,30.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-486.4,13
1.0,0.0,30.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-489.6,13
1.0,0.0,30.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-492.8,13
1.0,0.0,31.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-496.0,13
1.0,0.0,31.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-499.2,13
1.0,0.0,31.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-502.4,13
1.0,0.0,31.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-505.6,13
1.0,0.0,31.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-508.8,13
1.0,0.0,32.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-512.0,13
1.0,0.0,32.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-515.2,13
1.0,0.0,32.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-518.4,12
1.0,0.0,32.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-521.6,12
1.0,0.0,32.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-524.8,12
1.0,0.0,33.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-528.0,12
1.0,0.0,33.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-531.2,12
1.0,0.0,33.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-534.4,12
1.0,0.0,33.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-537.6,12
1.0,0.0,33.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-540.8,12
1.0,0.0,34.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-544.0,12
1.0,0.0,34.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-547.2,12
1.0,0.0,34.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-550.4,12
1.0,0.0,34.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-553.6,12
1.0,0.0,34.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-556.8,12
1.0,0.0,35.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-560.0,12
1.0,0.0,35.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-563.2,12
1.0,0.0,35.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-566.4,11
1.0,0.0,35.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-569.6,11
1.0,0.0,35.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-572.8,11
1.0,0.0,36.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-576.0,11
1.0,0.0,36.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-579.2,11
1.0,0.0,36.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-582.4,11
1.0,0.0,36.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-585.6,11
1.0,0.0,36.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-588.8,11
1.0,0.0,37.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-592.0,11
1.0,0.0,37.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-595.2,11
1.0,0.0,37.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-598.4,11
1.0,0.0,37.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-601.6,11
1.0,0.0,37.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-604.8,11
1.0,0.0,38.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-608.0,11
1.0,0.0,38.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-611.2,11
1.0,0.0,38.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-614.4,11
1.0,0.0,38.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-617.6,11
1.0,0.0,38.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-620.8,11
1.0,0.0,39.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-624.0,11
1.0,0.0,39.2,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-627.2,11
1.0,0.0,39.4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-630.4,11
1.0,0.0,39.6,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-633.6,10
1.0,0.0,39.8,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-636.8,10
1.0,0.0,40.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,-640.0,10
1.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
1.0,1.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
1.0,1.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
1.0,1.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1.0,1.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
1.0,1.0,-4.0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,6584
1.0,1.0,-3.8,0.2266,0.2266,0.2266,0.2266,0.2257,0.2257,0.2257,0.2257,-0.091007,60
1.0,1.0,-3.6,0.4456,0.4456,0.4456,0.4456,0.4421,0.4421,0.4421,0.4421,-0.360578,37
1.0,1.0,-3.4,0.6511,0.6511,0.6511,0.6511,0.6433,0.6433,0.6433,0.6433,-0.80032,27
1.0,1.0,-3.2,0.8386,0.8386,0.8386,0.8386,0.8241,0.8241,0.8241,0.8241,-1.397457,21
1.0,1.0,-3.0,1.0072,1.0072,1.0072,1.0072,0.9833,0.9833,0.9833,0.9833,-2.137021,18
1.0,1.0,-2.8,1.1581,1.1581,1.1581,1.1581,1.1221,1.1221,1.1221,1.1221,-3.004233,15
1.0,1.0,-2.6,1.2934,1.2934,1.2934,1.2934,1.2426,1.2426,1.2426,1.2426,-3.985764,13
1.0,1.0,-2.4,1.4153,1.4153,1.4153,1.4153,1.3474,1.3474,1.3474,1.3474,-5.070065,12
1.0,1.0,-2.2,1.526,1.526,1.526,1.526,1.4388,1.4388,1.4388,1.4388,-6.247281,11
1.0,1.0,-2.0,1.6269,1.6269,1.6269,1.6269,1.5186,1.5186,1.5186,1.5186,-7.509008,10
1.0,1.0,-1.8,1.7195,1.7195,1.7195,1.7195,1.5884,1.5884,1.5884,1.5884,-8.848057,9
1.0,1.0,-1.6,1.8049,1.8049,1.8049,1.8049,1.6497,1.6497,1.6497,1.6497,-10.258236,8
1.0,1.0,-1.4,1.884,1.884,1.884,1.884,1.7034,1.7034,1.7034,1.7034,-11.734168,8
1.0,1.0,-1.2,1.9576,1.9576,1.9576,1.9576,1.7506,1.7506,1.7506,1.7506,-13.271153,7
1.0,1.0,-1.0,2.0264,2.0264,2.0264,2.0264,1.7919,1.7919,1.7919,1.7919,-14.865052,7
1.0,1.0,-0.8,2.0908,2.0908,2.0908,2.0908,1.8281,1.8281,1.8281,1.8281,-16.512196,7
1.0,1.0,-0.6,2.1514,2.1514,2.1514,2.1514,1.8597,1.8597,1.8597,1.8597,-18.209312,6
1.0,1.0,-0.4,2.2085,2.2085,2.2085,2.2085,1.8872,1.8872,1.8872,1.8872,-19.953466,6
1.0,1.0,-0.2,2.2624,2.2624,2.2624,2.2624,1.911,1.911,1.911,1.911,-21.742011,6
1.0,1.0,0.0,2.3135,2.3135,2.3135,2.3135,1.9315,1.9315,1.9315,1.9315,-23.572554,6
1.0,1.0,0.2,2.362,2.362,2.362,2.362,1.949,1.949,1.949,1.949,-25.442915,5
