tx,U,mu,rho0,rho1,rho2,rho3,phi0_sq,phi1_sq,phi2_sq,phi3_sq,E0,iters
1.0,28.0,62.6,2.8209,2.8209,2.8209,2.8209,1.3532,1.3532,1.3532,1.3532,-425.422106,9
1.0,28.0,62.8,2.8276,2.8276,2.8276,2.8276,1.3502,1.3502,1.3502,1.3502,-427.681521,9
1.0,28.0,63.0,2.8342,2.8342,2.8342,2.8342,1.3472,1.3472,1.3472,1.3472,-429.946222,9
1.0,28.0,63.2,2.8407,2.8407,2.8407,2.8407,1.3442,1.3442,1.3442,1.3442,-432.216151,10
1.0,28.0,63.4,2.8471,2.8471,2.8471,2.8471,1.3412,1.3412,1.3412,1.3412,-434.491248,10
1.0,28.0,63.6,2.8534,2.8534,2.8534,2.8534,1.3381,1.3381,1.3381,1.3381,-436.771454,10
1.0,28.0,63.8,2.8597,2.8597,2.8597,2.8597,1.335,1.335,1.335,1.335,-439.05671,10
1.0,28.0,64.0,2.8659,2.8659,2.8659,2.8659,1.3319,1.3319,1.3319,1.3319,-441.346958,10
1.0,28.0,64.2,2.872,2.872,2.872,2.872,1.3288,1.3288,1.3288,1.3288,-443.64214,10
1.0,28.0,64.4,2.8781,2.8781,2.8781,2.8781,1.3258,1.3258,1.3258,1.3258,-445.9422,10
1.0,28.0,64.6,2.8841,2.8841,2.8841,2.8841,1.3227,1.3227,1.3227,1.3227,-448.247079,10
1.0,28.0,64.8,2.89,2.89,2.89,2.89,1.3197,1.3197,1.3197,1.3197,-450.556724,10
1.0,28.0,65.0,2.8959,2.8959,2.8959,2.8959,1.3168,1.3168,1.3168,1.3168,-452.871079,10
1.0,28.0,65.2,2.9017,2.9017,2.9017,2.9017,1.3139,1.3139,1.3139,1.3139,-455.190091,10
1.0,28.0,65.4,2.9074,2.9074,2.9074,2.9074,1.3111,1.3111,1.3111,1.3111,-457.513708,10
1.0,28.0,65.6,2.913,2.913,2.913,2.913,1.3084,1.3084,1.3084,1.3084,-459.841878,10
1.0,28.0,65.8,2.9186,2.9186,2.9186,2.9186,1.3058,1.3058,1.3058,1.3058,-462.174551,11
1.0,28.0,66.0,2.9242,2.9242,2.9242,2.9242,1.3032,1.3032,1.3032,1.3032,-464.51168,11
1.0,28.0,66.2,2.9297,2.9297,2.9297,2.9297,1.3008,1.3008,1.3008,1.3008,-466.853216,11
1.0,28.0,66.4,2.9351,2.9351,2.9351,2.9351,1.2985,1.2985,1.2985,1.2985,-469.199116,11
1.0,28.0,66.6,2.9405,2.9405,2.9405,2.9405,1.2963,1.2963,1.2963,1.2963,-471.549334,11
1.0,28.0,66.8,2.9458,2.9458,2.9458,2.9458,1.2942,1.2942,1.2942,1.2942,-473.903831,11
1.0,28.0,67.0,2.951,2.951,2.951,2.951,1.2923,1.2923,1.2923,1.2923,-476.262564,11
1.0,28.0,67.2,2.9563,2.9563,2.9563,2.9563,1.2905,1.2905,1.2905,1.2905,-478.625497,11
1.0,28.0,67.4,2.9615,2.9615,2.9615,2.9615,1.2888,1.2888,1.2888,1.2888,-480.992593,11
1.0,28.0,67.6,2.9666,2.9666,2.9666,2.9666,1.2873,1.2873,1.2873,1.2873,-483.363818,11
1.0,28.0,67.8,2.9717,2.9717,2.9717,2.9717,1.286,1.286,1.286,1.286,-485.739139,11
1.0,28.0,68.0,2.9768,2.9768,2.9768,2.9768,1.2848,1.2848,1.2848,1.2848,-488.118528,11
1.0,28.0,68.2,2.9818,2.9818,2.9818,2.9818,1.2837,1.2837,1.2837,1.2837,-490.501956,11
1.0,28.0,68.4,2.9868,2.9868,2.9868,2.9868,1.2829,1.2829,1.2829,1.2829,-492.889397,11
1.0,28.0,68.6,2.9918,2.9918,2.9918,2.9918,1.2822,1.2822,1.2822,1.2822,-495.280827,11
1.0,28.0,68.8,2.9967,2.9967,2.9967,2.9967,1.2816,1.2816,1.2816,1.2816,-497.676226,11
1.0,28.0,69.0,3.0016,3.0016,3.0016,3.0016,1.2812,1.2812,1.2812,1.2812,-500.075574,11
1.0,28.0,69.2,3.0066,3.0066,3.0066,3.0066,1.281,1.281,1.281,1.281,-502.478854,11
1.0,28.0,69.4,3.0114,3.0114,3.0114,3.0114,1.281,1.281,1.281,1.281,-504.886052,11
1.0,28.0,69.6,3.0163,3.0163,3.0163,3.0163,1.2811,1.2811,1.2811,1.2811,-507.297154,11
1.0,28.0,69.8,3.0212,3.0212,3.0212,3.0212,1.2814,1.2814,1.2814,1.2814,-509.71215,11
1.0,28.0,70.0,3.026,3.026,3.026,3.026,1.2818,1.2818,1.2818,1.2818,-512.131031,11
1.0,28.0,70.2,3.0309,3.0309,3.0309,3.0309,1.2824,1.2824,1.2824,1.2824,-514.553792,11
1.0,28.0,70.4,3.0357,3.0357,3.0357,3.0357,1.2831,1.2831,1.2831,1.2831,-516.980426,11
1.0,28.0,70.6,3.0406,3.0406,3.0406,3.0406,1.284,1.284,1.284,1.284,-519.410933,11
1.0,28.0,70.8,3.0454,3.0454,3.0454,3.0454,1.285,1.285,1.285,1.285,-521.845311,11
1.0,28.0,71.0,3.0502,3.0502,3.0502,3.0502,1.2862,1.2862,1.2862,1.2862,-524.283561,11
1.0,28.0,71.2,3.0551,3.0551,3.0551,3.0551,1.2875,1.2875,1.2875,1.2875,-526.725686,11
1.0,28.0,71.4,3.0599,3.0599,3.0599,3.0599,1.2889,1.2889,1.2889,1.2889,-529.171691,11
1.0,28.0,71.6,3.0648,3.0648,3.0648,3.0648,1.2904,1.2904,1.2904,1.2904,-531.621582,11
1.0,28.0,71.8,3.0697,3.0697,3.0697,3.0697,1.2921,1.2921,1.2921,1.2921,-534.075367,11
1.0,28.0,72.0,3.0746,3.0746,3.0746,3.0746,1.2938,1.2938,1.2938,1.2938,-536.533054,10
1.0,28.0,72.2,3.0795,3.0795,3.0795,3.0795,1.2956,1.2956,1.2956,1.2956,-538.994655,10
1.0,28.0,72.4,3.0844,3.0844,3.0844,3.0844,1.2976,1.2976,1.2976,1.2976,-541.460181,10
1.0,28.0,72.6,3.0893,3.0893,3.0893,3.0893,1.2995,1.2995,1.2995,1.2995,-543.929646,10
1.0,28.0,72.8,3.0942,3.0942,3.0942,3.0942,1.3016,1.3016,1.3016,1.3016,-546.403063,10
1.0,28.0,73.0,3.0992,3.0992,3.0992,3.0992,1.3038,1.3038,1.3038,1.3038,-548.880447,10
1.0,28.0,73.2,3.1042,3.1042,3.1042,3.1042,1.3059,1.3059,1.3059,1.3059,-551.361816,10
1.0,28.0,73.4,3.1092,3.1092,3.1092,3.1092,1.3082,1.3082,1.3082,1.3082,-553.847186,10
1.0,28.0,73.6,3.1143,3.1143,3.1143,3.1143,1.3104,1.3104,1.3104,1.3104,-556.336576,10
1.0,28.0,73.8,3.1193,3.1193,3.1193,3.1193,1.3127,1.3127,1.3127,1.3127,-558.830003,10
1.0,28.0,74.0,3.1244,3.1244,3.1244,3.1244,1.3151,1.3151,1.3151,1.3151,-561.327488,10
1.0,28.0,74.2,3.1295,3.1295,3.1295,3.1295,1.3174,1.3174,1.3174,1.3174,-563.82905,10
1.0,28.0,74.4,3.1346,3.1346,3.1346,3.1346,1.3197,1.3197,1.3197,1.3197,-566.334711,10
1.0,28.0,74.6,3.1398,3.1398,3.1398,3.1398,1.3221,1.3221,1.3221,1.3221,-568.84449,9
1.0,28.0,74.8,3.145,3.145,3.145,3.145,1.3244,1.3244,1.3244,1.3244,-571.35841,9
1.0,28.0,75.0,3.1502,3.1502,3.1502,3.1502,1.3267,1.3267,1.3267,1.3267,-573.876493,9
1.0,28.0,75.2,3.1555,3.1555,3.1555,3.1555,1.3289,1.3289,1.3289,1.3289,-576.398761,9
1.0,28.0,75.4,3.1607,3.1607,3.1607,3.1607,1.3312,1.3312,1.3312,1.3312,-578.925235,9
1.0,28.0,75.6,3.166,3.166,3.166,3.166,1.3334,1.3334,1.3334,1.3334,-581.455939,9
1.0,28.0,75.8,3.1714,3.1714,3.1714,3.1714,1.3355,1.3355,1.3355,1.3355,-583.990895,9
1.0,28.0,76.0,3.1767,3.1767,3.1767,3.1767,1.3376,1.3376,1.3376,1.3376,-586.530127,9
1.0,28.0,76.2,3.1821,3.1821,3.1821,3.1821,1.3396,1.3396,1.3396,1.3396,-589.073656,9
1.0,28.0,76.4,3.1875,3.1875,3.1875,3.1875,1.3415,1.3415,1.3415,1.3415,-591.621507,9
1.0,28.0,76.6,3.193,3.193,3.193,3.193,1.3434,1.3434,1.3434,1.3434,-594.173702,9
1.0,28.0,76.8,3.1984,3.1984,3.1984,3.1984,1.3452,1.3452,1.3452,1.3452,-596.730263,9
1.0,28.0,77.0,3.2039,3.2039,3.2039,3.2039,1.3469,1.3469,1.3469,1.3469,-599.291214,8
1.0,28.0,77.2,3.2095,3.2095,3.2095,3.2095,1.3484,1.3484,1.3484,1.3484,-601.856577,8
1.0,28.0,77.4,3.215,3.215,3.215,3.215,1.3499,1.3499,1.3499,1.3499,-604.426375,8
1.0,28.0,77.6,3.2206,3.2206,3.2206,3.2206,1.3513,1.3513,1.3513,1.3513,-607.00063,8
1.0,28.0,77.8,3.2262,3.2262,3.2262,3.2262,1.3526,1.3526,1.3526,1.3526,-609.579364,8
1.0,28.0,78.0,3.2319,3.2319,3.2319,3.2319,1.3537,1.3537,1.3537,1.3537,-612.1626,8
1.0,28.0,78.2,3.2375,3.2375,3.2375,3.2375,1.3547,1.3547,1.3547,1.3547,-614.750359,8
1.0,28.0,78.4,3.2432,3.2432,3.2432,3.2432,1.3556,1.3556,1.3556,1.3556,-617.342663,8
1.0,28.0,78.6,3.249,3.249,3.249,3.249,1.3563,1.3563,1.3563,1.3563,-619.939533,8
1.0,28.0,78.8,3.2547,3.2547,3.2547,3.2547,1.3569,1.3569,1.3569,1.3569,-622.54099,8
1.0,28.0,79.0,3.2605,3.2605,3.2605,3.2605,1.3574,1.3574,1.3574,1.3574,-625.147056,8
1.0,28.0,79.2,3.2663,3.2663,3.2663,3.2663,1.3577,1.3577,1.3577,1.3577,-627.75775,8
1.0,28.0,79.4,3.2721,3.2721,3.2721,3.2721,1.3579,1.3579,1.3579,1.3579,-630.373093,8
1.0,28.0,79.6,3.2779,3.2779,3.2779,3.2779,1.3579,1.3579,1.3579,1.3579,-632.993105,8
1.0,28.0,79.8,3.2838,3.2838,3.2838,3.2838,1.3577,1.3577,1.3577,1.3577,-635.617806,8
1.0,28.0,80.0,3.2897,3.2897,3.2897,3.2897,1.3574,1.3574,1.3574,1.3574,-638.247216,8
1.0,28.0,80.2,3.2956,3.2956,3.2956,3.2956,1.3569,1.3569,1.3569,1.3569,-640.881353,8
1.0,28.0,80.4,3.3016,3.3016,3.3016,3.3016,1.3563,1.3563,1.3563,1.3563,-643.520237,8
1.0,28.0,80.6,3.3075,3.3075,3.3075,3.3075,1.3555,1.3555,1.3555,1.3555,-646.163886,8
1.0,28.0,80.8,3.3135,3.3135,3.3135,3.3135,1.3545,1.3545,1.3545,1.3545,-648.812319,7
1.0,28.0,81.0,3.3196,3.3196,3.3196,3.3196,1.3533,1.3533,1.3533,1.3533,-651.465554,7
1.0,28.0,81.2,3.3256,3.3256,3.3256,3.3256,1.3519,1.3519,1.3519,1.3519,-654.123608,7
1.0,28.0,81.4,3.3316,3.3316,3.3316,3.3316,1.3504,1.3504,1.3504,1.3504,-656.7865,7
1.0,28.0,81.6,3.3377,3.3377,3.3377,3.3377,1.3487,1.3487,1.3487,1.3487,-659.454247,7
1.0,28.0,81.8,3.3438,3.3438,3.3438,3.3438,1.3467,1.3467,1.3467,1.3467,-662.126866,7
1.0,28.0,82.0,3.3499,3.3499,3.3499,3.3499,1.3446,1.3446,1.3446,1.3446,-664.804374,7
1.0,28.0,82.2,3.3561,3.3561,3.3561,3.3561,1.3423,1.3423,1.3423,1.3423,-667.486787,7
1.0,28.0,82.4,3.3623,3.3623,3.3623,3.3623,1.3398,1.3398,1.3398,1.3398,-670.174123,7
1.0,28.0,82.6,3.3684,3.3684,3.3684,3.3684,1.3371,1.3371,1.3371,1.3371,-672.866398,7
1.0,28.0,82.8,3.3746,3.3746,3.3746,3.3746,1.3342,1.3342,1.3342,1.3342,-675.563627,7
1.0,28.0,83.0,3.3809,3.3809,3.3809,3.3809,1.3311,1.3311,1.3311,1.3311,-678.265828,7
1.0,28.0,83.2,3.3871,3.3871,3.3871,3.3871,1.3278,1.3278,1.3278,1.3278,-680.973015,7
1.0,28.0,83.4,3.3934,3.3934,3.3934,3.3934,1.3243,1.3243,1.3243,1.3243,-683.685205,7
1.0,28.0,83.6,3.3997,3.3997,3.3997,3.3997,1.3206,1.3206,1.3206,1.3206,-686.402412,7
1.0,28.0,83.8,3.406,3.406,3.406,3.406,1.3167,1.3167,1.3167,1.3167,-689.124653,7
1.0,28.0,84.0,3.4123,3.4123,3.4123,3.4123,1.3126,1.3126,1.3126,1.3126,-691.851943,7
1.0,28.0,84.2,3.4186,3.4186,3.4186,3.4186,1.3082,1.3082,1.3082,1.3082,-694.584298,7
1.0,28.0,84.4,3.425,3.425,3.425,3.425,1.3037,1.3037,1.3037,1.3037,-697.321731,7
1.0,28.0,84.6,3.4314,3.4314,3.4314,3.4314,1.2989,1.2989,1.2989,1.2989,-700.064259,7
1.0,28.0,84.8,3.4377,3.4377,3.4377,3.4377,1.2939,1.2939,1.2939,1.2939,-702.811898,7
1.0,28.0,85.0,3.4442,3.4442,3.4442,3.4442,1.2887,1.2887,1.2887,1.2887,-705.564661,7
1.0,28.0,85.2,3.4506,3.4506,3.4506,3.4506,1.2833,1.2833,1.2833,1.2833,-708.322564,7
1.0,28.0,85.4,3.4571,3.4571,3.4571,3.4571,1.2776,1.2776,1.2776,1.2776,-711.085622,7
1.0,28.0,85.6,3.4635,3.4635,3.4635,3.4635,1.2717,1.2717,1.2717,1.2717,-713.853851,7
1.0,28.0,85.8,3.47,3.47,3.47,3.47,1.2656,1.2656,1.2656,1.2656,-716.627266,7
1.0,28.0,86.0,3.4765,3.4765,3.4765,3.4765,1.2593,1.2593,1.2593,1.2593,-719.405882,7
1.0,28.0,86.2,3.4831,3.4831,3.4831,3.4831,1.2527,1.2527,1.2527,1.2527,-722.189714,7
1.0,28.0,86.4,3.4896,3.4896,3.4896,3.4896,1.2459,1.2459,1.2459,1.2459,-724.978778,7
1.0,28.0,86.6,3.4962,3.4962,3.4962,3.4962,1.2389,1.2389,1.2389,1.2389,-727.77309,7
1.0,28.0,86.8,3.5028,3.5028,3.5028,3.5028,1.2316,1.2316,1.2316,1.2316,-730.572665,7
1.0,28.0,87.0,3.5094,3.5094,3.5094,3.5094,1.2241,1.2241,1.2241,1.2241,-733.37752,7
1.0,28.0,87.2,3.516,3.516,3.516,3.516,1.2164,1.2164,1.2164,1.2164,-736.187669,7
1.0,28.0,87.4,3.5227,3.5227,3.5227,3.5227,1.2084,1.2084,1.2084,1.2084,-739.003131,8
1.0,28.0,87.6,3.5293,3.5293,3.5293,3.5293,1.2001,1.2001,1.2001,1.2001,-741.823919,8
1.0,28.0,87.8,3.536,3.536,3.536,3.536,1.1916,1.1916,1.1916,1.1916,-744.650053,8
1.0,28.0,88.0,3.5427,3.5427,3.5427,3.5427,1.1829,1.1829,1.1829,1.1829,-747.481547,8
1.0,28.0,88.2,3.5495,3.5495,3.5495,3.5495,1.1739,1.1739,1.1739,1.1739,-750.31842,8
1.0,28.0,88.4,3.5562,3.5562,3.5562,3.5562,1.1646,1.1646,1.1646,1.1646,-753.160687,8
1.0,28.0,88.6,3.563,3.563,3.563,3.563,1.1551,1.1551,1.1551,1.1551,-756.008368,8
1.0,28.0,88.8,3.5698,3.5698,3.5698,3.5698,1.1453,1.1453,1.1453,1.1453,-758.861478,8
1.0,28.0,89.0,3.5766,3.5766,3.5766,3.5766,1.1352,1.1352,1.1352,1.1352,-761.720037,8
1.0,28.0,89.2,3.5835,3.5835,3.5835,3.5835,1.1249,1.1249,1.1249,1.1249,-764.584063,8
1.0,28.0,89.4,3.5903,3.5903,3.5903,3.5903,1.1143,1.1143,1.1143,1.1143,-767.453573,8
1.0,28.0,89.6,3.5972,3.5972,3.5972,3.5972,1.1034,1.1034,1.1034,1.1034,-770.328586,8
1.0,28.0,89.8,3.6041,3.6041,3.6041,3.6041,1.0922,1.0922,1.0922,1.0922,-773.209122,8
1.0,28.0,90.0,3.6111,3.6111,3.6111,3.6111,1.0808,1.0808,1.0808,1.0808,-776.0952,8
1.0,28.0,90.2,3.618,3.618,3.618,3.618,1.069,1.069,1.069,1.069,-778.986839,8
1.0,28.0,90.4,3.625,3.625,3.625,3.625,1.057,1.057,1.057,1.057,-781.884058,8
1.0,28.0,90.6,3.632,3.632,3.632,3.632,1.0446,1.0446,1.0446,1.0446,-784.786879,8
1.0,28.0,90.8,3.6391,3.6391,3.6391,3.6391,1.0319,1.0319,1.0319,1.0319,-787.695321,9
1.0,28.0,91.0,3.6461,3.6461,3.6461,3.6461,1.019,1.019,1.019,1.019,-790.609405,9
1.0,28.0,91.2,3.6532,3.6532,3.6532,3.6532,1.0057,1.0057,1.0057,1.0057,-793.529153,9
1.0,28.0,91.4,3.6604,3.6604,3.6604,3.6604,0.9921,0.9921,0.9921,0.9921,-796.454585,9
1.0,28.0,91.6,3.6675,3.6675,3.6675,3.6675,0.9781,0.9781,0.9781,0.9781,-799.385723,9
1.0,28.0,91.8,3.6747,3.6747,3.6747,3.6747,0.9639,0.9639,0.9639,0.9639,-802.32259,9
1.0,28.0,92.0,3.6819,3.6819,3.6819,3.6819,0.9492,0.9492,0.9492,0.9492,-805.265208,9
1.0,28.0,92.2,3.6891,3.6891,3.6891,3.6891,0.9343,0.9343,0.9343,0.9343,-808.2136,9
1.0,28.0,92.4,3.6964,3.6964,3.6964,3.6964,0.919,0.919,0.919,0.919,-811.167788,10
1.0,28.0,92.6,3.7037,3.7037,3.7037,3.7037,0.9034,0.9034,0.9034,0.9034,-814.127797,10
1.0,28.0,92.8,3.711,3.711,3.711,3.711,0.8874,0.8874,0.8874,0.8874,-817.093651,10
1.0,28.0,93.0,3.7183,3.7183,3.7183,3.7183,0.871,0.871,0.871,0.871,-820.065373,10
1.0,28.0,93.2,3.7257,3.7257,3.7257,3.7257,0.8542,0.8542,0.8542,0.8542,-823.04299,10
1.0,28.0,93.4,3.7331,3.7331,3.7331,3.7331,0.8371,0.8371,0.8371,0.8371,-826.026526,11
1.0,28.0,93.6,3.7406,3.7406,3.7406,3.7406,0.8196,0.8196,0.8196,0.8196,-829.016006,11
1.0,28.0,93.8,3.7481,3.7481,3.7481,3.7481,0.8017,0.8017,0.8017,0.8017,-832.011458,11
1.0,28.0,94.0,3.7556,3.7556,3.7556,3.7556,0.7834,0.7834,0.7834,0.7834,-835.012908,11
1.0,28.0,94.2,3.7631,3.7631,3.7631,3.7631,0.7647,0.7647,0.7647,0.7647,-838.020383,12
1.0,28.0,94.4,3.7707,3.7707,3.7707,3.7707,0.7455,0.7455,0.7455,0.7455,-841.033911,12
1.0,28.0,94.6,3.7783,3.7783,3.7783,3.7783,0.726,0.726,0.726,0.726,-844.053521,12
1.0,28.0,94.8,3.786,3.786,3.786,3.786,0.706,0.706,0.706,0.706,-847.07924,13
1.0,28.0,95.0,3.7937,3.7937,3.7937,3.7937,0.6856,0.6856,0.6856,0.6856,-850.111099,13
1.0,28.0,95.2,3.8014,3.8014,3.8014,3.8014,0.6647,0.6647,0.6647,0.6647,-853.149128,13
1.0,28.0,95.4,3.8092,3.8092,3.8092,3.8092,0.6433,0.6433,0.6433,0.6433,-856.193356,14
1.0,28.0,95.6,3.817,3.817,3.817,3.817,0.6215,0.6215,0.6215,0.6215,-859.243815,14
1.0,28.0,95.8,3.8248,3.8248,3.8248,3.8248,0.5992,0.5992,0.5992,0.5992,-862.300536,15
1.0,28.0,96.0,3.8327,3.8327,3.8327,3.8327,0.5764,0.5764,0.5764,0.5764,-865.363552,15
1.0,28.0,96.2,3.8406,3.8406,3.8406,3.8406,0.5531,0.5531,0.5531,0.5531,-868.432896,16
1.0,28.0,96.4,3.8486,3.8486,3.8486,3.8486,0.5293,0.5293,0.5293,0.5293,-871.508599,17
1.0,28.0,96.6,3.8566,3.8566,3.8566,3.8566,0.505,0.505,0.505,0.505,-874.590698,17
1.0,28.0,96.8,3.8647,3.8647,3.8647,3.8647,0.4802,0.4802,0.4802,0.4802,-877.679225,18
1.0,28.0,97.0,3.8728,3.8728,3.8728,3.8728,0.4547,0.4547,0.4547,0.4547,-880.774216,19
1.0,28.0,97.2,3.8809,3.8809,3.8809,3.8809,0.4288,0.4288,0.4288,0.4288,-883.875707,20
1.0,28.0,97.4,3.8891,3.8891,3.8891,3.8891,0.4023,0.4023,0.4023,0.4023,-886.983732,22
1.0,28.0,97.6,3.8974,3.8974,3.8974,3.8974,0.3751,0.3751,0.3751,0.3751,-890.09833,23
1.0,28.0,97.8,3.9057,3.9057,3.9057,3.9057,0.3474,0.3474,0.3474,0.3474,-893.219536,24
1.0,28.0,98.0,3.914,3.914,3.914,3.914,0.3191,0.3191,0.3191,0.3191,-896.347388,26
1.0,28.0,98.2,3.9224,3.9224,3.9224,3.9224,0.2902,0.2902,0.2902,0.2902,-899.481925,29
1.0,28.0,98.4,3.9308,3.9308,3.9308,3.9308,0.2606,0.2606,0.2606,0.2606,-902.623185,31
1.0,28.0,98.6,3.9393,3.9393,3.9393,3.9393,0.2304,0.2304,0.2304,0.2304,-905.771205,34
1.0,28.0,98.8,3.9478,3.9478,3.9478,3.9478,0.1996,0.1996,0.1996,0.1996,-908.926026,38
1.0,28.0,99.0,3.9564,3.9564,3.9564,3.9564,0.1681,0.1681,0.1681,0.1681,-912.087688,44
1.0,28.0,99.2,3.965,3.965,3.965,3.965,0.1359,0.1359,0.1359,0.1359,-915.256229,50
1.0,28.0,99.4,3.9737,3.9737,3.9737,3.9737,0.103,0.103,0.103,0.103,-918.43169,55
1.0,28.0,99.6,3.9824,3.9824,3.9824,3.9824,0.0694,0.0694,0.0694,0.0694,-921.614112,81
1.0,28.0,99.8,3.9912,3.9912,3.9912,3.9912,0.0351,0.0351,0.0351,0.0351,-924.803535,160
1.0,29.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
1.0,29.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
1.0,29.0,-4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
1.0,29.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1.0,29.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
1.0,29.0,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,3560
1.0,29.0,-3.8,0.0355,0.0355,0.0355,0.0355,0.0345,0.0345,0.0345,0.0345,-0.014273,48
1.0,29.0,-3.6,0.0699,0.0699,0.0699,0.0699,0.0661,0.0661,0.0661,0.0661,-0.056495,25
1.0,29.0,-3.4,0.1032,0.1032,0.1032,0.1032,0.095,0.095,0.095,0.095,-0.125796,15
1.0,29.0,-3.2,0.1355,0.1355,0.1355,0.1355,0.1213,0.1213,0.1213,0.1213,-0.221342,15
1.0,29.0,-3.0,0.1668,0.1668,0.1668,0.1668,0.1454,0.1454,0.1454,0.1454,-0.342344,13
1.0,29.0,-2.8,0.1973,0.1973,0.1973,0.1973,0.1673,0.1673,0.1673,0.1673,-0.488056,12
1.0,29.0,-2.6,0.2269,0.2269,0.2269,0.2269,0.1872,0.1872,0.1872,0.1872,-0.657777,11
1.0,29.0,-2.4,0.2557,0.2557,0.2557,0.2557,0.2054,0.2054,0.2054,0.2054,-0.85085,10
1.0,29.0,-2.2,0.2837,0.2837,0.2837,0.2837,0.2219,0.2219,0.2219,0.2219,-1.066658,9
1.0,29.0,-2.0,0.3111,0.3111,0.3111,0.3111,0.2367,0.2367,0.2367,0.2367,-1.304621,9
1.0,29.0,-1.8,0.3378,0.3378,0.3378,0.3378,0.2502,0.2502,0.2502,0.2502,-1.564196,8
1.0,29.0,-1.6,0.3638,0.3638,0.3638,0.3638,0.2622,0.2622,0.2622,0.2622,-1.844867,8
1.0,29.0,-1.4,0.3893,0.3893,0.3893,0.3893,0.2729,0.2729,0.2729,0.2729,-2.146147,8
1.0,29.0,-1.2,0.4142,0.4142,0.4142,0.4142,0.2823,0.2823,0.2823,0.2823,-2.467577,7
1.0,29.0,-1.0,0.4386,0.4386,0.4386,0.4386,0.2906,0.2906,0.2906,0.2906,-2.80872,7
1.0,29.0,-0.8,0.4625,0.4625,0.4625,0.4625,0.2977,0.2977,0.2977,0.2977,-3.169164,7
1.0,29.0,-0.6,0.4859,0.4859,0.4859,0.4859,0.3037,0.3037,0.3037,0.3037,-3.548517,7
1.0,29.0,-0.4,0.5088,0.5088,0.5088,0.5088,0.3086,0.3086,0.3086,0.3086,-3.946409,7
1.0,29.0,-0.2,0.5313,0.5313,0.5313,0.5313,0.3124,0.3124,0.3124,0.3124,-4.362488,7
1.0,29.0,0.0,0.5534,0.5534,0.5534,0.5534,0.3152,0.3152,0.3152,0.3152,-4.796418,7
1.0,29.0,0.2,0.5752,0.5752,0.5752,0.5752,0.317,0.317,0.317,0.317,-5.247879,7
1.0,29.0,0.4,0.5965,0.5965,0.5965,0.5965,0.3177,0.3177,0.3177,0.3177,-5.716563,7
1.0,29.0,0.6,0.6175,0.6175,0.6175,0.6175,0.3174,0.3174,0.3174,0.3174,-6.202168,7
1.0,29.0,0.8,0.6381,0.6381,0.6381,0.6381,0.3161,0.3161,0.3161,0.3161,-6.704403,7
1.0,29.0,1.0,0.6583,0.6583,0.6583,0.6583,0.3137,0.3137,0.3137,0.3137,-7.222979,7
1.0,29.0,1.2,0.6782,0.6782,0.6782,0.6782,0.3103,0.3103,0.3103,0.3103,-7.75761,8
1.0,29.0,1.4,0.6977,0.6977,0.6977,0.6977,0.3059,0.3059,0.3059,0.3059,-8.308014,8
1.0,29.0,1.6,0.7169,0.7169,0.7169,0.7169,0.3004,0.3004,0.3004,0.3004,-8.873905,8
1.0,29.0,1.8,0.7358,0.7358,0.7358,0.7358,0.2938,0.2938,0.2938,0.2938,-9.454999,8
1.0,29.0,2.0,0.7542,0.7542,0.7542,0.7542,0.2861,0.2861,0.2861,0.2861,-10.051009,9
1.0,29.0,2.2,0.7723,0.7723,0.7723,0.7723,0.2774,0.2774,0.2774,0.2774,-10.661645,9
1.0,29.0,2.4,0.79,0.79,0.79,0.79,0.2676,0.2676,0.2676,0.2676,-11.286614,10
1.0,29.0,2.6,0.8074,0.8074,0.8074,0.8074,0.2567,0.2567,0.2567,0.2567,-11.925617,10
1.0,29.0,2.8,0.8244,0.8244,0.8244,0.8244,0.2446,0.2446,0.2446,0.2446,-12.578349,11
1.0,29.0,3.0,0.8409,0.8409,0.8409,0.8409,0.2315,0.2315,0.2315,0.2315,-13.244501,12
1.0,29.0,3.2,0.8571,0.8571,0.8571,0.8571,0.2172,0.2172,0.2172,0.2172,-13.923753,13
1.0,29.0,3.4,0.8729,0.8729,0.8729,0.8729,0.2018,0.2018,0.2018,0.2018,-14.615778,14
1.0,29.0,3.6,0.8882,0.8882,0.8882,0.8882,0.1853,0.1853,0.1853,0.1853,-15.320239,15
1.0,29.0,3.8,0.9031,0.9031,0.9031,0.9031,0.1677,0.1677,0.1677,0.1677,-16.036789,17
1.0,29.0,4.0,0.9175,0.9175,0.9175,0.9175,0.149,0.149,0.149,0.149,-16.765068,19
1.0,29.0,4.2,0.9315,0.9315,0.9315,0.9315,0.1292,0.1292,0.1292,0.1292,-17.504707,21
1.0,29.0,4.4,0.945,0.945,0.945,0.945,0.1083,0.1083,0.1083,0.1083,-18.255323,24
