t,Ubar,Mubar,Density,Phi2,Energy,Iters
1.000000,5.830000,6.180000,1.657382,0.928011,-7.090753,9
1.000000,5.830000,6.190000,1.659617,0.928555,-7.107338,9
1.000000,5.830000,6.200000,1.661846,0.929086,-7.123946,9
1.000000,5.830000,6.210000,1.664069,0.929603,-7.140575,9
1.000000,5.830000,6.220000,1.666287,0.930108,-7.157227,9
1.000000,5.830000,6.230000,1.668500,0.930600,-7.173901,9
1.000000,5.830000,6.240000,1.670706,0.931079,-7.190597,9
1.000000,5.830000,6.250000,1.672907,0.931546,-7.207315,9
1.000000,5.830000,6.260000,1.675103,0.932001,-7.224055,9
1.000000,5.830000,6.270000,1.677292,0.932443,-7.240817,9
1.000000,5.830000,6.280000,1.679476,0.932874,-7.257601,9
1.000000,5.830000,6.290000,1.681654,0.933292,-7.274407,9
1.000000,5.830000,6.300000,1.683827,0.933699,-7.291234,10
1.000000,5.830000,6.310000,1.685993,0.934093,-7.308083,10
1.000000,5.830000,6.320000,1.688154,0.934476,-7.324954,10
1.000000,5.830000,6.330000,1.690309,0.934848,-7.341846,10
1.000000,5.830000,6.340000,1.692458,0.935208,-7.358760,10
1.000000,5.830000,6.350000,1.694602,0.935557,-7.375695,10
1.000000,5.830000,6.360000,1.696739,0.935895,-7.392652,10
1.000000,5.830000,6.370000,1.698871,0.936221,-7.409630,10
1.000000,5.830000,6.380000,1.700996,0.936537,-7.426630,10
1.000000,5.830000,6.390000,1.703116,0.936843,-7.443650,10
1.000000,5.830000,6.400000,1.705229,0.937138,-7.460692,10
1.000000,5.830000,6.410000,1.707337,0.937422,-7.477755,10
1.000000,5.830000,6.420000,1.709439,0.937696,-7.494839,10
1.000000,5.830000,6.430000,1.711535,0.937960,-7.511943,10
1.000000,5.830000,6.440000,1.713625,0.938214,-7.529069,10
1.000000,5.830000,6.450000,1.715708,0.938457,-7.546216,10
1.000000,5.830000,6.460000,1.717786,0.938692,-7.563383,10
1.000000,5.830000,6.470000,1.719858,0.938916,-7.580572,10
1.000000,5.830000,6.480000,1.721923,0.939131,-7.597781,10
1.000000,5.830000,6.490000,1.723983,0.939337,-7.615010,10
1.000000,5.830000,6.500000,1.726036,0.939533,-7.632260,10
1.000000,5.830000,6.510000,1.728083,0.939721,-7.649531,10
1.000000,5.830000,6.520000,1.730125,0.939899,-7.666822,10
1.000000,5.830000,6.530000,1.732160,0.940069,-7.684133,10
1.000000,5.830000,6.540000,1.734189,0.940230,-7.701465,10
1.000000,5.830000,6.550000,1.736212,0.940383,-7.718817,10
1.000000,5.830000,6.560000,1.738228,0.940527,-7.736189,10
1.000000,5.830000,6.570000,1.740239,0.940664,-7.753582,10
1.000000,5.830000,6.580000,1.742243,0.940792,-7.770994,11
1.000000,5.830000,6.590000,1.744242,0.940912,-7.788426,11
1.000000,5.830000,6.600000,1.746234,0.941025,-7.805879,11
1.000000,5.830000,6.610000,1.748220,0.941130,-7.823351,11
1.000000,5.830000,6.620000,1.750200,0.941227,-7.840843,11
1.000000,5.830000,6.630000,1.752173,0.941317,-7.858355,11
1.000000,5.830000,6.640000,1.754141,0.941400,-7.875887,11
1.000000,5.830000,6.650000,1.756102,0.941476,-7.893438,11
1.000000,5.830000,6.660000,1.758057,0.941545,-7.911009,11
1.000000,5.830000,6.670000,1.760006,0.941607,-7.928599,11
1.000000,5.830000,6.680000,1.761948,0.941663,-7.946209,11
1.000000,5.830000,6.690000,1.763885,0.941712,-7.963838,11
1.000000,5.830000,6.700000,1.765815,0.941756,-7.981486,11
1.000000,5.830000,6.710000,1.767739,0.941793,-7.999154,11
1.000000,5.830000,6.720000,1.769657,0.941824,-8.016841,11
1.000000,5.830000,6.730000,1.771569,0.941849,-8.034547,11
1.000000,5.830000,6.740000,1.773474,0.941868,-8.052272,11
1.000000,5.830000,6.750000,1.775374,0.941883,-8.070017,11
1.000000,5.830000,6.760000,1.777267,0.941891,-8.087780,11
1.000000,5.830000,6.770000,1.779154,0.941895,-8.105562,11
1.000000,5.830000,6.780000,1.781035,0.941894,-8.123363,11
1.000000,5.830000,6.790000,1.782909,0.941887,-8.141183,11
1.000000,5.830000,6.800000,1.784778,0.941876,-8.159021,11
1.000000,5.830000,6.810000,1.786640,0.941861,-8.176878,11
1.000000,5.830000,6.820000,1.788496,0.941841,-8.194754,11
1.000000,5.830000,6.830000,1.790346,0.941817,-8.212648,12
1.000000,5.830000,6.840000,1.792190,0.941789,-8.230561,12
1.000000,5.830000,6.850000,1.794028,0.941757,-8.248492,12
1.000000,5.830000,6.860000,1.795860,0.941721,-8.266441,12
1.000000,5.830000,6.870000,1.797685,0.941682,-8.284409,12
1.000000,5.830000,6.880000,1.799505,0.941639,-8.302395,12
1.000000,5.830000,6.890000,1.801318,0.941592,-8.320399,12
1.000000,5.830000,6.900000,1.803125,0.941543,-8.338421,12
1.000000,5.830000,6.910000,1.804926,0.941491,-8.356462,12
1.000000,5.830000,6.920000,1.806722,0.941436,-8.374520,12
1.000000,5.830000,6.930000,1.808511,0.941378,-8.392596,12
1.000000,5.830000,6.940000,1.810294,0.941318,-8.410690,12
1.000000,5.830000,6.950000,1.812071,0.941255,-8.428802,12
1.000000,5.830000,6.960000,1.813842,0.941191,-8.446932,12
1.000000,5.830000,6.970000,1.815607,0.941124,-8.465079,12
1.000000,5.830000,6.980000,1.817366,0.941055,-8.483244,12
1.000000,5.830000,6.990000,1.819119,0.940985,-8.501426,12
1.000000,5.830000,7.000000,1.820867,0.940913,-8.519626,12
1.000000,5.830000,7.010000,1.822608,0.940840,-8.537843,12
1.000000,5.830000,7.020000,1.824343,0.940766,-8.556078,12
1.000000,5.830000,7.030000,1.826073,0.940690,-8.574330,12
1.000000,5.830000,7.040000,1.827797,0.940614,-8.592600,12
1.000000,5.830000,7.050000,1.829515,0.940538,-8.610886,13
1.000000,5.830000,7.060000,1.831227,0.940460,-8.629190,13
1.000000,5.830000,7.070000,1.832933,0.940383,-8.647511,13
1.000000,5.830000,7.080000,1.834633,0.940305,-8.665848,13
1.000000,5.830000,7.090000,1.836328,0.940226,-8.684203,13
1.000000,5.830000,7.100000,1.838017,0.940148,-8.702575,13
1.000000,5.830000,7.110000,1.839700,0.940071,-8.720964,13
1.000000,5.830000,7.120000,1.841378,0.939993,-8.739369,13
1.000000,5.830000,7.130000,1.843050,0.939916,-8.757791,13
1.000000,5.830000,7.140000,1.844716,0.939840,-8.776230,13
1.000000,5.830000,7.150000,1.846377,0.939765,-8.794685,13
1.000000,5.830000,7.160000,1.848032,0.939691,-8.813158,13
1.000000,5.830000,7.170000,1.849681,0.939618,-8.831646,13
1.000000,5.830000,7.180000,1.851325,0.939547,-8.850151,13
1.000000,5.830000,7.190000,1.852964,0.939477,-8.868673,13
1.000000,5.830000,7.200000,1.854597,0.939409,-8.887210,13
1.000000,5.830000,7.210000,1.856225,0.939342,-8.905764,13
1.000000,5.830000,7.220000,1.857847,0.939278,-8.924335,13
1.000000,5.830000,7.230000,1.859463,0.939216,-8.942921,13
1.000000,5.830000,7.240000,1.861075,0.939156,-8.961524,13
1.000000,5.830000,7.250000,1.862681,0.939098,-8.980143,13
1.000000,5.830000,7.260000,1.864282,0.939044,-8.998778,13
1.000000,5.830000,7.270000,1.865877,0.938992,-9.017429,13
1.000000,5.830000,7.280000,1.867468,0.938943,-9.036095,14
1.000000,5.830000,7.290000,1.869053,0.938898,-9.054778,14
1.000000,5.830000,7.300000,1.870633,0.938855,-9.073476,14
1.000000,5.830000,7.310000,1.872207,0.938816,-9.092190,14
1.000000,5.830000,7.320000,1.873777,0.938781,-9.110920,14
1.000000,5.830000,7.330000,1.875342,0.938749,-9.129666,14
1.000000,5.830000,7.340000,1.876901,0.938721,-9.148427,14
1.000000,5.830000,7.350000,1.878456,0.938697,-9.167204,14
1.000000,5.830000,7.360000,1.880006,0.938678,-9.185996,14
1.000000,5.830000,7.370000,1.881551,0.938662,-9.204804,14
1.000000,5.830000,7.380000,1.883090,0.938652,-9.223627,14
1.000000,5.830000,7.390000,1.884626,0.938646,-9.242466,14
1.000000,5.830000,7.400000,1.886156,0.938644,-9.261320,14
1.000000,5.830000,7.410000,1.887681,0.938648,-9.280189,14
1.000000,5.830000,7.420000,1.889202,0.938657,-9.299073,14
1.000000,5.830000,7.430000,1.890718,0.938671,-9.317973,14
1.000000,5.830000,7.440000,1.892230,0.938691,-9.336888,14
1.000000,5.830000,7.450000,1.893737,0.938716,-9.355818,14
1.000000,5.830000,7.460000,1.895239,0.938746,-9.374762,14
1.000000,5.830000,7.470000,1.896737,0.938783,-9.393722,14
1.000000,5.830000,7.480000,1.898230,0.938825,-9.412697,14
1.000000,5.830000,7.490000,1.899719,0.938874,-9.431687,14
1.000000,5.830000,7.500000,1.901204,0.938929,-9.450692,14
1.000000,5.830000,7.510000,1.902684,0.938991,-9.469711,15
1.000000,5.830000,7.520000,1.904160,0.939059,-9.488745,15
1.000000,5.830000,7.530000,1.905632,0.939134,-9.507794,15
1.000000,5.830000,7.540000,1.907100,0.939216,-9.526858,15
1.000000,5.830000,7.550000,1.908563,0.939304,-9.545936,15
1.000000,5.830000,7.560000,1.910022,0.939400,-9.565029,15
1.000000,5.830000,7.570000,1.911478,0.939503,-9.584137,15
1.000000,5.830000,7.580000,1.912929,0.939613,-9.603259,15
1.000000,5.830000,7.590000,1.914376,0.939731,-9.622395,15
1.000000,5.830000,7.600000,1.915820,0.939856,-9.641546,15
1.000000,5.830000,7.610000,1.917259,0.939990,-9.660712,15
1.000000,5.830000,7.620000,1.918695,0.940131,-9.679891,15
1.000000,5.830000,7.630000,1.920127,0.940280,-9.699085,15
1.000000,5.830000,7.640000,1.921555,0.940438,-9.718294,15
1.000000,5.830000,7.650000,1.922980,0.940603,-9.737517,15
1.000000,5.830000,7.660000,1.924401,0.940778,-9.756753,15
1.000000,5.830000,7.670000,1.925818,0.940961,-9.776005,15
1.000000,5.830000,7.680000,1.927232,0.941152,-9.795270,15
1.000000,5.830000,7.690000,1.928643,0.941352,-9.814549,15
1.000000,5.830000,7.700000,1.930050,0.941562,-9.833843,15
1.000000,5.830000,7.710000,1.931453,0.941780,-9.853150,15
1.000000,5.830000,7.720000,1.932854,0.942007,-9.872472,15
1.000000,5.830000,7.730000,1.934251,0.942244,-9.891807,15
1.000000,5.830000,7.740000,1.935645,0.942490,-9.911157,15
1.000000,5.830000,7.750000,1.937036,0.942746,-9.930520,15
1.000000,5.830000,7.760000,1.938424,0.943011,-9.949897,15
1.000000,5.830000,7.770000,1.939808,0.943286,-9.969289,15
1.000000,5.830000,7.780000,1.941190,0.943571,-9.988694,15
1.000000,5.830000,7.790000,1.942569,0.943867,-10.008112,16
1.000000,5.830000,7.800000,1.943945,0.944172,-10.027545,16
1.000000,5.830000,7.810000,1.945318,0.944487,-10.046991,16
1.000000,5.830000,7.820000,1.946689,0.944813,-10.066451,16
1.000000,5.830000,7.830000,1.948057,0.945149,-10.085925,16
1.000000,5.830000,7.840000,1.949422,0.945496,-10.105412,16
1.000000,5.830000,7.850000,1.950784,0.945853,-10.124913,16
1.000000,5.830000,7.860000,1.952145,0.946220,-10.144428,16
1.000000,5.830000,7.870000,1.953502,0.946599,-10.163956,16
1.000000,5.830000,7.880000,1.954857,0.946989,-10.183498,16
1.000000,5.830000,7.890000,1.956210,0.947389,-10.203054,16
1.000000,5.830000,7.900000,1.957561,0.947801,-10.222622,16
1.000000,5.830000,7.910000,1.958909,0.948223,-10.242205,16
1.000000,5.830000,7.920000,1.960256,0.948657,-10.261801,16
1.000000,5.830000,7.930000,1.961600,0.949103,-10.281410,16
1.000000,5.830000,7.940000,1.962942,0.949560,-10.301033,16
1.000000,5.830000,7.950000,1.964282,0.950028,-10.320669,16
1.000000,5.830000,7.960000,1.965620,0.950508,-10.340318,16
1.000000,5.830000,7.970000,1.966956,0.951000,-10.359981,16
1.000000,5.830000,7.980000,1.968291,0.951503,-10.379657,16
1.000000,5.830000,7.990000,1.969623,0.952019,-10.399347,16
1.000000,5.830000,8.000000,1.970954,0.952546,-10.419050,16
1.000000,5.830000,8.010000,1.972284,0.953085,-10.438766,16
1.000000,5.830000,8.020000,1.973612,0.953637,-10.458495,16
1.000000,5.830000,8.030000,1.974938,0.954200,-10.478238,16
1.000000,5.830000,8.040000,1.976263,0.954776,-10.497994,16
1.000000,5.830000,8.050000,1.977586,0.955364,-10.517763,16
1.000000,5.830000,8.060000,1.978908,0.955964,-10.537546,16
1.000000,5.830000,8.070000,1.980229,0.956577,-10.557342,16
1.000000,5.830000,8.080000,1.981549,0.957203,-10.577150,16
1.000000,5.830000,8.090000,1.982867,0.957840,-10.596973,16
1.000000,5.830000,8.100000,1.984185,0.958491,-10.616808,16
1.000000,5.830000,8.110000,1.985501,0.959154,-10.636656,16
1.000000,5.830000,8.120000,1.986817,0.959830,-10.656518,16
1.000000,5.830000,8.130000,1.988131,0.960518,-10.676393,16
1.000000,5.830000,8.140000,1.989445,0.961220,-10.696280,16
1.000000,5.830000,8.150000,1.990758,0.961934,-10.716181,16
1.000000,5.830000,8.160000,1.992070,0.962661,-10.736096,16
1.000000,5.830000,8.170000,1.993381,0.963401,-10.756023,16
1.000000,5.830000,8.180000,1.994692,0.964154,-10.775963,16
1.000000,5.830000,8.190000,1.996003,0.964920,-10.795917,16
1.000000,5.830000,8.200000,1.997313,0.965700,-10.815883,16
1.000000,5.830000,8.210000,1.998622,0.966492,-10.835863,16
1.000000,5.830000,8.220000,1.999931,0.967297,-10.855856,16
1.000000,5.830000,8.230000,2.001240,0.968116,-10.875862,16
1.000000,5.830000,8.240000,2.002548,0.968948,-10.895881,16
1.000000,5.830000,8.250000,2.003857,0.969793,-10.915913,16
1.000000,5.830000,8.260000,2.005165,0.970651,-10.935958,16
1.000000,5.830000,8.270000,2.006473,0.971524,-10.956016,17
1.000000,5.830000,8.280000,2.007781,0.972409,-10.976087,17
1.000000,5.830000,8.290000,2.009089,0.973307,-10.996171,17
1.000000,5.830000,8.300000,2.010398,0.974219,-11.016269,17
1.000000,5.830000,8.310000,2.011706,0.975144,-11.036379,17
1.000000,5.830000,8.320000,2.013015,0.976083,-11.056503,17
1.000000,5.830000,8.330000,2.014324,0.977035,-11.076640,17
1.000000,5.830000,8.340000,2.015633,0.978000,-11.096790,17
1.000000,5.830000,8.350000,2.016943,0.978979,-11.116952,17
1.000000,5.830000,8.360000,2.018253,0.979971,-11.137128,17
1.000000,5.830000,8.370000,2.019563,0.980976,-11.157317,17
1.000000,5.830000,8.380000,2.020875,0.981995,-11.177520,17
1.000000,5.830000,8.390000,2.022187,0.983028,-11.197735,17
1.000000,5.830000,8.400000,2.023499,0.984074,-11.217963,17
1.000000,5.830000,8.410000,2.024812,0.985133,-11.238205,17
1.000000,5.830000,8.420000,2.026126,0.986206,-11.258460,17
1.000000,5.830000,8.430000,2.027441,0.987293,-11.278727,17
1.000000,5.830000,8.440000,2.028757,0.988392,-11.299008,17
1.000000,5.830000,8.450000,2.030074,0.989505,-11.319303,17
1.000000,5.830000,8.460000,2.031392,0.990632,-11.339610,17
1.000000,5.830000,8.470000,2.032710,0.991772,-11.359930,17
1.000000,5.830000,8.480000,2.034030,0.992925,-11.380264,17
1.000000,5.830000,8.490000,2.035352,0.994092,-11.400611,17
1.000000,5.830000,8.500000,2.036674,0.995272,-11.420971,17
1.000000,5.830000,8.510000,2.037998,0.996465,-11.441345,17
1.000000,5.830000,8.520000,2.039322,0.997672,-11.461731,17
1.000000,5.830000,8.530000,2.040649,0.998892,-11.482131,17
1.000000,5.830000,8.540000,2.041977,1.000125,-11.502544,17
1.000000,5.830000,8.550000,2.043306,1.001371,-11.522971,17
1.000000,5.830000,8.560000,2.044637,1.002631,-11.543410,17
1.000000,5.830000,8.570000,2.045969,1.003904,-11.563863,17
1.000000,5.830000,8.580000,2.047303,1.005190,-11.584330,17
1.000000,5.830000,8.590000,2.048639,1.006488,-11.604809,17
1.000000,5.830000,8.600000,2.049976,1.007800,-11.625302,16
1.000000,5.830000,8.610000,2.051315,1.009125,-11.645809,16
1.000000,5.830000,8.620000,2.052656,1.010463,-11.666329,16
1.000000,5.830000,8.630000,2.053999,1.011813,-11.686862,16
1.000000,5.830000,8.640000,2.055344,1.013177,-11.707409,16
1.000000,5.830000,8.650000,2.056691,1.014554,-11.727969,16
1.000000,5.830000,8.660000,2.058040,1.015943,-11.748543,16
1.000000,5.830000,8.670000,2.059390,1.017345,-11.769130,16
1.000000,5.830000,8.680000,2.060743,1.018760,-11.789730,16
1.000000,5.830000,8.690000,2.062098,1.020187,-11.810345,16
1.000000,5.830000,8.700000,2.063456,1.021627,-11.830972,16
1.000000,5.830000,8.710000,2.064815,1.023080,-11.851614,16
1.000000,5.830000,8.720000,2.066177,1.024544,-11.872269,16
1.000000,5.830000,8.730000,2.067541,1.026022,-11.892937,16
1.000000,5.830000,8.740000,2.068908,1.027511,-11.913619,16
1.000000,5.830000,8.750000,2.070276,1.029013,-11.934315,16
1.000000,5.830000,8.760000,2.071648,1.030527,-11.955025,16
1.000000,5.830000,8.770000,2.073022,1.032054,-11.975748,16
1.000000,5.830000,8.780000,2.074398,1.033592,-11.996485,16
1.000000,5.830000,8.790000,2.075777,1.035142,-12.017236,16
1.000000,5.830000,8.800000,2.077158,1.036705,-12.038001,16
1.000000,5.830000,8.810000,2.078542,1.038279,-12.058780,16
1.000000,5.830000,8.820000,2.079929,1.039865,-12.079572,16
1.000000,5.830000,8.830000,2.081319,1.041462,-12.100378,16
1.000000,5.830000,8.840000,2.082711,1.043072,-12.121198,16
1.000000,5.830000,8.850000,2.084106,1.044692,-12.142032,16
1.000000,5.830000,8.860000,2.085504,1.046325,-12.162880,16
1.000000,5.830000,8.870000,2.086904,1.047968,-12.183742,16
1.000000,5.830000,8.880000,2.088308,1.049624,-12.204618,16
1.000000,5.830000,8.890000,2.089714,1.051290,-12.225509,16
1.000000,5.830000,8.900000,2.091124,1.052967,-12.246413,16
1.000000,5.830000,8.910000,2.092536,1.054656,-12.267331,16
1.000000,5.830000,8.920000,2.093951,1.056355,-12.288263,16
1.000000,5.830000,8.930000,2.095370,1.058065,-12.309210,16
1.000000,5.830000,8.940000,2.096791,1.059787,-12.330171,16
1.000000,5.830000,8.950000,2.098216,1.061518,-12.351146,16
1.000000,5.830000,8.960000,2.099644,1.063261,-12.372135,16
1.000000,5.830000,8.970000,2.101075,1.065014,-12.393139,16
1.000000,5.830000,8.980000,2.102509,1.066777,-12.414157,16
1.000000,5.830000,8.990000,2.103946,1.068551,-12.435189,16
1.000000,5.830000,9.000000,2.105387,1.070335,-12.456236,16
1.000000,5.830000,9.010000,2.106830,1.072129,-12.477297,16
1.000000,5.830000,9.020000,2.108278,1.073933,-12.498372,16
1.000000,5.830000,9.030000,2.109728,1.075748,-12.519462,16
1.000000,5.830000,9.040000,2.111182,1.077572,-12.540567,16
1.000000,5.830000,9.050000,2.112639,1.079405,-12.561686,16
1.000000,5.830000,9.060000,2.114099,1.081249,-12.582820,16
1.000000,5.830000,9.070000,2.115563,1.083102,-12.603968,16
1.000000,5.830000,9.080000,2.117031,1.084964,-12.625131,16
1.000000,5.830000,9.090000,2.118501,1.086836,-12.646309,16
1.000000,5.830000,9.100000,2.119976,1.088717,-12.667501,16
1.000000,5.830000,9.110000,2.121453,1.090606,-12.688708,15
1.000000,5.830000,9.120000,2.122934,1.092505,-12.709930,15
1.000000,5.830000,9.130000,2.124419,1.094413,-12.731167,15
1.000000,5.830000,9.140000,2.125907,1.096330,-12.752418,15
1.000000,5.830000,9.150000,2.127399,1.098255,-12.773685,15
1.000000,5.830000,9.160000,2.128895,1.100189,-12.794966,15
1.000000,5.830000,9.170000,2.130394,1.102132,-12.816263,15
1.000000,5.830000,9.180000,2.131896,1.104082,-12.837574,15
1.000000,5.830000,9.190000,2.133403,1.106042,-12.858901,15
1.000000,5.830000,9.200000,2.134913,1.108009,-12.880242,15
1.000000,5.830000,9.210000,2.136426,1.109984,-12.901599,15
1.000000,5.830000,9.220000,2.137943,1.111967,-12.922971,15
1.000000,5.830000,9.230000,2.139464,1.113958,-12.944358,15
1.000000,5.830000,9.240000,2.140989,1.115957,-12.965760,15
1.000000,5.830000,9.250000,2.142517,1.117963,-12.987178,15
1.000000,5.830000,9.260000,2.144049,1.119976,-13.008611,15
1.000000,5.830000,9.270000,2.145585,1.121997,-13.030059,15
1.000000,5.830000,9.280000,2.147124,1.124026,-13.051522,15
1.000000,5.830000,9.290000,2.148668,1.126061,-13.073001,15
1.000000,5.830000,9.300000,2.150214,1.128103,-13.094496,15
1.000000,5.830000,9.310000,2.151765,1.130152,-13.116006,15
1.000000,5.830000,9.320000,2.153320,1.132208,-13.137531,15
1.000000,5.830000,9.330000,2.154878,1.134270,-13.159072,15
1.000000,5.830000,9.340000,2.156440,1.136339,-13.180629,15
1.000000,5.830000,9.350000,2.158005,1.138414,-13.202201,15
1.000000,5.830000,9.360000,2.159575,1.140496,-13.223789,15
1.000000,5.830000,9.370000,2.161148,1.142584,-13.245392,15
1.000000,5.830000,9.380000,2.162725,1.144677,-13.267012,15
1.000000,5.830000,9.390000,2.164306,1.146777,-13.288647,15
1.000000,5.830000,9.400000,2.165891,1.148882,-13.310298,15
1.000000,5.830000,9.410000,2.167479,1.150993,-13.331965,15
1.000000,5.830000,9.420000,2.169072,1.153110,-13.353647,15
1.000000,5.830000,9.430000,2.170668,1.155231,-13.375346,14
1.000000,5.830000,9.440000,2.172268,1.157359,-13.397061,14
1.000000,5.830000,9.450000,2.173871,1.159491,-13.418791,14
1.000000,5.830000,9.460000,2.175479,1.161629,-13.440538,14
1.000000,5.830000,9.470000,2.177090,1.163771,-13.462301,14
1.000000,5.830000,9.480000,2.178705,1.165919,-13.484080,14
1.000000,5.830000,9.490000,2.180324,1.168070,-13.505875,14
1.000000,5.830000,9.500000,2.181947,1.170227,-13.527687,14
1.000000,5.830000,9.510000,2.183573,1.172388,-13.549514,14
1.000000,5.830000,9.520000,2.185203,1.174553,-13.571358,14
1.000000,5.830000,9.530000,2.186837,1.176723,-13.593218,14
1.000000,5.830000,9.540000,2.188475,1.178896,-13.615095,14
1.000000,5.830000,9.550000,2.190117,1.181074,-13.636988,14
1.000000,5.830000,9.560000,2.191762,1.183255,-13.658897,14
1.000000,5.830000,9.570000,2.193411,1.185440,-13.680823,14
1.000000,5.830000,9.580000,2.195064,1.187629,-13.702765,14
1.000000,5.830000,9.590000,2.196721,1.189821,-13.724724,14
1.000000,5.830000,9.600000,2.198381,1.192017,-13.746700,14
1.000000,5.830000,9.610000,2.200045,1.194216,-13.768692,14
1.000000,5.830000,9.620000,2.201713,1.196417,-13.790701,14
1.000000,5.830000,9.630000,2.203384,1.198622,-13.812726,14
1.000000,5.830000,9.640000,2.205059,1.200830,-13.834768,14
1.000000,5.830000,9.650000,2.206738,1.203040,-13.856827,14
1.000000,5.830000,9.660000,2.208421,1.205254,-13.878903,14
1.000000,5.830000,9.670000,2.210107,1.207469,-13.900996,14
1.000000,5.830000,9.680000,2.211797,1.209687,-13.923105,14
1.000000,5.830000,9.690000,2.213490,1.211908,-13.945232,14
1.000000,5.830000,9.700000,2.215188,1.214130,-13.967375,14
1.000000,5.830000,9.710000,2.216888,1.216354,-13.989536,13
1.000000,5.830000,9.720000,2.218593,1.218580,-14.011713,13
1.000000,5.830000,9.730000,2.220301,1.220809,-14.033907,13
1.000000,5.830000,9.740000,2.222012,1.223039,-14.056119,13
1.000000,5.830000,9.750000,2.223728,1.225270,-14.078348,13
1.000000,5.830000,9.760000,2.225446,1.227503,-14.100594,13
1.000000,5.830000,9.770000,2.227169,1.229737,-14.122857,13
1.000000,5.830000,9.780000,2.228894,1.231973,-14.145137,13
1.000000,5.830000,9.790000,2.230624,1.234210,-14.167435,13
1.000000,5.830000,9.800000,2.232357,1.236447,-14.189749,13
1.000000,5.830000,9.810000,2.234093,1.238686,-14.212082,13
1.000000,5.830000,9.820000,2.235833,1.240925,-14.234431,13
1.000000,5.830000,9.830000,2.237576,1.243165,-14.256798,13
1.000000,5.830000,9.840000,2.239323,1.245406,-14.279183,13
1.000000,5.830000,9.850000,2.241073,1.247646,-14.301585,13
1.000000,5.830000,9.860000,2.242826,1.249888,-14.324004,13
1.000000,5.830000,9.870000,2.244583,1.252129,-14.346441,13
1.000000,5.830000,9.880000,2.246343,1.254371,-14.368896,13
1.000000,5.830000,9.890000,2.248107,1.256612,-14.391368,13
1.000000,5.830000,9.900000,2.249874,1.258854,-14.413858,13
1.000000,5.830000,9.910000,2.251644,1.261095,-14.436366,13
1.000000,5.830000,9.920000,2.253417,1.263336,-14.458891,13
1.000000,5.830000,9.930000,2.255194,1.265576,-14.481434,13
1.000000,5.830000,9.940000,2.256974,1.267816,-14.503995,13
1.000000,5.830000,9.950000,2.258757,1.270056,-14.526574,13
1.000000,5.830000,9.960000,2.260544,1.272294,-14.549170,13
1.000000,5.830000,9.970000,2.262333,1.274532,-14.571784,13
1.000000,5.830000,9.980000,2.264126,1.276768,-14.594417,12
1.000000,5.830000,9.990000,2.265922,1.279003,-14.617067,12
1.000000,5.830000,10.000000,2.267721,1.281238,-14.639735,12
1.000000,5.830000,10.010000,2.269523,1.283471,-14.662421,12
1.000000,5.830000,10.020000,2.271328,1.285703,-14.685126,12
1.000000,5.830000,10.030000,2.273136,1.287933,-14.707848,12
1.000000,5.830000,10.040000,2.274948,1.290162,-14.730588,12
1.000000,5.830000,10.050000,2.276762,1.292389,-14.753347,12
1.000000,5.830000,10.060000,2.278579,1.294614,-14.776124,12
1.000000,5.830000,10.070000,2.280400,1.296837,-14.798919,12
1.000000,5.830000,10.080000,2.282223,1.299059,-14.821732,12
1.000000,5.830000,10.090000,2.284049,1.301278,-14.844563,12
1.000000,5.830000,10.100000,2.285878,1.303495,-14.867413,12
1.000000,5.830000,10.110000,2.287710,1.305710,-14.890281,12
1.000000,5.830000,10.120000,2.289544,1.307923,-14.913167,12
1.000000,5.830000,10.130000,2.291382,1.310133,-14.936071,12
1.000000,5.830000,10.140000,2.293222,1.312340,-14.958994,12
1.000000,5.830000,10.150000,2.295065,1.314545,-14.981936,12
1.000000,5.830000,10.160000,2.296911,1.316747,-15.004896,12
1.000000,5.830000,10.170000,2.298759,1.318947,-15.027874,12
1.000000,5.830000,10.180000,2.300611,1.321143,-15.050871,12
1.000000,5.830000,10.190000,2.302464,1.323337,-15.073886,12
1.000000,5.830000,10.200000,2.304321,1.325527,-15.096920,12
1.000000,5.830000,10.210000,2.306180,1.327714,-15.119973,12
1.000000,5.830000,10.220000,2.308042,1.329898,-15.143044,12
1.000000,5.830000,10.230000,2.309906,1.332079,-15.166134,12
1.000000,5.830000,10.240000,2.311773,1.334256,-15.189242,12
1.000000,5.830000,10.250000,2.313642,1.336429,-15.212369,12
1.000000,5.830000,10.260000,2.315514,1.338599,-15.235515,12
1.000000,5.830000,10.270000,2.317388,1.340766,-15.258679,12
1.000000,5.830000,10.280000,2.319265,1.342928,-15.281863,11
1.000000,5.830000,10.290000,2.321144,1.345087,-15.305065,11
1.000000,5.830000,10.300000,2.323025,1.347241,-15.328286,11
1.000000,5.830000,10.310000,2.324909,1.349392,-15.351525,11
1.000000,5.830000,10.320000,2.326795,1.351539,-15.374784,11
1.000000,5.830000,10.330000,2.328683,1.353682,-15.398061,11
1.000000,5.830000,10.340000,2.330574,1.355820,-15.421357,11
1.000000,5.830000,10.350000,2.332467,1.357954,-15.444673,11
1.000000,5.830000,10.360000,2.334362,1.360084,-15.468007,11
1.000000,5.830000,10.370000,2.336259,1.362209,-15.491360,11
1.000000,5.830000,10.380000,2.338158,1.364329,-15.514732,11
1.000000,5.830000,10.390000,2.340060,1.366445,-15.538123,11
1.000000,5.830000,10.400000,2.341964,1.368557,-15.561533,11
